Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mass_fraction_N2_PFRC2_(), Mass_fraction_H2_PFRC2_(), Mass_fraction_H_PFRC2_(), Mass_fraction_O2_PFRC2_(), Mass_fraction_H2O_PFRC2_(), Mass_fraction_OH_PFRC2_(), Mass_fraction_HO2_PFRC2_(), Mass_fraction_CO_PFRC2_(), Mass_fraction_CO2_PFRC2_(), Mass_fraction_CH4_PFRC2_(), Mass_fraction_CH3_PFRC2_(), Mass_fraction_CH3OH_PFRC2_(), Mass_fraction_CH2O_PFRC2_(), Mass_fraction_HCO_PFRC2_(), Mass_fraction_HOCHO_PFRC2_(), Mass_fraction_C2H6_PFRC2_(), Mass_fraction_C2H5_PFRC2_(), Mass_fraction_C2H4_PFRC2_(), Mass_fraction_C2H3_PFRC2_(), Mass_fraction_CHCHO_PFRC2_(), Mass_fraction_C2H2_PFRC2_(), Mass_fraction_CH3CHO_PFRC2_(), Mass_fraction_C2H3OH_PFRC2_(), Mass_fraction_CH2CO_PFRC2_(), Mass_fraction_HCCOH_PFRC2_(), Mass_fraction_C3H6_PFRC2_(), Mass_fraction_CH3CHCO_PFRC2_(), Mass_fraction_C3H4-P_PFRC2_(), Mass_fraction_C3H4-A_PFRC2_(), Mass_fraction_C3H3_PFRC2_(), Mass_fraction_C4H4_PFRC2_(), Mass_fraction_C4H2_PFRC2_(), Mass_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.879135e-01, 1.766300e-01, 3.574329e+07, 1.779793e+03, 0.000000e+00, 1.779793e+03, 4.700000e+06, 4.456110e-03, 2.968919e-02, 1.250125e-06, 3.745091e-05, 2.928970e-01, 1.684628e-06, 9.547622e-08, 4.523689e-01, 2.103462e-01, 9.578359e-03, 1.541553e-05, 3.391541e-06, 4.561449e-06, 3.295756e-07, 6.803272e-07, 5.075093e-06, 4.238376e-08, 1.639881e-04, 1.168044e-07, 1.010845e-05, 4.089189e-04, 3.184459e-07, 4.123402e-07, 4.792972e-06, 3.120458e-07, 5.072426e-07, 3.253500e-08, 2.780627e-06, 1.092216e-06, 2.540893e-07, 2.728803e-07, 2.390740e-07, 6.057184e-08, 1.897640e-02, 6.027087e+00, 1.218119e+04, 1.220102e+04
1.416408e-01, 2.313890e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863547e-01, 1.766300e-01, -8.851038e+06, 1.750870e+03, 2.501106e+04, 1.750870e+03, 4.700076e+06, 4.456110e-03, 3.130007e-02, 9.788523e-07, 2.621194e-09, 2.886882e-01, 1.152305e-06, 6.435256e-12, 4.629229e-01, 2.072533e-01, 5.229292e-03, 6.270012e-06, 1.400746e-06, 3.632246e-06, 2.833705e-07, 7.224549e-07, 1.309802e-06, 9.765921e-09, 4.145107e-05, 2.181446e-08, 8.291603e-06, 8.228808e-05, 9.021389e-08, 8.681885e-08, 1.608768e-06, 5.119248e-08, 6.242895e-08, 4.033803e-09, 2.792891e-07, 1.089074e-07, 2.047253e-08, 1.323026e-08, 9.099214e-09, 1.079358e-09, 1.876932e-02, 6.059891e+00, 6.302243e+03, 6.314867e+03
1.470000e-01, 4.187515e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.857586e-01, 1.766300e-01, -5.363934e+06, 1.741172e+03, 2.501106e+04, 1.741172e+03, 4.700076e+06, 4.456110e-03, 3.182325e-02, 9.084793e-07, 2.200976e-09, 2.873050e-01, 1.022977e-06, 5.324328e-12, 4.660844e-01, 2.064606e-01, 3.792826e-03, 4.154047e-06, 9.389978e-07, 3.457018e-06, 2.713859e-07, 7.332419e-07, 6.662082e-07, 4.669612e-09, 2.018360e-05, 9.635208e-09, 7.266011e-06, 3.688895e-05, 5.028032e-08, 4.029538e-08, 1.014079e-06, 2.144812e-08, 2.139374e-08, 1.541789e-09, 8.812542e-08, 3.426251e-08, 5.909446e-09, 2.991733e-09, 1.776927e-09, 5.718362e-11, 1.870428e-02, 6.072527e+00, 4.508134e+03, 4.518783e+03
1.590000e-01, 8.392979e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850130e-01, 1.766300e-01, -2.454186e+06, 1.729992e+03, 2.501106e+04, 1.729992e+03, 4.700076e+06, 4.456110e-03, 3.240766e-02, 8.328091e-07, 1.614140e-09, 2.857493e-01, 8.915456e-07, 3.848679e-12, 4.694852e-01, 2.056910e-01, 2.179495e-03, 2.150386e-06, 4.964922e-07, 3.308342e-06, 2.579639e-07, 7.451843e-07, 2.144225e-07, 1.384983e-09, 6.130871e-06, 2.588170e-09, 5.592987e-06, 1.009027e-05, 2.080790e-08, 1.161402e-08, 5.039480e-07, 5.391739e-09, 2.933286e-09, 3.593525e-10, 1.221980e-08, 4.763481e-09, 8.150008e-10, -1.267605e-10, 1.203824e-10, 4.993709e-11, 1.863281e-02, 6.088418e+00, 2.556877e+03, 2.565129e+03
1.710000e-01, 1.260679e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845770e-01, 1.766300e-01, -6.249030e+05, 1.724157e+03, 2.501106e+04, 1.724157e+03, 4.700076e+06, 4.456110e-03, 3.269406e-02, 7.950397e-07, 1.243168e-09, 2.849718e-01, 8.295641e-07, 2.949081e-12, 4.710763e-01, 2.053917e-01, 1.391486e-03, 1.301252e-06, 3.069140e-07, 3.252258e-06, 2.509456e-07, 7.512416e-07, 8.616265e-08, 5.434902e-10, 2.420548e-06, 9.836509e-10, 4.406341e-06, 3.851918e-06, 1.122074e-08, 4.650804e-09, 3.014850e-07, 2.013651e-09, 9.417223e-10, 1.300648e-10, 3.521343e-09, 1.365473e-09, 2.192809e-10, 5.643686e-11, 3.177532e-11, 3.686037e-13, 1.859841e-02, 6.097746e+00, 1.623566e+03, 1.630408e+03
1.830000e-01, 1.682597e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.842690e-01, 1.766301e-01, -8.592420e+05, 1.720450e+03, 2.501106e+04, 1.720450e+03, 4.700076e+06, 4.456110e-03, 3.286231e-02, 7.732149e-07, 9.787880e-10, 2.845028e-01, 7.940476e-07, 2.323132e-12, 4.719667e-01, 2.052657e-01, 9.330510e-04, 8.430573e-07, 2.038227e-07, 3.224234e-06, 2.469855e-07, 7.541766e-07, 3.865501e-08, 2.382660e-10, 1.072549e-06, 4.168929e-10, 3.512880e-06, 1.652429e-06, 6.757020e-09, 2.095636e-09, 1.943221e-07, 8.448256e-10, 2.875240e-10, 5.336735e-11, 1.021892e-09, 3.946692e-10, 5.502065e-11, 1.205623e-11, 4.114928e-12, 8.060463e-13, 1.857852e-02, 6.104349e+00, 1.085386e+03, 1.091250e+03
1.950000e-01, 2.104919e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.840297e-01, 1.766301e-01, -4.942387e+05, 1.717861e+03, 2.501106e+04, 1.717861e+03, 4.700076e+06, 4.456110e-03, 3.296864e-02, 7.573326e-07, 7.810763e-10, 2.841957e-01, 7.694898e-07, 1.859609e-12, 4.724943e-01, 2.052268e-01, 6.477441e-04, 5.717125e-07, 1.425197e-07, 3.208609e-06, 2.439044e-07, 7.565054e-07, 1.841597e-08, 1.121562e-10, 5.071212e-07, 1.919465e-10, 2.822476e-06, 7.620563e-07, 4.369533e-09, 1.029004e-09, 1.314508e-07, 3.835967e-10, 8.420191e-11, 2.396068e-11, 2.925995e-10, 1.131774e-10, 1.659605e-11, 1.516149e-12, 6.825417e-13, 1.545433e-13, 1.856619e-02, 6.109490e+00, 7.521061e+02, 7.572514e+02
2.070000e-01, 2.527565e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838305e-01, 1.766301e-01, -7.630036e+05, 1.715917e+03, 2.501106e+04, 1.715917e+03, 4.700076e+06, 4.456110e-03, 3.303929e-02, 7.470233e-07, 6.294602e-10, 2.839822e-01, 7.531742e-07, 1.507348e-12, 4.728143e-01, 2.052366e-01, 4.622875e-04, 4.007815e-07, 1.037218e-07, 3.199347e-06, 2.420633e-07, 7.574375e-07, 9.593426e-09, 5.778107e-11, 2.633343e-07, 9.789894e-11, 2.280476e-06, 3.906416e-07, 2.980788e-09, 5.610842e-10, 9.221581e-08, 1.954567e-10, 3.161848e-11, 1.207909e-11, 9.754790e-11, 3.764713e-11, 6.254667e-12, 1.257871e-13, 1.220584e-12, 4.077866e-14, 1.855819e-02, 6.113777e+00, 5.361758e+02, 5.407747e+02
2.190000e-01, 2.950487e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836558e-01, 1.766301e-01, 3.175082e+05, 1.714356e+03, 2.501106e+04, 1.714356e+03, 4.700076e+06, 4.456110e-03, 3.308899e-02, 7.363052e-07, 5.103438e-10, 2.838237e-01, 7.380554e-07, 1.231937e-12, 4.730134e-01, 2.052741e-01, 3.354635e-04, 2.878780e-07, 7.811882e-08, 3.193540e-06, 2.397290e-07, 7.592315e-07, 5.112660e-09, 3.114369e-11, 1.411578e-07, 5.252270e-11, 1.849173e-06, 2.089383e-07, 2.105011e-09, 3.234317e-10, 6.617592e-08, 1.057473e-10, 1.720217e-11, 6.541617e-12, 6.307877e-11, 2.442111e-11, 3.339991e-12, 3.940123e-13, -1.853281e-13, 4.976348e-14, 1.855273e-02, 6.117542e+00, 3.887885e+02, 3.929621e+02
2.310000e-01, 3.373655e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834978e-01, 1.766301e-01, 3.098705e+05, 1.713050e+03, 2.501106e+04, 1.713050e+03, 4.700076e+06, 4.456110e-03, 3.312499e-02, 7.287319e-07, 4.159010e-10, 2.837014e-01, 7.269971e-07, 1.014203e-12, 4.731343e-01, 2.053286e-01, 2.469034e-04, 2.095894e-07, 6.029278e-08, 3.189738e-06, 2.382137e-07, 7.600470e-07, 2.780991e-09, 1.701150e-11, 7.700404e-08, 2.846062e-11, 1.503531e-06, 1.128044e-07, 1.515039e-09, 1.922809e-10, 4.822736e-08, 5.721336e-11, 7.230786e-12, 3.505340e-12, 2.401395e-11, 9.269320e-12, 1.416824e-12, 2.386195e-13, 7.764988e-14, 2.685217e-14, 1.854891e-02, 6.120948e+00, 2.859941e+02, 2.898320e+02
2.430000e-01, 3.797051e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.833494e-01, 1.766301e-01, -1.159398e+06, 1.711907e+03, 2.501106e+04, 1.711907e+03, 4.700076e+06, 4.456110e-03, 3.315146e-02, 7.251073e-07, 3.406873e-10, 2.836039e-01, 7.204102e-07, 8.392571e-13, 4.731993e-01, 2.053969e-01, 1.851574e-04, 1.539103e-07, 4.749178e-08, 3.187241e-06, 2.378745e-07, 7.591945e-07, 1.531691e-09, 9.006969e-12, 4.282496e-08, 1.478501e-11, 1.225473e-06, 6.123379e-08, 1.102028e-09, 1.151228e-10, 3.571103e-08, 3.087615e-11, -7.548711e-14, 1.866128e-12, 7.928278e-13, 3.477651e-13, 1.343485e-13, -2.629725e-13, 8.236498e-14, -3.551035e-14, 1.854626e-02, 6.124155e+00, 2.143839e+02, 2.179548e+02
2.550000e-01, 4.220662e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.832068e-01, 1.766301e-01, -8.513385e+05, 1.710874e+03, 2.501106e+04, 1.710874e+03, 4.700076e+06, 4.456110e-03, 3.317141e-02, 7.183996e-07, 2.802054e-10, 2.835230e-01, 7.113070e-07, 6.997882e-13, 4.732254e-01, 2.054753e-01, 1.419142e-04, 1.170936e-07, 3.911808e-08, 3.185783e-06, 2.363982e-07, 7.600545e-07, 9.247730e-10, 5.686492e-12, 2.666415e-08, 9.605467e-12, 1.001033e-06, 3.931546e-08, 8.376058e-10, 7.947154e-11, 2.723720e-08, 2.056425e-11, 3.110164e-12, 1.194219e-12, 1.090418e-11, 4.135351e-12, 2.299594e-14, 1.324068e-13, -6.206987e-14, -1.858104e-14, 1.854440e-02, 6.127238e+00, 1.642781e+02, 1.676365e+02
2.670000e-01, 4.644480e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.830710e-01, 1.766301e-01, 2.146358e+05, 1.709930e+03, 2.501106e+04, 1.709930e+03, 4.700076e+06, 4.456110e-03, 3.318703e-02, 7.106779e-07, 2.311697e-10, 2.834539e-01, 7.015765e-07, 5.887965e-13, 4.732278e-01, 2.055580e-01, 1.106198e-04, 9.155100e-08, 3.336908e-08, 3.184909e-06, 2.344939e-07, 7.616566e-07, 5.676773e-10, 3.569263e-12, 1.605900e-08, 5.852041e-12, 8.189394e-07, 2.298790e-08, 6.558288e-10, 5.484849e-11, 2.121218e-08, 1.207184e-11, 8.730802e-13, 7.199552e-13, 2.716822e-12, 1.046658e-12, 1.815743e-13, 6.167301e-14, -1.045961e-14, 5.728328e-15, 1.854305e-02, 6.130179e+00, 1.280258e+02, 1.312133e+02
2.790000e-01, 5.068501e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.829390e-01, 1.766301e-01, -7.892291e+04, 1.709046e+03, 2.501106e+04, 1.709046e+03, 4.700076e+06, 4.456110e-03, 3.319924e-02, 7.060261e-07, 1.918972e-10, 2.833937e-01, 6.950301e-07, 4.978257e-13, 4.732105e-01, 2.056451e-01, 8.889861e-05, 7.267011e-08, 2.904930e-08, 3.184408e-06, 2.335703e-07, 7.618350e-07, 3.728831e-10, 2.360342e-12, 1.091290e-08, 3.862982e-12, 6.720016e-07, 1.551531e-08, 5.215238e-10, 4.022695e-11, 1.694651e-08, 8.200883e-12, 2.516194e-13, 4.806076e-13, 6.621115e-13, 2.552104e-13, 4.811681e-14, 7.162822e-15, 5.624731e-15, 2.250693e-15, 1.854212e-02, 6.133039e+00, 1.028736e+02, 1.059240e+02
2.910000e-01, 5.492719e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.828092e-01, 1.766301e-01, -7.766585e+05, 1.708202e+03, 2.501106e+04, 1.708202e+03, 4.700076e+06, 4.456110e-03, 3.320911e-02, 7.014105e-07, 1.602501e-10, 2.833396e-01, 6.886599e-07, 4.238412e-13, 4.731793e-01, 2.057358e-01, 7.380396e-05, 5.968342e-08, 2.606779e-08, 3.184211e-06, 2.326296e-07, 7.621427e-07, 3.188940e-10, 1.908732e-12, 9.312806e-09, 3.147520e-12, 5.532863e-07, 1.361701e-08, 4.299953e-10, 3.332801e-11, 1.402816e-08, 7.342549e-12, 1.230417e-12, 4.286610e-13, 4.062196e-12, 1.562639e-12, 2.001537e-13, 9.657562e-14, 9.765356e-15, 8.749121e-15, 1.854147e-02, 6.135854e+00, 8.540366e+01, 8.834430e+01
3.030000e-01, 5.917131e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.826806e-01, 1.766301e-01, -1.193797e+06, 1.707382e+03, 2.501106e+04, 1.707382e+03, 4.700076e+06, 4.456110e-03, 3.321753e-02, 6.965887e-07, 1.344733e-10, 2.832891e-01, 6.822098e-07, 3.636601e-13, 4.731394e-01, 2.058289e-01, 6.283400e-05, 5.037490e-08, 2.394999e-08, 3.184211e-06, 2.315912e-07, 7.625797e-07, 2.885975e-10, 1.634833e-12, 8.277158e-09, 2.710327e-12, 4.564256e-07, 1.241529e-08, 3.644692e-10, 2.869881e-11, 1.192121e-08, 6.818820e-12, 2.085529e-12, 3.984780e-13, 6.947286e-12, 2.668800e-12, 3.221477e-13, 1.789562e-13, 3.174815e-15, 1.357310e-14, 1.854100e-02, 6.138646e+00, 7.270884e+01, 7.556031e+01
3.150000e-01, 6.341735e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.825532e-01, 1.766301e-01, 3.715746e+05, 1.706579e+03, 2.501106e+04, 1.706579e+03, 4.700076e+06, 4.456110e-03, 3.322503e-02, 6.909597e-07, 1.132967e-10, 2.832410e-01, 6.751612e-07, 3.165720e-13, 4.730942e-01, 2.059232e-01, 5.443197e-05, 4.354105e-08, 2.249502e-08, 3.184365e-06, 2.302280e-07, 7.632414e-07, 1.522224e-10, 1.074067e-12, 4.807900e-09, 1.728582e-12, 3.767160e-07, 6.419116e-09, 3.164864e-10, 2.152885e-11, 1.027018e-08, 3.313347e-12, -7.782529e-13, 1.898136e-13, -3.198957e-12, -1.236782e-12, -1.622893e-13, -8.078507e-14, 6.759571e-15, -2.359411e-15, 1.854064e-02, 6.141413e+00, 6.297560e+01, 6.575383e+01
3.270000e-01, 6.766527e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.824286e-01, 1.766301e-01, 6.508609e+05, 1.705802e+03, 2.501106e+04, 1.705802e+03, 4.700076e+06, 4.456110e-03, 3.323175e-02, 6.858959e-07, 9.576017e-11, 2.831955e-01, 6.686851e-07, 2.764871e-13, 4.730458e-01, 2.060169e-01, 4.803358e-05, 3.837183e-08, 2.134788e-08, 3.184578e-06, 2.290511e-07, 7.638966e-07, 1.137269e-10, 7.807603e-13, 3.647138e-09, 1.367172e-12, 3.111639e-07, 5.474884e-09, 2.799658e-10, 1.805104e-11, 9.066923e-09, 3.180166e-12, -1.224961e-13, 1.661790e-13, 3.204945e-13, 1.435242e-13, 7.580637e-14, -3.180530e-14, 1.980619e-15, -4.512576e-15, 1.854036e-02, 6.144121e+00, 5.557095e+01, 5.828918e+01
3.390000e-01, 7.191507e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.823051e-01, 1.766301e-01, 2.055341e+05, 1.705037e+03, 2.501106e+04, 1.705037e+03, 4.700076e+06, 4.456110e-03, 3.323792e-02, 6.812880e-07, 8.135438e-11, 2.831514e-01, 6.626719e-07, 2.424509e-13, 4.729945e-01, 2.061111e-01, 4.313385e-05, 3.420710e-08, 2.041645e-08, 3.184832e-06, 2.280252e-07, 7.643790e-07, 1.137238e-10, 6.829397e-13, 3.425026e-09, 1.215342e-12, 2.571267e-07, 5.404349e-09, 2.507651e-10, 1.627557e-11, 8.131880e-09, 3.234925e-12, 7.772675e-13, 1.728956e-13, 3.348367e-12, 1.304276e-12, 2.058906e-13, 5.282233e-14, -2.811012e-15, -2.391074e-16, 1.854015e-02, 6.146809e+00, 4.990240e+01, 5.257122e+01
3.510000e-01, 7.616672e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.821809e-01, 1.766301e-01, -2.430326e+05, 1.704272e+03, 2.501106e+04, 1.704272e+03, 4.700076e+06, 4.456110e-03, 3.324369e-02, 6.769020e-07, 6.955247e-11, 2.831081e-01, 6.569068e-07, 2.138688e-13, 4.729400e-01, 2.062068e-01, 3.949734e-05, 3.076546e-08, 1.968887e-08, 3.185129e-06, 2.270684e-07, 7.646210e-07, 9.845066e-11, 6.942126e-13, 2.928873e-09, 9.530049e-13, 2.121180e-07, 2.965339e-09, 2.272758e-10, 1.453789e-11, 7.364667e-09, 1.121609e-12, -7.337912e-13, 8.809977e-14, -4.874319e-12, -1.925338e-12, -3.674559e-13, -5.628567e-14, -5.568667e-16, 1.800841e-15, 1.854000e-02, 6.149516e+00, 4.569106e+01, 4.831869e+01
3.630000e-01, 8.042024e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.820572e-01, 1.766301e-01, -3.107324e+05, 1.703514e+03, 2.501106e+04, 1.703514e+03, 4.700076e+06, 4.456110e-03, 3.324920e-02, 6.722553e-07, 5.922209e-11, 2.830655e-01, 6.509486e-07, 1.895169e-13, 4.728841e-01, 2.063028e-01, 3.655582e-05, 2.821060e-08, 1.915149e-08, 3.185472e-06, 2.260065e-07, 7.651014e-07, 8.279459e-11, 5.974101e-13, 2.453698e-09, 7.726398e-13, 1.733078e-07, 2.190491e-09, 2.096180e-10, 1.299919e-11, 6.784899e-09, 6.846123e-13, -8.246005e-13, 6.450979e-14, -5.287159e-12, -2.086875e-12, -3.954362e-13, -6.070794e-14, -3.473366e-16, 2.090922e-15, 1.853987e-02, 6.152211e+00, 4.228651e+01, 4.487876e+01
3.750000e-01, 8.467563e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.819339e-01, 1.766301e-01, -1.517298e+05, 1.702761e+03, 2.501106e+04, 1.702761e+03, 4.700076e+06, 4.456110e-03, 3.325444e-02, 6.674916e-07, 5.063337e-11, 2.830235e-01, 6.449275e-07, 1.696068e-13, 4.728264e-01, 2.063994e-01, 3.443104e-05, 2.647480e-08, 1.879947e-08, 3.185860e-06, 2.248916e-07, 7.656940e-07, 6.551726e-11, 4.541588e-13, 1.982692e-09, 6.380675e-13, 1.413572e-07, 2.172007e-09, 1.975716e-10, 1.168758e-11, 6.384210e-09, 1.020849e-12, -3.754611e-13, 6.771890e-14, -2.403969e-12, -9.487522e-13, -1.797703e-13, -2.773549e-14, -6.549252e-17, 1.012572e-15, 1.853978e-02, 6.154902e+00, 3.982803e+01, 4.239127e+01
3.870000e-01, 8.893286e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.818109e-01, 1.766301e-01, 1.722347e+04, 1.702012e+03, 2.501106e+04, 1.702012e+03, 4.700076e+06, 4.456110e-03, 3.325947e-02, 6.627744e-07, 4.346376e-11, 2.829821e-01, 6.389855e-07, 1.529421e-13, 4.727674e-01, 2.064963e-01, 3.288482e-05, 2.520673e-08, 1.855636e-08, 3.186271e-06, 2.237837e-07, 7.662872e-07, 5.207045e-11, 3.370297e-13, 1.623739e-09, 5.441916e-13, 1.147920e-07, 2.303282e-09, 1.889606e-10, 1.070911e-11, 6.092192e-09, 1.423318e-12, 7.863495e-14, 7.538157e-14, 4.551669e-13, 1.778643e-13, 2.831555e-14, 4.959749e-15, 8.154594e-17, -1.022010e-16, 1.853971e-02, 6.157589e+00, 3.803916e+01, 4.057832e+01
