Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCO_PFRC2_(), Mole_fraction_HCOOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.930610e-01, 1.314957e-01, 3.338626e+07, 1.810039e+03, 0.000000e+00, 1.810039e+03, 4.700000e+06, 3.591109e-03, 4.684663e-01, 3.929627e-05, 1.336389e-05, 1.999027e-01, 1.283587e-06, 3.119702e-08, 2.790575e-01, 3.075783e-02, 1.753810e-02, 2.990112e-05, 1.339861e-06, 3.544175e-06, 3.120360e-07, 1.439393e-07, 5.660587e-06, 4.229815e-08, 1.883837e-04, 1.119337e-07, 3.944001e-04, 4.233462e-08, 5.422091e-06, 1.063759e-08, 8.818727e-08, 3.967952e-07, 1.162493e-08, 1.694112e-06, 6.710850e-07, 1.489357e-07, 3.450705e-08, 7.142295e-08, 5.922615e-08, 2.392402e-08, 1.411508e-02, 4.408173e+00, 1.875481e+04, 1.877123e+04
1.350083e-01, 2.839671e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.930713e-01, 1.314957e-01, -1.348994e+07, 1.810055e+03, 2.501106e+04, 1.810055e+03, 4.700004e+06, 3.591012e-03, 4.684910e-01, 3.890327e-05, 4.644390e-06, 1.998953e-01, 1.270086e-06, 1.080343e-08, 2.790677e-01, 3.075781e-02, 1.752095e-02, 2.957654e-05, 1.322574e-06, 3.527707e-06, 3.089148e-07, 1.446391e-07, 5.524883e-06, 4.169039e-08, 1.880687e-04, 1.107014e-07, 3.940626e-04, 4.197220e-08, 5.403093e-06, 1.046686e-08, 8.820198e-08, 3.935009e-07, 1.149803e-08, 1.692370e-06, 6.702231e-07, 1.483097e-07, 3.431175e-08, 7.131997e-08, 5.917094e-08, 2.392018e-08, 1.411470e-02, 4.408018e+00, 1.873573e+04, 1.875208e+04
1.350715e-01, 2.438980e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.930424e-01, 1.314957e-01, -3.870556e+07, 1.809419e+03, 2.501106e+04, 1.809419e+03, 4.700004e+06, 3.590106e-03, 4.687445e-01, 3.850431e-05, 1.766417e-09, 1.997220e-01, 1.253220e-06, 4.162828e-12, 2.791370e-01, 3.074637e-02, 1.739807e-02, 2.905721e-05, 1.296370e-06, 3.508481e-06, 3.063475e-07, 1.451758e-07, 5.422379e-06, 4.089352e-08, 1.859204e-04, 1.082524e-07, 3.878469e-04, 4.144738e-08, 5.333079e-06, 1.020639e-08, 8.817747e-08, 3.846191e-07, 1.117658e-08, 1.652672e-06, 6.543346e-07, 1.439719e-07, 3.336099e-08, 6.938773e-08, 5.732072e-08, 2.367413e-08, 1.411113e-02, 4.408453e+00, 1.859516e+04, 1.861132e+04
1.359256e-01, 3.160766e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.926202e-01, 1.314957e-01, -2.938569e+07, 1.801477e+03, 2.501106e+04, 1.801477e+03, 4.700004e+06, 3.579505e-03, 4.717008e-01, 3.618741e-05, 9.857242e-12, 1.976178e-01, 1.137853e-06, 8.483029e-14, 2.799730e-01, 3.058325e-02, 1.602035e-02, 2.500945e-05, 1.123428e-06, 3.410689e-06, 2.950701e-07, 1.459482e-07, 4.536463e-06, 3.259246e-08, 1.506469e-04, 8.148042e-08, 2.958390e-04, 3.722680e-08, 4.632550e-06, 8.288132e-09, 8.777592e-08, 2.806540e-07, 7.761118e-09, 1.141807e-06, 4.512673e-07, 9.431853e-08, 2.147088e-08, 4.277275e-08, 3.306276e-08, 1.350920e-08, 1.406947e-02, 4.414814e+00, 1.695405e+04, 1.696851e+04
1.399287e-01, 1.687448e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.913133e-01, 1.314957e-01, -1.414453e+07, 1.778853e+03, 2.501106e+04, 1.778853e+03, 4.700004e+06, 3.550408e-03, 4.798390e-01, 3.017322e-05, 6.531950e-12, 1.919137e-01, 8.605168e-07, 5.253045e-14, 2.821684e-01, 3.014907e-02, 1.213254e-02, 1.555855e-05, 7.152954e-07, 3.199674e-06, 2.639871e-07, 1.482216e-07, 2.439381e-06, 1.480157e-08, 7.164242e-05, 3.124481e-08, 1.181038e-04, 2.641011e-08, 2.979056e-06, 4.377412e-09, 8.667131e-08, 9.472233e-08, 2.268872e-09, 3.291275e-07, 1.293870e-07, 2.329868e-08, 4.671035e-09, 8.092427e-09, 5.143998e-09, 1.431501e-09, 1.395510e-02, 4.434619e+00, 1.253439e+04, 1.254484e+04
1.470000e-01, 4.120658e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.900507e-01, 1.314957e-01, -6.867049e+06, 1.759169e+03, 2.501106e+04, 1.759169e+03, 4.700004e+06, 3.526404e-03, 4.865992e-01, 2.564284e-05, 4.164390e-12, 1.872625e-01, 6.722235e-07, 3.340712e-14, 2.838583e-01, 2.982414e-02, 8.809349e-03, 9.483736e-06, 4.486272e-07, 3.083195e-06, 2.386816e-07, 1.501635e-07, 1.213781e-06, 6.324396e-09, 3.191294e-05, 1.149296e-08, 4.506609e-05, 1.836117e-08, 1.888422e-06, 2.327251e-09, 8.575262e-08, 2.895089e-08, 6.107773e-10, 8.747968e-08, 3.422707e-08, 5.399447e-09, 8.981109e-10, 1.375789e-09, 7.354688e-10, 1.254981e-10, 1.386075e-02, 4.453924e+00, 8.975739e+03, 8.983572e+03
1.590000e-01, 8.267091e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.888767e-01, 1.314957e-01, -3.336266e+06, 1.742412e+03, 2.501106e+04, 1.742412e+03, 4.700004e+06, 3.507010e-03, 4.920945e-01, 2.225115e-05, 2.825421e-12, 1.835154e-01, 5.432006e-07, 2.265417e-14, 2.851599e-01, 2.958787e-02, 6.072141e-03, 5.616526e-06, 2.760800e-07, 3.022771e-06, 2.184449e-07, 1.517824e-07, 5.483091e-07, 2.499967e-09, 1.308458e-05, 3.991252e-09, 1.616623e-05, 1.228909e-08, 1.163147e-06, 1.229924e-09, 8.500736e-08, 7.796375e-09, 1.474037e-10, 2.087971e-08, 8.135670e-09, 1.144505e-09, 1.472324e-10, 2.029011e-10, 9.340517e-11, 8.662828e-12, 1.378452e-02, 4.472025e+00, 6.137486e+03, 6.143598e+03
1.710000e-01, 1.242668e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.881493e-01, 1.314957e-01, -2.046303e+06, 1.732814e+03, 2.501106e+04, 1.732814e+03, 4.700004e+06, 3.496494e-03, 4.950908e-01, 2.048539e-05, 2.258717e-12, 1.814783e-01, 4.802936e-07, 1.810452e-14, 2.858413e-01, 2.947463e-02, 4.574242e-03, 3.874439e-06, 1.973822e-07, 3.001367e-06, 2.073865e-07, 1.526999e-07, 3.022004e-07, 1.274566e-09, 6.815246e-06, 1.887959e-09, 7.794184e-06, 9.125668e-09, 8.222524e-07, 7.953861e-10, 8.460512e-08, 2.975773e-09, 5.280589e-11, 7.432154e-09, 2.888966e-09, 3.803079e-10, 3.939695e-11, 5.110391e-11, 2.159613e-11, 1.221863e-12, 1.374319e-02, 4.483313e+00, 4.607988e+03, 4.613299e+03
1.830000e-01, 1.659517e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.876225e-01, 1.314957e-01, -1.303389e+06, 1.726298e+03, 2.501106e+04, 1.726298e+03, 4.700004e+06, 3.489726e-03, 4.970293e-01, 1.935381e-05, 1.939575e-12, 1.801603e-01, 4.416451e-07, 1.554347e-14, 2.862678e-01, 2.941115e-02, 3.606219e-03, 2.876156e-06, 1.519541e-07, 2.991558e-06, 2.000718e-07, 1.533333e-07, 1.841468e-07, 7.364361e-10, 3.995147e-06, 1.036544e-09, 4.334463e-06, 7.131155e-09, 6.210392e-07, 5.652775e-10, 8.434948e-08, 1.349378e-09, 2.294387e-11, 3.212182e-09, 1.246653e-09, 1.570329e-10, 1.341749e-11, 1.675357e-11, 6.766002e-12, 2.531124e-13, 1.371659e-02, 4.491525e+00, 3.626144e+03, 3.630985e+03
1.950000e-01, 2.077043e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.872071e-01, 1.314957e-01, -1.076786e+06, 1.721461e+03, 2.501106e+04, 1.721461e+03, 4.700004e+06, 3.484983e-03, 4.983956e-01, 1.855264e-05, 1.732892e-12, 1.792303e-01, 4.150580e-07, 1.388290e-14, 2.865585e-01, 2.937396e-02, 2.926156e-03, 2.231427e-06, 1.224710e-07, 2.986505e-06, 1.947948e-07, 1.537866e-07, 1.194873e-07, 4.591530e-10, 2.518844e-06, 6.221239e-10, 2.627610e-06, 5.750792e-09, 4.882433e-07, 4.245952e-10, 8.417319e-08, 6.810585e-10, 1.120016e-11, 1.563787e-09, 6.060963e-10, 7.357271e-11, 5.275999e-12, 6.381833e-12, 2.418827e-12, 6.840934e-14, 1.369794e-02, 4.498022e+00, 2.938930e+03, 2.943463e+03
2.070000e-01, 2.495118e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.868626e-01, 1.314957e-01, -7.505078e+05, 1.717670e+03, 2.501106e+04, 1.717670e+03, 4.700004e+06, 3.481483e-03, 4.994098e-01, 1.794217e-05, 1.586701e-12, 1.785385e-01, 3.953263e-07, 1.270943e-14, 2.867665e-01, 2.935253e-02, 2.423660e-03, 1.784300e-06, 1.019642e-07, 2.983756e-06, 1.906914e-07, 1.541598e-07, 8.105744e-08, 3.018061e-10, 1.670416e-06, 3.968762e-10, 1.689780e-06, 4.741505e-09, 3.945319e-07, 3.310824e-10, 8.404643e-08, 3.701416e-10, 5.938523e-12, 8.274345e-10, 3.204122e-10, 3.798417e-11, 2.320500e-12, 2.734479e-12, 1.017011e-12, 2.075834e-14, 1.368419e-02, 4.503424e+00, 2.432333e+03, 2.436649e+03
2.190000e-01, 2.913658e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.865661e-01, 1.314957e-01, -4.715660e+05, 1.714577e+03, 2.501106e+04, 1.714577e+03, 4.700004e+06, 3.478811e-03, 5.001896e-01, 1.745372e-05, 1.476617e-12, 1.780052e-01, 3.799003e-07, 1.182457e-14, 2.869198e-01, 2.934144e-02, 2.039614e-03, 1.459088e-06, 8.701110e-08, 2.982234e-06, 1.873447e-07, 1.544869e-07, 5.687684e-08, 2.065420e-10, 1.150601e-06, 2.651035e-10, 1.135098e-06, 3.976189e-09, 3.254168e-07, 2.652315e-10, 8.395291e-08, 2.123800e-10, 3.340784e-12, 4.638033e-10, 1.794633e-10, 2.082029e-11, 1.091724e-12, 1.260404e-12, 4.529647e-13, 1.010149e-14, 1.367368e-02, 4.508083e+00, 2.045762e+03, 2.049918e+03
2.310000e-01, 3.332605e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863031e-01, 1.314957e-01, -4.659104e+05, 1.711974e+03, 2.501106e+04, 1.711974e+03, 4.700004e+06, 3.476720e-03, 5.008045e-01, 1.705814e-05, 1.391150e-12, 1.775833e-01, 3.675627e-07, 1.113916e-14, 2.870348e-01, 2.933764e-02, 1.738946e-03, 1.214200e-06, 7.573778e-08, 2.981430e-06, 1.846299e-07, 1.547306e-07, 4.104551e-08, 1.457927e-10, 8.176516e-07, 1.833202e-10, 7.898106e-07, 3.379970e-09, 2.728392e-07, 2.169925e-10, 8.388193e-08, 1.279810e-10, 1.976914e-12, 2.744575e-10, 1.061235e-10, 1.207956e-11, 5.526469e-13, 6.284799e-13, 2.194302e-13, 1.954245e-15, 1.366547e-02, 4.512224e+00, 1.743460e+03, 1.747495e+03
2.430000e-01, 3.751918e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.860654e-01, 1.314957e-01, -3.706920e+05, 1.709734e+03, 2.501106e+04, 1.709734e+03, 4.700004e+06, 3.475055e-03, 5.012990e-01, 1.672075e-05, 1.321632e-12, 1.772428e-01, 3.572454e-07, 1.058076e-14, 2.871218e-01, 2.933906e-02, 1.499267e-03, 1.025270e-06, 6.703958e-08, 2.981050e-06, 1.822748e-07, 1.549613e-07, 3.031961e-08, 1.057333e-10, 5.960476e-07, 1.306367e-10, 5.654118e-07, 2.907036e-09, 2.318689e-07, 1.805278e-10, 8.382832e-08, 7.994518e-11, 1.216626e-12, 1.686142e-10, 6.516100e-11, 7.300557e-12, 2.926163e-13, 3.286626e-13, 1.138673e-13, 9.055746e-16, 1.365892e-02, 4.515973e+00, 1.502678e+03, 1.506618e+03
2.550000e-01, 4.171565e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.858468e-01, 1.314957e-01, -2.998891e+05, 1.707765e+03, 2.501106e+04, 1.707765e+03, 4.700004e+06, 3.473709e-03, 5.017028e-01, 1.642889e-05, 1.263746e-12, 1.769635e-01, 3.484547e-07, 1.011571e-14, 2.871879e-01, 2.934440e-02, 1.305496e-03, 8.765783e-07, 6.019388e-08, 2.980936e-06, 1.802162e-07, 1.551691e-07, 2.286473e-08, 7.845417e-11, 4.443082e-07, 9.544823e-11, 4.148157e-07, 2.526050e-09, 1.993765e-07, 1.523690e-10, 8.378757e-08, 5.160460e-11, 7.751115e-13, 1.072765e-10, 4.143663e-11, 4.579327e-12, 1.620562e-13, 1.798234e-13, 6.146119e-14, 3.559778e-16, 1.365363e-02, 4.519427e+00, 1.308138e+03, 1.312004e+03
2.670000e-01, 4.591522e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.856429e-01, 1.314957e-01, -2.390556e+05, 1.706007e+03, 2.501106e+04, 1.706007e+03, 4.700004e+06, 3.472609e-03, 5.020368e-01, 1.617155e-05, 1.214452e-12, 1.767312e-01, 3.408130e-07, 9.719557e-15, 2.872380e-01, 2.935276e-02, 1.147092e-03, 7.577433e-07, 5.472827e-08, 2.980993e-06, 1.783832e-07, 1.553601e-07, 1.756943e-08, 5.942165e-11, 3.379079e-07, 7.130638e-11, 3.110357e-07, 2.215515e-09, 1.732358e-07, 1.302100e-10, 8.375675e-08, 3.431903e-11, 5.095159e-13, 7.043093e-11, 2.719273e-11, 2.968787e-12, 9.352877e-14, 1.026809e-13, 3.466381e-14, 1.641098e-16, 1.364930e-02, 4.522654e+00, 1.149184e+03, 1.152990e+03
2.790000e-01, 5.011770e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.854506e-01, 1.314957e-01, -2.173871e+05, 1.704413e+03, 2.501106e+04, 1.704413e+03, 4.700004e+06, 3.471702e-03, 5.023160e-01, 1.594195e-05, 1.171766e-12, 1.765359e-01, 3.340754e-07, 9.376626e-15, 2.872754e-01, 2.936347e-02, 1.016436e-03, 6.615529e-07, 5.031195e-08, 2.981162e-06, 1.767370e-07, 1.555329e-07, 1.373794e-08, 4.585266e-11, 2.617770e-07, 5.434297e-11, 2.378875e-07, 1.959925e-09, 1.519630e-07, 1.125088e-10, 8.373364e-08, 2.347632e-11, 3.447357e-13, 4.762560e-11, 1.837992e-11, 1.983166e-12, 5.619375e-14, 6.116771e-14, 2.031306e-14, 8.482346e-17, 1.364574e-02, 4.525700e+00, 1.018125e+03, 1.021882e+03
2.910000e-01, 5.432293e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.852676e-01, 1.314957e-01, -1.467468e+05, 1.702951e+03, 2.501106e+04, 1.702951e+03, 4.700004e+06, 3.470948e-03, 5.025518e-01, 1.573194e-05, 1.133967e-12, 1.763700e-01, 3.280019e-07, 9.072412e-15, 2.873028e-01, 2.937605e-02, 9.078626e-04, 5.829444e-07, 4.671191e-08, 2.981403e-06, 1.752113e-07, 1.557050e-07, 1.091725e-08, 3.601203e-11, 2.062682e-07, 4.219822e-11, 1.852565e-07, 1.748065e-09, 1.344845e-07, 9.820617e-11, 8.371693e-08, 1.644066e-11, 2.392717e-13, 3.300422e-11, 1.273317e-11, 1.361276e-12, 3.464997e-14, 3.737935e-14, 1.239544e-14, 3.249807e-17, 1.364278e-02, 4.528603e+00, 9.092508e+02, 9.129676e+02
3.030000e-01, 5.853081e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850921e-01, 1.314957e-01, -1.717726e+05, 1.701594e+03, 2.501106e+04, 1.701594e+03, 4.700004e+06, 3.470319e-03, 5.027524e-01, 1.554133e-05, 1.100384e-12, 1.762277e-01, 3.225303e-07, 8.802606e-15, 2.873221e-01, 2.939015e-02, 8.170882e-04, 5.180512e-07, 4.375039e-08, 2.981696e-06, 1.738266e-07, 1.558543e-07, 8.814601e-09, 2.874639e-11, 1.652473e-07, 3.332983e-11, 1.468031e-07, 1.571049e-09, 1.200126e-07, 8.651291e-11, 8.370497e-08, 1.182246e-11, 1.703839e-13, 2.349811e-11, 9.062249e-12, 9.589100e-13, 2.229027e-14, 2.384114e-14, 7.796858e-15, 1.820747e-17, 1.364030e-02, 4.531391e+00, 8.182483e+02, 8.219318e+02
3.150000e-01, 6.274124e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.849227e-01, 1.314957e-01, -1.097217e+05, 1.700324e+03, 2.501106e+04, 1.700324e+03, 4.700004e+06, 3.469789e-03, 5.029245e-01, 1.536203e-05, 1.069750e-12, 1.761047e-01, 3.174590e-07, 8.555818e-15, 2.873348e-01, 2.940548e-02, 7.407945e-04, 4.641952e-07, 4.130343e-08, 2.982019e-06, 1.725033e-07, 1.560126e-07, 7.221270e-09, 2.331287e-11, 1.343923e-07, 2.676653e-11, 1.181888e-07, 1.422635e-09, 1.079454e-07, 7.688902e-11, 8.369738e-08, 8.687072e-12, 1.241971e-13, 1.710793e-11, 6.595829e-12, 6.920442e-13, 1.472389e-14, 1.564675e-14, 5.082749e-15, 8.473904e-18, 1.363822e-02, 4.534085e+00, 7.417785e+02, 7.454343e+02
3.270000e-01, 6.695413e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.847580e-01, 1.314957e-01, -2.379841e+05, 1.699122e+03, 2.501106e+04, 1.699122e+03, 4.700004e+06, 3.469343e-03, 5.030732e-01, 1.519899e-05, 1.042170e-12, 1.759974e-01, 3.128479e-07, 8.334693e-15, 2.873421e-01, 2.942187e-02, 6.764039e-04, 4.190273e-07, 3.926298e-08, 2.982368e-06, 1.713149e-07, 1.561335e-07, 6.008417e-09, 1.918390e-11, 1.110643e-07, 2.181796e-11, 9.672777e-08, 1.297117e-09, 9.783105e-08, 6.887387e-11, 8.369260e-08, 6.544506e-12, 9.269997e-14, 1.278948e-11, 4.929336e-12, 5.121312e-13, 1.002127e-14, 1.055019e-14, 3.411231e-15, 2.506130e-18, 1.363647e-02, 4.536707e+00, 6.772507e+02, 6.808832e+02
3.390000e-01, 7.116942e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845983e-01, 1.314957e-01, 1.715277e+05, 1.697984e+03, 2.501106e+04, 1.697984e+03, 4.700004e+06, 3.468964e-03, 5.032026e-01, 1.503085e-05, 1.015397e-12, 1.759032e-01, 3.082665e-07, 8.116587e-15, 2.873450e-01, 2.943901e-02, 6.217942e-04, 3.814314e-07, 3.757543e-08, 2.982719e-06, 1.700122e-07, 1.563453e-07, 5.047971e-09, 1.602787e-11, 9.269106e-08, 1.808024e-11, 8.002933e-08, 1.191877e-09, 8.929156e-08, 6.224341e-11, 8.369227e-08, 4.973971e-12, 7.029658e-14, 9.618894e-12, 3.706835e-12, 3.843677e-13, 6.928763e-15, 7.305085e-15, 2.366963e-15, -7.768284e-19, 1.363498e-02, 4.539253e+00, 6.225313e+02, 6.261440e+02
3.510000e-01, 7.538705e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.844420e-01, 1.314957e-01, -3.759360e+04, 1.696894e+03, 2.501106e+04, 1.696894e+03, 4.700004e+06, 3.468642e-03, 5.033158e-01, 1.488774e-05, 9.920310e-13, 1.758198e-01, 3.042676e-07, 7.929859e-15, 2.873443e-01, 2.945682e-02, 5.753635e-04, 3.492206e-07, 3.614163e-08, 2.983091e-06, 1.689675e-07, 1.564455e-07, 4.319074e-09, 1.356232e-11, 7.883279e-08, 1.516499e-11, 6.745898e-08, 1.101237e-09, 8.207155e-08, 5.658973e-11, 8.369226e-08, 3.919469e-12, 5.482071e-14, 7.530570e-12, 2.901023e-12, 2.974414e-13, 5.024474e-15, 5.247352e-15, 1.679570e-15, 2.202598e-18, 1.363371e-02, 4.541747e+00, 5.760140e+02, 5.796101e+02
3.630000e-01, 7.960698e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.842882e-01, 1.314957e-01, -1.012567e+05, 1.695842e+03, 2.501106e+04, 1.695842e+03, 4.700004e+06, 3.468368e-03, 5.034156e-01, 1.474577e-05, 9.695565e-13, 1.757455e-01, 3.003728e-07, 7.748685e-15, 2.873404e-01, 2.947532e-02, 5.358003e-04, 3.219966e-07, 3.494239e-08, 2.983466e-06, 1.679027e-07, 1.565723e-07, 3.737644e-09, 1.162872e-11, 6.781245e-08, 1.289636e-11, 5.753690e-08, 1.024330e-09, 7.593401e-08, 5.182942e-11, 8.369482e-08, 3.134721e-12, 4.348714e-14, 5.979005e-12, 2.302594e-12, 2.340073e-13, 3.717812e-15, 3.854932e-15, 1.223629e-15, 1.727559e-18, 1.363263e-02, 4.544205e+00, 5.363806e+02, 5.399624e+02
