Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCO_PFRC2_(), Mole_fraction_HCOOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
3.750000e-01, 8.382918e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.841369e-01, 1.314957e-01, -4.164871e+04, 1.694826e+03, 2.501106e+04, 1.694826e+03, 4.700004e+06, 3.468133e-03, 5.035041e-01, 1.460719e-05, 9.482112e-13, 1.756788e-01, 2.966185e-07, 7.576418e-15, 2.873338e-01, 2.949430e-02, 5.019869e-04, 2.988480e-07, 3.393461e-08, 2.983842e-06, 1.668466e-07, 1.567154e-07, 3.271343e-09, 1.009668e-11, 5.900865e-08, 1.111131e-11, 4.967006e-08, 9.587899e-10, 7.069555e-08, 4.779308e-11, 8.369932e-08, 2.550933e-12, 3.515540e-14, 4.828851e-12, 1.859174e-12, 1.876715e-13, 2.834594e-15, 2.917536e-15, 9.201271e-16, 3.563878e-19, 1.363171e-02, 4.546624e+00, 5.025097e+02, 5.060794e+02
3.870000e-01, 8.805361e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.839877e-01, 1.314957e-01, -3.180809e+04, 1.693837e+03, 2.501106e+04, 1.693837e+03, 4.700004e+06, 3.467933e-03, 5.035831e-01, 1.447426e-05, 9.280235e-13, 1.756186e-01, 2.930341e-07, 7.413506e-15, 2.873250e-01, 2.951373e-02, 4.730405e-04, 2.790257e-07, 3.308388e-08, 2.984221e-06, 1.658326e-07, 1.568498e-07, 2.898036e-09, 8.872914e-12, 5.198773e-08, 9.690469e-12, 4.341636e-08, 9.026109e-10, 6.621392e-08, 4.434331e-11, 8.370509e-08, 2.109573e-12, 2.890547e-14, 3.966445e-12, 1.526841e-12, 1.531958e-13, 2.181246e-15, 2.238218e-15, 7.045699e-16, 9.171996e-19, 1.363093e-02, 4.549013e+00, 4.735162e+02, 4.770755e+02
3.990000e-01, 9.228024e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838402e-01, 1.314957e-01, -4.186196e+04, 1.692874e+03, 2.501106e+04, 1.692874e+03, 4.700004e+06, 3.467761e-03, 5.036539e-01, 1.434569e-05, 9.087870e-13, 1.755638e-01, 2.895867e-07, 7.258249e-15, 2.873144e-01, 2.953353e-02, 4.482204e-04, 2.620025e-07, 3.236549e-08, 2.984600e-06, 1.648480e-07, 1.569811e-07, 2.596074e-09, 7.884430e-12, 4.631618e-08, 8.547109e-12, 3.838397e-08, 8.544002e-10, 6.236786e-08, 4.138320e-11, 8.371201e-08, 1.777790e-12, 2.419221e-14, 3.319442e-12, 1.277444e-12, 1.272413e-13, 1.734069e-15, 1.768354e-15, 5.532198e-16, 2.873927e-19, 1.363025e-02, 4.551377e+00, 4.486571e+02, 4.522073e+02
4.110000e-01, 9.650906e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836943e-01, 1.314957e-01, -2.902019e+04, 1.691931e+03, 2.501106e+04, 1.691931e+03, 4.700004e+06, 3.467613e-03, 5.037178e-01, 1.422034e-05, 8.903541e-13, 1.755136e-01, 2.862489e-07, 7.109393e-15, 2.873021e-01, 2.955365e-02, 4.269109e-04, 2.473528e-07, 3.175940e-08, 2.984978e-06, 1.638816e-07, 1.571147e-07, 2.349346e-09, 7.080181e-12, 4.169117e-08, 7.619864e-12, 3.429349e-08, 8.130164e-10, 5.905779e-08, 3.883535e-11, 8.371999e-08, 1.520593e-12, 2.056207e-14, 2.819816e-12, 1.084914e-12, 1.073482e-13, 1.403921e-15, 1.424007e-15, 4.433582e-16, 3.096319e-19, 1.362967e-02, 4.553718e+00, 4.273150e+02, 4.308574e+02
4.230000e-01, 1.007400e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.835497e-01, 1.314957e-01, -2.376993e+04, 1.691007e+03, 2.501106e+04, 1.691007e+03, 4.700004e+06, 3.467486e-03, 5.037759e-01, 1.409828e-05, 8.726619e-13, 1.754674e-01, 2.830152e-07, 6.966490e-15, 2.872884e-01, 2.957404e-02, 4.085999e-04, 2.346964e-07, 3.124789e-08, 2.985355e-06, 1.629368e-07, 1.572466e-07, 2.147123e-09, 6.421586e-12, 3.790403e-08, 6.862296e-12, 3.095079e-08, 7.774139e-10, 5.620263e-08, 3.663167e-11, 8.372882e-08, 1.320240e-12, 1.774554e-14, 2.432462e-12, 9.356712e-13, 9.199824e-14, 1.160501e-15, 1.171376e-15, 3.630794e-16, 2.011668e-19, 1.362917e-02, 4.556040e+00, 4.089766e+02, 4.125124e+02
4.350000e-01, 1.049732e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834062e-01, 1.314957e-01, -2.018699e+04, 1.690098e+03, 2.501106e+04, 1.690098e+03, 4.700004e+06, 3.467377e-03, 5.038289e-01, 1.397897e-05, 8.556129e-13, 1.754246e-01, 2.798705e-07, 6.828752e-15, 2.872736e-01, 2.959467e-02, 3.928613e-04, 2.237340e-07, 3.081694e-08, 2.985731e-06, 1.620094e-07, 1.573780e-07, 1.980287e-09, 5.877886e-12, 3.477775e-08, 6.237398e-12, 2.819322e-08, 7.467739e-10, 5.373457e-08, 3.471842e-11, 8.373839e-08, 1.162014e-12, 1.552322e-14, 2.126975e-12, 8.179728e-13, 7.990619e-14, 9.756778e-16, 9.797226e-16, 3.021776e-16, 1.650064e-19, 1.362874e-02, 4.558347e+00, 3.932150e+02, 3.967449e+02
4.470000e-01, 1.092085e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.832636e-01, 1.314957e-01, -2.818538e+04, 1.689202e+03, 2.501106e+04, 1.689202e+03, 4.700004e+06, 3.467284e-03, 5.038776e-01, 1.386223e-05, 8.391470e-13, 1.753846e-01, 2.768071e-07, 6.695709e-15, 2.872577e-01, 2.961552e-02, 3.793355e-04, 2.142098e-07, 3.045459e-08, 2.986106e-06, 1.610990e-07, 1.575077e-07, 1.842304e-09, 5.426534e-12, 3.218780e-08, 5.718044e-12, 2.590497e-08, 7.203835e-10, 5.159729e-08, 3.305024e-11, 8.374859e-08, 1.035198e-12, 1.373997e-14, 1.882360e-12, 7.237259e-13, 7.020868e-14, 8.291151e-16, 8.275878e-16, 2.536027e-16, 1.104542e-19, 1.362837e-02, 4.560641e+00, 3.796697e+02, 3.831944e+02
4.590000e-01, 1.134459e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.831218e-01, 1.314957e-01, -6.414896e+03, 1.688318e+03, 2.501106e+04, 1.688318e+03, 4.700004e+06, 3.467203e-03, 5.039226e-01, 1.374727e-05, 8.231815e-13, 1.753472e-01, 2.738073e-07, 6.566666e-15, 2.872410e-01, 2.963657e-02, 3.677179e-04, 2.059299e-07, 3.015161e-08, 2.986480e-06, 1.601967e-07, 1.576408e-07, 1.726780e-09, 5.050550e-12, 3.002051e-08, 5.287047e-12, 2.399680e-08, 6.977068e-10, 4.974255e-08, 3.159324e-11, 8.375941e-08, 9.353106e-13, 1.235252e-14, 1.690859e-12, 6.499743e-13, 6.274023e-14, 7.299422e-16, 7.263836e-16, 2.221637e-16, 9.594297e-20, 1.362806e-02, 4.562925e+00, 3.680353e+02, 3.715557e+02
4.710000e-01, 1.176854e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.829808e-01, 1.314957e-01, -1.247351e+04, 1.687443e+03, 2.501106e+04, 1.687443e+03, 4.700004e+06, 3.467134e-03, 5.039643e-01, 1.363465e-05, 8.077104e-13, 1.753119e-01, 2.708781e-07, 6.441632e-15, 2.872234e-01, 2.965779e-02, 3.577488e-04, 1.986935e-07, 2.989867e-08, 2.986852e-06, 1.593114e-07, 1.577705e-07, 1.630805e-09, 4.733995e-12, 2.820791e-08, 4.921667e-12, 2.238875e-08, 6.781632e-10, 4.813122e-08, 3.031194e-11, 8.377064e-08, 8.524362e-13, 1.118487e-14, 1.530828e-12, 5.883126e-13, 5.639238e-14, 6.388858e-16, 6.317187e-16, 1.918396e-16, 9.961114e-20, 1.362779e-02, 4.565200e+00, 3.580520e+02, 3.615684e+02
4.830000e-01, 1.219270e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.828403e-01, 1.314957e-01, -2.253443e+04, 1.686577e+03, 2.501106e+04, 1.686577e+03, 4.700004e+06, 3.467075e-03, 5.040033e-01, 1.352380e-05, 7.926706e-13, 1.752785e-01, 2.680062e-07, 6.320052e-15, 2.872052e-01, 2.967916e-02, 3.492086e-04, 1.923633e-07, 2.968927e-08, 2.987223e-06, 1.584369e-07, 1.578996e-07, 1.550607e-09, 4.468043e-12, 2.668650e-08, 4.614192e-12, 2.103494e-08, 6.613605e-10, 4.672928e-08, 2.918299e-11, 8.378230e-08, 7.852234e-13, 1.024776e-14, 1.402061e-12, 5.387253e-13, 5.135397e-14, 5.701829e-16, 5.614495e-16, 1.696798e-16, 6.458431e-20, 1.362755e-02, 4.567467e+00, 3.494995e+02, 3.530126e+02
4.950000e-01, 1.261707e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.827004e-01, 1.314957e-01, 1.266918e+04, 1.685718e+03, 2.501106e+04, 1.685718e+03, 4.700004e+06, 3.467025e-03, 5.040399e-01, 1.341415e-05, 7.780149e-13, 1.752467e-01, 2.651802e-07, 6.201614e-15, 2.871864e-01, 2.970067e-02, 3.419096e-04, 1.868226e-07, 2.951778e-08, 2.987593e-06, 1.575662e-07, 1.580339e-07, 1.482220e-09, 4.241663e-12, 2.538652e-08, 4.352008e-12, 1.987711e-08, 6.469916e-10, 4.550634e-08, 2.818540e-11, 8.379441e-08, 7.308726e-13, 9.478839e-15, 1.296098e-12, 4.978696e-13, 4.713876e-14, 5.214054e-16, 5.105118e-16, 1.535807e-16, 7.071044e-20, 1.362736e-02, 4.569728e+00, 3.421900e+02, 3.457000e+02
5.070000e-01, 1.304165e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.825609e-01, 1.314957e-01, -3.515245e+04, 1.684865e+03, 2.501106e+04, 1.684865e+03, 4.700004e+06, 3.466982e-03, 5.040744e-01, 1.330682e-05, 7.637601e-13, 1.752163e-01, 2.624164e-07, 6.086387e-15, 2.871671e-01, 2.972230e-02, 3.356913e-04, 1.819320e-07, 2.937786e-08, 2.987961e-06, 1.567157e-07, 1.581592e-07, 1.426460e-09, 4.049692e-12, 2.430494e-08, 4.126274e-12, 1.889456e-08, 6.345975e-10, 4.444152e-08, 2.729631e-11, 8.380668e-08, 6.832822e-13, 8.803133e-15, 1.204138e-12, 4.624632e-13, 4.349633e-14, 4.623324e-16, 4.487504e-16, 1.333644e-16, 9.393346e-20, 1.362719e-02, 4.571983e+00, 3.359625e+02, 3.394698e+02
5.190000e-01, 1.346645e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.824218e-01, 1.314957e-01, -1.926154e+04, 1.684018e+03, 2.501106e+04, 1.684018e+03, 4.700004e+06, 3.466945e-03, 5.041070e-01, 1.320014e-05, 7.498317e-13, 1.751872e-01, 2.596852e-07, 5.973695e-15, 2.871473e-01, 2.974406e-02, 3.304159e-04, 1.776467e-07, 2.926730e-08, 2.988326e-06, 1.558640e-07, 1.582897e-07, 1.379049e-09, 3.888634e-12, 2.338227e-08, 3.937596e-12, 1.805887e-08, 6.240697e-10, 4.351178e-08, 2.650797e-11, 8.381933e-08, 6.475820e-13, 8.329428e-15, 1.137788e-12, 4.369195e-13, 4.098479e-14, 4.448335e-16, 4.356173e-16, 1.305679e-16, -7.068781e-21, 1.362704e-02, 4.574236e+00, 3.306792e+02, 3.341842e+02
5.310000e-01, 1.389145e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.822833e-01, 1.314957e-01, 1.622134e+05, 1.683177e+03, 2.501106e+04, 1.683177e+03, 4.700004e+06, 3.466915e-03, 5.041381e-01, 1.309369e-05, 7.362033e-13, 1.751590e-01, 2.569812e-07, 5.863870e-15, 2.871271e-01, 2.976589e-02, 3.259625e-04, 1.738847e-07, 2.918137e-08, 2.988698e-06, 1.550024e-07, 1.584413e-07, 1.334258e-09, 3.742995e-12, 2.253396e-08, 3.767936e-12, 1.730316e-08, 6.153194e-10, 4.269134e-08, 2.580340e-11, 8.383258e-08, 6.185690e-13, 7.855644e-15, 1.072649e-12, 4.116001e-13, 3.809565e-14, 4.330618e-16, 4.141031e-16, 1.226474e-16, 4.252542e-20, 1.362692e-02, 4.576479e+00, 3.262188e+02, 3.297217e+02
5.430000e-01, 1.431666e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.821450e-01, 1.314957e-01, -2.024851e+05, 1.682340e+03, 2.501106e+04, 1.682340e+03, 4.700004e+06, 3.466889e-03, 5.041677e-01, 1.299286e-05, 7.230198e-13, 1.751319e-01, 2.543861e-07, 5.756764e-15, 2.871066e-01, 2.978779e-02, 3.222314e-04, 1.704634e-07, 2.911364e-08, 2.989052e-06, 1.542125e-07, 1.585303e-07, 1.309587e-09, 3.631125e-12, 2.196254e-08, 3.625788e-12, 1.671774e-08, 6.073139e-10, 4.199339e-08, 2.516049e-11, 8.384491e-08, 5.850081e-13, 7.466909e-15, 1.019976e-12, 3.917061e-13, 3.648302e-14, 3.561101e-16, 3.484409e-16, 1.025114e-16, 6.252560e-20, 1.362682e-02, 4.578722e+00, 3.224818e+02, 3.259829e+02
5.550000e-01, 1.474207e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.820060e-01, 1.314957e-01, -2.233541e+05, 1.681501e+03, 2.501106e+04, 1.681501e+03, 4.700004e+06, 3.466868e-03, 5.041963e-01, 1.288955e-05, 7.099706e-13, 1.751054e-01, 2.517636e-07, 5.650989e-15, 2.870856e-01, 2.980993e-02, 3.191418e-04, 1.674905e-07, 2.906811e-08, 2.989409e-06, 1.533819e-07, 1.586537e-07, 1.284014e-09, 3.532289e-12, 2.141187e-08, 3.502597e-12, 1.617928e-08, 6.008880e-10, 4.137444e-08, 2.458649e-11, 8.385815e-08, 5.643480e-13, 7.204199e-15, 9.840319e-13, 3.777359e-13, 3.493966e-14, 3.543756e-16, 3.577033e-16, 1.073391e-16, -1.564714e-19, 1.362674e-02, 4.580979e+00, 3.193871e+02, 3.228866e+02
5.670000e-01, 1.516770e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.818678e-01, 1.314957e-01, 2.177885e+04, 1.680669e+03, 2.501106e+04, 1.680669e+03, 4.700004e+06, 3.466850e-03, 5.042238e-01, 1.278559e-05, 6.971199e-13, 1.750796e-01, 2.491522e-07, 5.547892e-15, 2.870643e-01, 2.983216e-02, 3.166090e-04, 1.648732e-07, 2.903805e-08, 2.989791e-06, 1.525289e-07, 1.588199e-07, 1.252514e-09, 3.433473e-12, 2.082965e-08, 3.387957e-12, 1.566663e-08, 5.959117e-10, 4.081691e-08, 2.406889e-11, 8.387230e-08, 5.486243e-13, 6.873809e-15, 9.377018e-13, 3.597355e-13, 3.287568e-14, 3.507039e-16, 3.317773e-16, 9.623223e-17, 2.745372e-20, 1.362667e-02, 4.583225e+00, 3.168494e+02, 3.203474e+02
5.790000e-01, 1.559354e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.817302e-01, 1.314957e-01, -1.011402e+04, 1.679841e+03, 2.501106e+04, 1.679841e+03, 4.700004e+06, 3.466836e-03, 5.042502e-01, 1.268527e-05, 6.846892e-13, 1.750546e-01, 2.466187e-07, 5.447306e-15, 2.870429e-01, 2.985434e-02, 3.145653e-04, 1.625130e-07, 2.902198e-08, 2.990150e-06, 1.517188e-07, 1.589432e-07, 1.235469e-09, 3.359852e-12, 2.043637e-08, 3.292966e-12, 1.526241e-08, 5.914703e-10, 4.034334e-08, 2.359590e-11, 8.388577e-08, 5.323649e-13, 6.643846e-15, 9.067856e-13, 3.477848e-13, 3.158133e-14, 3.314920e-16, 3.161181e-16, 9.149005e-17, 4.793387e-20, 1.362662e-02, 4.585465e+00, 3.148017e+02, 3.182984e+02
5.910000e-01, 1.601958e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.815927e-01, 1.314957e-01, 2.246933e+04, 1.679016e+03, 2.501106e+04, 1.679016e+03, 4.700004e+06, 3.466825e-03, 5.042759e-01, 1.258513e-05, 6.724461e-13, 1.750300e-01, 2.441030e-07, 5.348627e-15, 2.870212e-01, 2.987662e-02, 3.129555e-04, 1.604115e-07, 2.901800e-08, 2.990518e-06, 1.509026e-07, 1.590834e-07, 1.217476e-09, 3.291533e-12, 2.005672e-08, 3.207039e-12, 1.489009e-08, 5.879977e-10, 3.992286e-08, 2.316452e-11, 8.389970e-08, 5.204488e-13, 6.448128e-15, 8.785902e-13, 3.369448e-13, 3.046986e-14, 3.260577e-16, 3.037487e-16, 8.686619e-17, 2.329480e-20, 1.362657e-02, 4.587702e+00, 3.131883e+02, 3.166838e+02
6.030000e-01, 1.644583e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.814553e-01, 1.314957e-01, -5.160697e+04, 1.678193e+03, 2.501106e+04, 1.678193e+03, 4.700004e+06, 3.466817e-03, 5.043008e-01, 1.248689e-05, 6.604926e-13, 1.750059e-01, 2.416329e-07, 5.251880e-15, 2.869993e-01, 2.989899e-02, 3.117310e-04, 1.585158e-07, 2.902513e-08, 2.990876e-06, 1.501068e-07, 1.592040e-07, 1.206728e-09, 3.235688e-12, 1.977006e-08, 3.131555e-12, 1.457590e-08, 5.850636e-10, 3.956245e-08, 2.276750e-11, 8.391338e-08, 5.083546e-13, 6.284456e-15, 8.559000e-13, 3.282917e-13, 2.959028e-14, 3.014264e-16, 2.829252e-16, 8.049862e-17, 1.048360e-19, 1.362654e-02, 4.589943e+00, 3.119607e+02, 3.154552e+02
6.150000e-01, 1.687229e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.813178e-01, 1.314957e-01, -4.251660e+04, 1.677370e+03, 2.501106e+04, 1.677370e+03, 4.700004e+06, 3.466811e-03, 5.043251e-01, 1.238874e-05, 6.487635e-13, 1.749823e-01, 2.391777e-07, 5.156969e-15, 2.869772e-01, 2.992140e-02, 3.108505e-04, 1.568304e-07, 2.904358e-08, 2.991229e-06, 1.493047e-07, 1.593287e-07, 1.200532e-09, 3.189897e-12, 1.954347e-08, 3.063752e-12, 1.429216e-08, 5.828624e-10, 3.924484e-08, 2.240163e-11, 8.392724e-08, 4.976520e-13, 6.109996e-15, 8.348212e-13, 3.198316e-13, 2.842761e-14, 2.983705e-16, 2.868310e-16, 8.202481e-17, 6.358405e-20, 1.362652e-02, 4.592187e+00, 3.110774e+02, 3.145710e+02
6.270000e-01, 1.729896e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.811806e-01, 1.314957e-01, 9.583373e+03, 1.676550e+03, 2.501106e+04, 1.676550e+03, 4.700004e+06, 3.466807e-03, 5.043489e-01, 1.229113e-05, 6.371988e-13, 1.749590e-01, 2.367464e-07, 5.063944e-15, 2.869550e-01, 2.994392e-02, 3.102735e-04, 1.553129e-07, 2.906872e-08, 2.991602e-06, 1.485021e-07, 1.594740e-07, 1.188869e-09, 3.144752e-12, 1.929479e-08, 3.005209e-12, 1.404100e-08, 5.813610e-10, 3.896248e-08, 2.206571e-11, 8.394161e-08, 4.928013e-13, 6.009562e-15, 8.182758e-13, 3.136106e-13, 2.785850e-14, 2.978531e-16, 2.750586e-16, 7.727254e-17, 2.050694e-20, 1.362650e-02, 4.594427e+00, 3.104979e+02, 3.139906e+02
6.390000e-01, 1.772584e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.810436e-01, 1.314957e-01, 1.340550e+03, 1.675732e+03, 2.501106e+04, 1.675732e+03, 4.700004e+06, 3.466805e-03, 5.043721e-01, 1.219496e-05, 6.259110e-13, 1.749360e-01, 2.343527e-07, 4.972779e-15, 2.869325e-01, 2.996646e-02, 3.099664e-04, 1.539430e-07, 2.910238e-08, 2.991960e-06, 1.477126e-07, 1.596031e-07, 1.184380e-09, 3.109014e-12, 1.912081e-08, 2.951336e-12, 1.381872e-08, 5.802498e-10, 3.872076e-08, 2.175250e-11, 8.395572e-08, 4.862545e-13, 5.897631e-15, 8.032739e-13, 3.077533e-13, 2.714732e-14, 2.912399e-16, 2.694139e-16, 7.536241e-17, 2.896239e-20, 1.362649e-02, 4.596666e+00, 3.101886e+02, 3.136807e+02
6.510000e-01, 1.815292e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.809068e-01, 1.314957e-01, 5.505576e+03, 1.674916e+03, 2.501106e+04, 1.674916e+03, 4.700004e+06, 3.466805e-03, 5.043949e-01, 1.209953e-05, 6.148281e-13, 1.749133e-01, 2.319841e-07, 4.883358e-15, 2.869100e-01, 2.998904e-02, 3.099005e-04, 1.527050e-07, 2.914268e-08, 2.992321e-06, 1.469263e-07, 1.597352e-07, 1.181002e-09, 3.078214e-12, 1.897338e-08, 2.903595e-12, 1.362270e-08, 5.796122e-10, 3.850956e-08, 2.146086e-11, 8.396997e-08, 4.814648e-13, 5.807260e-15, 7.906362e-13, 3.028454e-13, 2.656443e-14, 2.872531e-16, 2.642159e-16, 7.339968e-17, 3.256062e-20, 1.362649e-02, 4.598905e+00, 3.101207e+02, 3.136121e+02
6.630000e-01, 1.858021e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.807700e-01, 1.314957e-01, 6.715000e+03, 1.674102e+03, 2.501106e+04, 1.674102e+03, 4.700004e+06, 3.466806e-03, 5.044173e-01, 1.200490e-05, 6.039482e-13, 1.748909e-01, 2.296414e-07, 4.795595e-15, 2.868873e-01, 3.001169e-02, 3.100502e-04, 1.515828e-07, 2.918896e-08, 2.992681e-06, 1.461447e-07, 1.598674e-07, 1.179018e-09, 3.051624e-12, 1.885097e-08, 2.860346e-12, 1.344721e-08, 5.793761e-10, 3.832631e-08, 2.118789e-11, 8.398428e-08, 4.777567e-13, 5.729984e-15, 7.798020e-13, 2.986365e-13, 2.604417e-14, 2.833832e-16, 2.589912e-16, 7.143621e-17, 2.478511e-20, 1.362650e-02, 4.601145e+00, 3.102688e+02, 3.137595e+02
6.750000e-01, 1.900771e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.806334e-01, 1.314957e-01, 6.373854e+03, 1.673288e+03, 2.501106e+04, 1.673288e+03, 4.700004e+06, 3.466809e-03, 5.044394e-01, 1.191104e-05, 5.932675e-13, 1.748687e-01, 2.273233e-07, 4.709442e-15, 2.868645e-01, 3.003439e-02, 3.103932e-04, 1.505628e-07, 2.924072e-08, 2.993041e-06, 1.453674e-07, 1.599991e-07, 1.178879e-09, 3.029297e-12, 1.875515e-08, 2.821275e-12, 1.329076e-08, 5.794967e-10, 3.816774e-08, 2.093139e-11, 8.399865e-08, 4.748025e-13, 5.663524e-15, 7.705203e-13, 2.950137e-13, 2.557804e-14, 2.803131e-16, 2.551241e-16, 6.990641e-17, 2.606944e-20, 1.362651e-02, 4.603386e+00, 3.106102e+02, 3.141004e+02
