Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCO_PFRC2_(), Mole_fraction_HCOOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.011000e+00, 3.106277e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.768202e-01, 1.314957e-01, 5.829356e+03, 1.650705e+03, 2.501106e+04, 1.650705e+03, 4.700004e+06, 3.467129e-03, 5.050025e-01, 9.548147e-06, 3.591521e-13, 1.742784e-01, 1.708678e-07, 2.827874e-15, 2.861933e-01, 3.068929e-02, 3.560386e-04, 1.384092e-07, 3.167520e-08, 3.003169e-06, 1.250692e-07, 1.637605e-07, 1.447755e-09, 3.036526e-12, 2.002234e-08, 2.362144e-12, 1.179060e-08, 6.480852e-10, 3.773800e-08, 1.650221e-11, 8.441483e-08, 5.484033e-13, 5.599792e-15, 7.546207e-13, 2.871133e-13, 2.111839e-14, 3.148909e-16, 2.504510e-16, 5.608861e-17, -3.302818e-21, 1.362777e-02, 4.666797e+00, 3.562436e+02, 3.597294e+02
1.023000e+00, 3.149637e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.766842e-01, 1.314957e-01, 4.383421e+03, 1.649901e+03, 2.501106e+04, 1.649901e+03, 4.700004e+06, 3.467145e-03, 5.050220e-01, 9.472250e-06, 3.527072e-13, 1.742575e-01, 1.691167e-07, 2.776311e-15, 2.861685e-01, 3.071333e-02, 3.582757e-04, 1.381700e-07, 3.177866e-08, 3.003534e-06, 1.243918e-07, 1.638974e-07, 1.462723e-09, 3.044855e-12, 2.012346e-08, 2.353160e-12, 1.177045e-08, 6.515609e-10, 3.777167e-08, 1.638237e-11, 8.442999e-08, 5.535158e-13, 5.619856e-15, 7.570443e-13, 2.879711e-13, 2.105498e-14, 3.182200e-16, 2.517072e-16, 5.591926e-17, -2.046808e-20, 1.362783e-02, 4.669091e+00, 3.584806e+02, 3.619664e+02
1.035000e+00, 3.193019e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.765482e-01, 1.314957e-01, 5.324965e+03, 1.649097e+03, 2.501106e+04, 1.649097e+03, 4.700004e+06, 3.467161e-03, 5.050415e-01, 9.396879e-06, 3.463713e-13, 1.742366e-01, 1.673819e-07, 2.725649e-15, 2.861436e-01, 3.073742e-02, 3.605349e-04, 1.379330e-07, 3.188260e-08, 3.003901e-06, 1.237173e-07, 1.640354e-07, 1.476863e-09, 3.052786e-12, 2.022095e-08, 2.344181e-12, 1.175006e-08, 6.550737e-10, 3.780592e-08, 1.626354e-11, 8.444519e-08, 5.588748e-13, 5.639288e-15, 7.594847e-13, 2.888367e-13, 2.099050e-14, 3.214610e-16, 2.520677e-16, 5.554092e-17, -2.454885e-20, 1.362789e-02, 4.671387e+00, 3.607398e+02, 3.642256e+02
1.047000e+00, 3.236421e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.764122e-01, 1.314957e-01, 8.405890e+03, 1.648294e+03, 2.501106e+04, 1.648294e+03, 4.700004e+06, 3.467177e-03, 5.050610e-01, 9.322045e-06, 3.401439e-13, 1.742157e-01, 1.656635e-07, 2.675877e-15, 2.861186e-01, 3.076155e-02, 3.628155e-04, 1.376980e-07, 3.198705e-08, 3.004269e-06, 1.230458e-07, 1.641740e-07, 1.490424e-09, 3.060435e-12, 2.031593e-08, 2.335221e-12, 1.172950e-08, 6.586202e-10, 3.784072e-08, 1.614569e-11, 8.446043e-08, 5.643590e-13, 5.658236e-15, 7.619254e-13, 2.897022e-13, 2.092568e-14, 3.245453e-16, 2.518818e-16, 5.505168e-17, -1.481649e-20, 1.362795e-02, 4.673686e+00, 3.630203e+02, 3.665061e+02
1.059000e+00, 3.279845e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.762762e-01, 1.314957e-01, 1.326312e+04, 1.647491e+03, 2.501106e+04, 1.647491e+03, 4.700004e+06, 3.467193e-03, 5.050805e-01, 9.247765e-06, 3.340255e-13, 1.741948e-01, 1.639618e-07, 2.626985e-15, 2.860936e-01, 3.078573e-02, 3.651167e-04, 1.374651e-07, 3.209209e-08, 3.004637e-06, 1.223776e-07, 1.643126e-07, 1.503864e-09, 3.068026e-12, 2.041051e-08, 2.326315e-12, 1.170897e-08, 6.621959e-10, 3.787608e-08, 1.602883e-11, 8.447567e-08, 5.697799e-13, 5.677021e-15, 7.643481e-13, 2.905586e-13, 2.086181e-14, 3.273886e-16, 2.517393e-16, 5.461299e-17, 8.430570e-21, 1.362802e-02, 4.675986e+00, 3.653214e+02, 3.688073e+02
1.071000e+00, 3.323291e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.761402e-01, 1.314957e-01, 2.149070e+04, 1.646688e+03, 2.501106e+04, 1.646688e+03, 4.700004e+06, 3.467209e-03, 5.051001e-01, 9.174045e-06, 3.280157e-13, 1.741739e-01, 1.622768e-07, 2.578968e-15, 2.860685e-01, 3.080995e-02, 3.674378e-04, 1.372341e-07, 3.219771e-08, 3.005004e-06, 1.217128e-07, 1.644510e-07, 1.516947e-09, 3.075428e-12, 2.050354e-08, 2.317426e-12, 1.168821e-08, 6.657985e-10, 3.791197e-08, 1.591295e-11, 8.449091e-08, 5.750421e-13, 5.695264e-15, 7.667094e-13, 2.913879e-13, 2.079869e-14, 3.297552e-16, 2.516380e-16, 5.425517e-17, 5.442505e-20, 1.362808e-02, 4.678289e+00, 3.676425e+02, 3.711284e+02
1.083000e+00, 3.366758e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.760043e-01, 1.314957e-01, 3.003049e+04, 1.645885e+03, 2.501106e+04, 1.645885e+03, 4.700004e+06, 3.467225e-03, 5.051196e-01, 9.100881e-06, 3.221121e-13, 1.741529e-01, 1.606083e-07, 2.531799e-15, 2.860434e-01, 3.083421e-02, 3.697784e-04, 1.370046e-07, 3.230395e-08, 3.005372e-06, 1.210513e-07, 1.645889e-07, 1.530171e-09, 3.082882e-12, 2.059726e-08, 2.308587e-12, 1.166748e-08, 6.694253e-10, 3.794833e-08, 1.579798e-11, 8.450615e-08, 5.800953e-13, 5.713476e-15, 7.690300e-13, 2.921979e-13, 2.073708e-14, 3.317347e-16, 2.519578e-16, 5.405584e-17, 1.179076e-19, 1.362814e-02, 4.680593e+00, 3.699830e+02, 3.734689e+02
1.095000e+00, 3.410246e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.758684e-01, 1.314957e-01, 2.785795e+04, 1.645082e+03, 2.501106e+04, 1.645082e+03, 4.700004e+06, 3.467242e-03, 5.051391e-01, 9.028221e-06, 3.163062e-13, 1.741319e-01, 1.589550e-07, 2.485413e-15, 2.860183e-01, 3.085850e-02, 3.721377e-04, 1.367762e-07, 3.241087e-08, 3.005739e-06, 1.203928e-07, 1.647264e-07, 1.544688e-09, 3.090952e-12, 2.069690e-08, 2.299892e-12, 1.164762e-08, 6.730755e-10, 3.798499e-08, 1.568376e-11, 8.452138e-08, 5.851517e-13, 5.733202e-15, 7.714441e-13, 2.930442e-13, 2.067777e-14, 3.339940e-16, 2.530526e-16, 5.399545e-17, 1.726397e-19, 1.362821e-02, 4.682899e+00, 3.723423e+02, 3.758283e+02
1.107000e+00, 3.453756e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.757325e-01, 1.314957e-01, 9.928791e+03, 1.644280e+03, 2.501106e+04, 1.644280e+03, 4.700004e+06, 3.467258e-03, 5.051586e-01, 8.956065e-06, 3.105957e-13, 1.741110e-01, 1.573166e-07, 2.439782e-15, 2.859931e-01, 3.088284e-02, 3.745154e-04, 1.365487e-07, 3.251860e-08, 3.006106e-06, 1.197373e-07, 1.648628e-07, 1.561471e-09, 3.100120e-12, 2.080693e-08, 2.291417e-12, 1.162918e-08, 6.767444e-10, 3.802198e-08, 1.557025e-11, 8.453657e-08, 5.900803e-13, 5.755424e-15, 7.739864e-13, 2.939391e-13, 2.062256e-14, 3.366752e-16, 2.557293e-16, 5.425031e-17, 2.084705e-19, 1.362827e-02, 4.685206e+00, 3.747200e+02, 3.782060e+02
1.119000e+00, 3.497287e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.755966e-01, 1.314957e-01, -2.816447e+04, 1.643477e+03, 2.501106e+04, 1.643477e+03, 4.700004e+06, 3.467275e-03, 5.051781e-01, 8.884384e-06, 3.049765e-13, 1.740900e-01, 1.556923e-07, 2.394870e-15, 2.859679e-01, 3.090721e-02, 3.769109e-04, 1.363216e-07, 3.262719e-08, 3.006472e-06, 1.190847e-07, 1.649978e-07, 1.581486e-09, 3.110852e-12, 2.093173e-08, 2.283232e-12, 1.161276e-08, 6.804296e-10, 3.805917e-08, 1.545731e-11, 8.455172e-08, 5.949585e-13, 5.781240e-15, 7.767383e-13, 2.949153e-13, 2.057233e-14, 3.402001e-16, 2.604463e-16, 5.487085e-17, 2.051111e-19, 1.362834e-02, 4.687516e+00, 3.771155e+02, 3.806016e+02
1.131000e+00, 3.540840e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.754606e-01, 1.314957e-01, -4.935261e+04, 1.642674e+03, 2.501106e+04, 1.642674e+03, 4.700004e+06, 3.467292e-03, 5.051976e-01, 8.813147e-06, 2.994556e-13, 1.740690e-01, 1.540824e-07, 2.350777e-15, 2.859426e-01, 3.093164e-02, 3.793241e-04, 1.360930e-07, 3.273629e-08, 3.006837e-06, 1.184342e-07, 1.651339e-07, 1.602064e-09, 3.121722e-12, 2.105857e-08, 2.275024e-12, 1.159635e-08, 6.841402e-10, 3.809607e-08, 1.534489e-11, 8.456691e-08, 6.002622e-13, 5.807382e-15, 7.795858e-13, 2.959296e-13, 2.052025e-14, 3.443049e-16, 2.647781e-16, 5.532815e-17, 1.716166e-19, 1.362841e-02, 4.689830e+00, 3.795287e+02, 3.830149e+02
1.143000e+00, 3.584414e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.753244e-01, 1.314957e-01, -5.391028e+04, 1.641870e+03, 2.501106e+04, 1.641870e+03, 4.700004e+06, 3.467309e-03, 5.052172e-01, 8.742305e-06, 2.940289e-13, 1.740479e-01, 1.524857e-07, 2.307480e-15, 2.859172e-01, 3.095614e-02, 3.817546e-04, 1.358619e-07, 3.284589e-08, 3.007203e-06, 1.177853e-07, 1.652713e-07, 1.624032e-09, 3.133109e-12, 2.119107e-08, 2.266834e-12, 1.158043e-08, 6.878760e-10, 3.813244e-08, 1.523280e-11, 8.458216e-08, 6.062406e-13, 5.834806e-15, 7.826341e-13, 2.970250e-13, 2.046614e-14, 3.496007e-16, 2.688184e-16, 5.556137e-17, 7.902690e-20, 1.362847e-02, 4.692151e+00, 3.819593e+02, 3.854455e+02
1.155000e+00, 3.628010e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.751879e-01, 1.314957e-01, -2.257733e+04, 1.641064e+03, 2.501106e+04, 1.641064e+03, 4.700004e+06, 3.467326e-03, 5.052368e-01, 8.671800e-06, 2.886970e-13, 1.740268e-01, 1.509014e-07, 2.265018e-15, 2.858917e-01, 3.098074e-02, 3.842023e-04, 1.356263e-07, 3.295582e-08, 3.007571e-06, 1.171371e-07, 1.654117e-07, 1.646568e-09, 3.144526e-12, 2.132511e-08, 2.258528e-12, 1.156430e-08, 6.916426e-10, 3.816784e-08, 1.512088e-11, 8.459753e-08, 6.133857e-13, 5.862498e-15, 7.859119e-13, 2.982154e-13, 2.040600e-14, 3.564728e-16, 2.712508e-16, 5.521122e-17, -9.209468e-20, 1.362854e-02, 4.694479e+00, 3.844070e+02, 3.878932e+02
1.167000e+00, 3.671627e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.750516e-01, 1.314957e-01, -1.497176e+04, 1.640259e+03, 2.501106e+04, 1.640259e+03, 4.700004e+06, 3.467343e-03, 5.052565e-01, 8.601963e-06, 2.834538e-13, 1.740056e-01, 1.493348e-07, 2.223242e-15, 2.858662e-01, 3.100535e-02, 3.866662e-04, 1.353941e-07, 3.306610e-08, 3.007941e-06, 1.164940e-07, 1.655516e-07, 1.666093e-09, 3.154591e-12, 2.144596e-08, 2.250168e-12, 1.154671e-08, 6.954338e-10, 3.820384e-08, 1.501016e-11, 8.461288e-08, 6.199001e-13, 5.886867e-15, 7.888522e-13, 2.992685e-13, 2.034660e-14, 3.616938e-16, 2.729582e-16, 5.495010e-17, -2.037314e-19, 1.362861e-02, 4.696805e+00, 3.868710e+02, 3.903573e+02
1.179000e+00, 3.715266e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.749155e-01, 1.314957e-01, -1.156107e+04, 1.639456e+03, 2.501106e+04, 1.639456e+03, 4.700004e+06, 3.467360e-03, 5.052761e-01, 8.532764e-06, 2.783002e-13, 1.739845e-01, 1.477858e-07, 2.182188e-15, 2.858406e-01, 3.103001e-02, 3.891463e-04, 1.351640e-07, 3.317651e-08, 3.008315e-06, 1.158553e-07, 1.656928e-07, 1.681119e-09, 3.162519e-12, 2.154655e-08, 2.241592e-12, 1.152664e-08, 6.992561e-10, 3.824009e-08, 1.490056e-11, 8.462828e-08, 6.261863e-13, 5.906192e-15, 7.914229e-13, 3.001737e-13, 2.028376e-14, 3.653497e-16, 2.723781e-16, 5.440476e-17, -2.627424e-19, 1.362868e-02, 4.699131e+00, 3.893510e+02, 3.928374e+02
1.191000e+00, 3.758926e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.747796e-01, 1.314957e-01, -1.597687e+04, 1.638654e+03, 2.501106e+04, 1.638654e+03, 4.700004e+06, 3.467378e-03, 5.052957e-01, 8.464301e-06, 2.732354e-13, 1.739633e-01, 1.462559e-07, 2.141842e-15, 2.858151e-01, 3.105469e-02, 3.916423e-04, 1.349379e-07, 3.328684e-08, 3.008694e-06, 1.152223e-07, 1.658354e-07, 1.688956e-09, 3.167078e-12, 2.161496e-08, 2.232678e-12, 1.150269e-08, 7.031137e-10, 3.827688e-08, 1.479241e-11, 8.464374e-08, 6.319298e-13, 5.917569e-15, 7.933819e-13, 3.008342e-13, 2.021622e-14, 3.662963e-16, 2.684324e-16, 5.349170e-17, -2.224989e-19, 1.362874e-02, 4.701454e+00, 3.918469e+02, 3.953334e+02
1.203000e+00, 3.802609e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.746437e-01, 1.314957e-01, -1.457251e+04, 1.637851e+03, 2.501106e+04, 1.637851e+03, 4.700004e+06, 3.467395e-03, 5.053153e-01, 8.396234e-06, 2.682629e-13, 1.739421e-01, 1.447389e-07, 2.102242e-15, 2.857894e-01, 3.107942e-02, 3.941540e-04, 1.347090e-07, 3.339789e-08, 3.009070e-06, 1.145910e-07, 1.659771e-07, 1.699246e-09, 3.172602e-12, 2.169355e-08, 2.223767e-12, 1.147934e-08, 7.069832e-10, 3.831324e-08, 1.468446e-11, 8.465918e-08, 6.375642e-13, 5.931544e-15, 7.954588e-13, 3.015433e-13, 2.015013e-14, 3.677238e-16, 2.660666e-16, 5.283331e-17, -1.655200e-19, 1.362881e-02, 4.703781e+00, 3.943585e+02, 3.978451e+02
1.215000e+00, 3.846312e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.745076e-01, 1.314956e-01, -6.610120e+03, 1.637048e+03, 2.501106e+04, 1.637048e+03, 4.700004e+06, 3.467413e-03, 5.053350e-01, 8.328516e-06, 2.633830e-13, 1.739209e-01, 1.432339e-07, 2.063389e-15, 2.857637e-01, 3.110420e-02, 3.966811e-04, 1.344764e-07, 3.350978e-08, 3.009442e-06, 1.139610e-07, 1.661176e-07, 1.713400e-09, 3.179708e-12, 2.178846e-08, 2.214895e-12, 1.145718e-08, 7.108599e-10, 3.834901e-08, 1.457650e-11, 8.467459e-08, 6.430669e-13, 5.949674e-15, 7.977425e-13, 3.023369e-13, 2.008656e-14, 3.699885e-16, 2.661364e-16, 5.255951e-17, -9.319654e-20, 1.362888e-02, 4.706112e+00, 3.968856e+02, 4.003722e+02
1.227000e+00, 3.890038e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.743715e-01, 1.314956e-01, 4.331884e+03, 1.636245e+03, 2.501106e+04, 1.636245e+03, 4.700004e+06, 3.467431e-03, 5.053546e-01, 8.261199e-06, 2.585949e-13, 1.738997e-01, 1.417418e-07, 2.025270e-15, 2.857380e-01, 3.112901e-02, 3.992234e-04, 1.342411e-07, 3.362241e-08, 3.009809e-06, 1.133328e-07, 1.662567e-07, 1.729984e-09, 3.187737e-12, 2.189329e-08, 2.205989e-12, 1.143541e-08, 7.147451e-10, 3.838434e-08, 1.446871e-11, 8.468995e-08, 6.482106e-13, 5.970421e-15, 8.000920e-13, 3.031589e-13, 2.002500e-14, 3.724048e-16, 2.681622e-16, 5.265447e-17, 2.583459e-20, 1.362895e-02, 4.708446e+00, 3.994278e+02, 4.029145e+02
1.239000e+00, 3.933785e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.742355e-01, 1.314956e-01, 2.354891e+04, 1.635442e+03, 2.501106e+04, 1.635442e+03, 4.700004e+06, 3.467449e-03, 5.053743e-01, 8.194442e-06, 2.538924e-13, 1.738785e-01, 1.402656e-07, 1.987848e-15, 2.857122e-01, 3.115386e-02, 4.017803e-04, 1.340055e-07, 3.373561e-08, 3.010178e-06, 1.127082e-07, 1.663960e-07, 1.748219e-09, 3.196487e-12, 2.200511e-08, 2.197324e-12, 1.141487e-08, 7.186459e-10, 3.841951e-08, 1.436182e-11, 8.470532e-08, 6.537078e-13, 5.992535e-15, 8.026008e-13, 3.040426e-13, 1.996473e-14, 3.754438e-16, 2.705283e-16, 5.274662e-17, 1.365633e-19, 1.362902e-02, 4.710782e+00, 4.019847e+02, 4.054715e+02
1.251000e+00, 3.977554e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.740995e-01, 1.314956e-01, 5.227788e+04, 1.634640e+03, 2.501106e+04, 1.634640e+03, 4.700004e+06, 3.467467e-03, 5.053939e-01, 8.128232e-06, 2.492748e-13, 1.738572e-01, 1.388049e-07, 1.951118e-15, 2.856864e-01, 3.117875e-02, 4.043517e-04, 1.337695e-07, 3.384943e-08, 3.010546e-06, 1.120870e-07, 1.665352e-07, 1.768932e-09, 3.206334e-12, 2.212753e-08, 2.188945e-12, 1.139600e-08, 7.225593e-10, 3.845446e-08, 1.425579e-11, 8.472067e-08, 6.595671e-13, 6.016897e-15, 8.053259e-13, 3.050107e-13, 1.990650e-14, 3.793169e-16, 2.736975e-16, 5.290544e-17, 2.380835e-19, 1.362909e-02, 4.713119e+00, 4.045561e+02, 4.080430e+02
1.263000e+00, 4.021344e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.739636e-01, 1.314957e-01, 9.206618e+04, 1.633838e+03, 2.501106e+04, 1.633838e+03, 4.700004e+06, 3.467485e-03, 5.054136e-01, 8.062568e-06, 2.447413e-13, 1.738359e-01, 1.373598e-07, 1.915074e-15, 2.856606e-01, 3.120365e-02, 4.069372e-04, 1.335328e-07, 3.396394e-08, 3.010915e-06, 1.114691e-07, 1.666743e-07, 1.792829e-09, 3.217608e-12, 2.226369e-08, 2.180915e-12, 1.137924e-08, 7.264831e-10, 3.848915e-08, 1.415063e-11, 8.473601e-08, 6.658492e-13, 6.044231e-15, 8.083270e-13, 3.060868e-13, 1.985098e-14, 3.842550e-16, 2.779793e-16, 5.316785e-17, 3.254941e-19, 1.362916e-02, 4.715457e+00, 4.071416e+02, 4.106286e+02
1.275000e+00, 4.065157e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.738278e-01, 1.314957e-01, 9.290121e+04, 1.633037e+03, 2.501106e+04, 1.633037e+03, 4.700004e+06, 3.467503e-03, 5.054333e-01, 7.997407e-06, 2.402735e-13, 1.738147e-01, 1.359281e-07, 1.879546e-15, 2.856347e-01, 3.122859e-02, 4.095368e-04, 1.332971e-07, 3.407867e-08, 3.011288e-06, 1.108551e-07, 1.668142e-07, 1.815118e-09, 3.228148e-12, 2.239277e-08, 2.172711e-12, 1.136134e-08, 7.304354e-10, 3.852380e-08, 1.404596e-11, 8.475138e-08, 6.724958e-13, 6.069431e-15, 8.112434e-13, 3.071247e-13, 1.979257e-14, 3.891638e-16, 2.807696e-16, 5.317267e-17, 3.612499e-19, 1.362923e-02, 4.717795e+00, 4.097412e+02, 4.132283e+02
1.287000e+00, 4.108991e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.736922e-01, 1.314957e-01, 6.136677e+04, 1.632236e+03, 2.501106e+04, 1.632236e+03, 4.700004e+06, 3.467521e-03, 5.054529e-01, 7.932770e-06, 2.358712e-13, 1.737934e-01, 1.345105e-07, 1.844539e-15, 2.856088e-01, 3.125355e-02, 4.121501e-04, 1.330626e-07, 3.419369e-08, 3.011665e-06, 1.102451e-07, 1.669549e-07, 1.836785e-09, 3.238428e-12, 2.251919e-08, 2.164470e-12, 1.134311e-08, 7.344135e-10, 3.855840e-08, 1.394192e-11, 8.476677e-08, 6.796552e-13, 6.093468e-15, 8.141739e-13, 3.081632e-13, 1.973227e-14, 3.944127e-16, 2.823898e-16, 5.294112e-17, 3.371811e-19, 1.362931e-02, 4.720133e+00, 4.123545e+02, 4.158417e+02
1.299000e+00, 4.152846e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.735568e-01, 1.314957e-01, -4.939871e+03, 1.631437e+03, 2.501106e+04, 1.631437e+03, 4.700004e+06, 3.467539e-03, 5.054726e-01, 7.868648e-06, 2.315319e-13, 1.737721e-01, 1.331064e-07, 1.810029e-15, 2.855828e-01, 3.127854e-02, 4.147769e-04, 1.328290e-07, 3.430894e-08, 3.012047e-06, 1.096390e-07, 1.670967e-07, 1.857141e-09, 3.248129e-12, 2.263990e-08, 2.156127e-12, 1.132409e-08, 7.384193e-10, 3.859291e-08, 1.383845e-11, 8.478221e-08, 6.873221e-13, 6.115586e-15, 8.170651e-13, 3.091809e-13, 1.966927e-14, 3.998610e-16, 2.824595e-16, 5.241823e-17, 2.426827e-19, 1.362938e-02, 4.722470e+00, 4.149814e+02, 4.184687e+02
1.311000e+00, 4.196724e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.734210e-01, 1.314957e-01, -6.134896e+03, 1.630636e+03, 2.501106e+04, 1.630636e+03, 4.700004e+06, 3.467558e-03, 5.054923e-01, 7.804849e-06, 2.272925e-13, 1.737508e-01, 1.317146e-07, 1.776355e-15, 2.855568e-01, 3.130363e-02, 4.174177e-04, 1.325882e-07, 3.442459e-08, 3.012423e-06, 1.090332e-07, 1.672388e-07, 1.874615e-09, 3.256068e-12, 2.274620e-08, 2.147360e-12, 1.130200e-08, 7.424361e-10, 3.862602e-08, 1.373497e-11, 8.479770e-08, 6.940202e-13, 6.134607e-15, 8.195069e-13, 3.100275e-13, 1.960296e-14, 4.038256e-16, 2.823920e-16, 5.202298e-17, 1.560897e-19, 1.362945e-02, 4.724815e+00, 4.176222e+02, 4.211096e+02
1.323000e+00, 4.240623e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.732850e-01, 1.314957e-01, 3.388924e+04, 1.629834e+03, 2.501106e+04, 1.629834e+03, 4.700004e+06, 3.467576e-03, 5.055121e-01, 7.741398e-06, 2.231430e-13, 1.737293e-01, 1.303350e-07, 1.743427e-15, 2.855306e-01, 3.132881e-02, 4.200723e-04, 1.323417e-07, 3.454051e-08, 3.012797e-06, 1.084283e-07, 1.673817e-07, 1.888600e-09, 3.262048e-12, 2.283575e-08, 2.138144e-12, 1.127667e-08, 7.464696e-10, 3.865791e-08, 1.363152e-11, 8.481326e-08, 7.000118e-13, 6.149766e-15, 8.215054e-13, 3.107028e-13, 1.953238e-14, 4.064293e-16, 2.814370e-16, 5.160803e-17, 5.004652e-20, 1.362952e-02, 4.727167e+00, 4.202767e+02, 4.237642e+02
1.335000e+00, 4.284545e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.731486e-01, 1.314957e-01, 1.083326e+04, 1.629029e+03, 2.501106e+04, 1.629029e+03, 4.700004e+06, 3.467595e-03, 5.055319e-01, 7.678156e-06, 2.190280e-13, 1.737078e-01, 1.289615e-07, 1.710751e-15, 2.855044e-01, 3.135409e-02, 4.227405e-04, 1.320920e-07, 3.465710e-08, 3.013172e-06, 1.078244e-07, 1.675240e-07, 1.899742e-09, 3.266409e-12, 2.291083e-08, 2.128550e-12, 1.124853e-08, 7.505136e-10, 3.868917e-08, 1.352808e-11, 8.482883e-08, 7.045873e-13, 6.162597e-15, 8.230534e-13, 3.112140e-13, 1.946019e-14, 4.069366e-16, 2.809323e-16, 5.140054e-17, -3.490303e-20, 1.362960e-02, 4.729527e+00, 4.229448e+02, 4.264324e+02
