Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
9.030000e-01, 2.712605e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.780439e-01, 1.314957e-01, -3.499774e+04, 1.658928e+03, 2.501106e+04, 1.658928e+03, 4.700003e+06, 5.042942e-01, 1.034727e-05, 4.343459e-13, 1.659510e-07, 1.748069e-01, 2.647082e-07, 6.357267e-04, 2.862249e-01, 3.055537e-02, 1.261484e-07, 2.881301e-06, 3.216916e-08, 4.378484e-08, 8.185602e-12, 6.963438e-08, 1.882661e-11, 4.777759e-09, 2.081016e-08, 3.010109e-12, 2.679825e-08, 3.469051e-03, 9.006127e-14, 5.392468e-10, 1.363538e-02, 4.646257e+00, 6.362279e+02, 6.393133e+02
9.150000e-01, 2.755775e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.779042e-01, 1.314957e-01, 1.890700e+04, 1.658071e+03, 2.501106e+04, 1.658071e+03, 4.700003e+06, 5.043316e-01, 1.026033e-05, 4.260446e-13, 1.641293e-07, 1.747740e-01, 2.595828e-07, 6.286910e-04, 2.862045e-01, 3.057834e-02, 1.254312e-07, 2.881708e-06, 3.220565e-08, 4.216853e-08, 7.866921e-12, 6.753289e-08, 1.821994e-11, 4.658492e-09, 2.046593e-08, 2.892883e-12, 2.680279e-08, 3.469003e-03, 8.655112e-14, 5.328931e-10, 1.363519e-02, 4.648593e+00, 6.291794e+02, 6.322638e+02
9.270000e-01, 2.798966e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.777650e-01, 1.314957e-01, 9.814048e+04, 1.657218e+03, 2.501106e+04, 1.657218e+03, 4.700003e+06, 5.043684e-01, 1.017382e-05, 4.178964e-13, 1.623254e-07, 1.747415e-01, 2.546750e-07, 6.220106e-04, 2.861839e-01, 3.060136e-02, 1.247122e-07, 2.882118e-06, 3.224509e-08, 4.064392e-08, 7.568562e-12, 6.553576e-08, 1.764797e-11, 4.544478e-09, 2.013730e-08, 2.782518e-12, 2.680731e-08, 3.468956e-03, 8.324627e-14, 5.269053e-10, 1.363501e-02, 4.650924e+00, 6.224868e+02, 6.255703e+02
9.390000e-01, 2.842179e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.776258e-01, 1.314957e-01, 7.758895e+04, 1.656367e+03, 2.501106e+04, 1.656367e+03, 4.700003e+06, 5.044046e-01, 1.008903e-05, 4.099342e-13, 1.605555e-07, 1.747095e-01, 2.499590e-07, 6.156678e-04, 2.861632e-01, 3.062441e-02, 1.240115e-07, 2.882516e-06, 3.228820e-08, 3.922441e-08, 7.286619e-12, 6.369211e-08, 1.711160e-11, 4.440044e-09, 1.982078e-08, 2.679596e-12, 2.681183e-08, 3.468912e-03, 8.036191e-14, 5.211112e-10, 1.363483e-02, 4.653255e+00, 6.161325e+02, 6.192151e+02
9.510000e-01, 2.885413e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.774868e-01, 1.314957e-01, -2.125692e+03, 1.655517e+03, 2.501106e+04, 1.655517e+03, 4.700003e+06, 5.044401e-01, 1.000579e-05, 4.021611e-13, 1.588173e-07, 1.746780e-01, 2.454308e-07, 6.096458e-04, 2.861424e-01, 3.064750e-02, 1.233262e-07, 2.882904e-06, 3.233502e-08, 3.789747e-08, 7.020057e-12, 6.198025e-08, 1.660702e-11, 4.343940e-09, 1.951632e-08, 2.583312e-12, 2.681635e-08, 3.468871e-03, 7.778565e-14, 5.155192e-10, 1.363467e-02, 4.655586e+00, 6.100998e+02, 6.131815e+02
9.630000e-01, 2.928669e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.773477e-01, 1.314957e-01, -4.824493e+03, 1.654669e+03, 2.501106e+04, 1.654669e+03, 4.700003e+06, 5.044750e-01, 9.923119e-06, 3.945737e-13, 1.570989e-07, 1.746467e-01, 2.411028e-07, 6.039295e-04, 2.861213e-01, 3.067067e-02, 1.226416e-07, 2.883289e-06, 3.238542e-08, 3.663505e-08, 6.769385e-12, 6.034030e-08, 1.612792e-11, 4.252191e-09, 1.922590e-08, 2.492004e-12, 2.682085e-08, 3.468831e-03, 7.519614e-14, 5.102298e-10, 1.363452e-02, 4.657921e+00, 6.043731e+02, 6.074540e+02
9.750000e-01, 2.971947e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.772086e-01, 1.314957e-01, -1.227585e+04, 1.653821e+03, 2.501106e+04, 1.653821e+03, 4.700003e+06, 5.045095e-01, 9.840833e-06, 3.871065e-13, 1.553946e-07, 1.746158e-01, 2.369396e-07, 5.985040e-04, 2.861000e-01, 3.069394e-02, 1.219568e-07, 2.883675e-06, 3.243850e-08, 3.544105e-08, 6.532955e-12, 5.878470e-08, 1.567488e-11, 4.164923e-09, 1.894727e-08, 2.405685e-12, 2.682535e-08, 3.468794e-03, 7.277984e-14, 5.052170e-10, 1.363437e-02, 4.660257e+00, 5.989378e+02, 6.020178e+02
9.870000e-01, 3.015247e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.770696e-01, 1.314957e-01, -1.504727e+04, 1.652975e+03, 2.501106e+04, 1.652975e+03, 4.700003e+06, 5.045435e-01, 9.758470e-06, 3.797264e-13, 1.536974e-07, 1.745852e-01, 2.329286e-07, 5.933557e-04, 2.860785e-01, 3.071733e-02, 1.212658e-07, 2.884067e-06, 3.249375e-08, 3.430732e-08, 6.310209e-12, 5.729837e-08, 1.524610e-11, 4.080802e-09, 1.868004e-08, 2.323759e-12, 2.682985e-08, 3.468758e-03, 7.051731e-14, 5.005051e-10, 1.363423e-02, 4.662595e+00, 5.937801e+02, 5.968593e+02
9.990000e-01, 3.058568e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.769308e-01, 1.314957e-01, -9.982401e+02, 1.652130e+03, 2.501106e+04, 1.652130e+03, 4.700003e+06, 5.045770e-01, 9.677229e-06, 3.725296e-13, 1.520269e-07, 1.745548e-01, 2.290811e-07, 5.884710e-04, 2.860569e-01, 3.074077e-02, 1.205834e-07, 2.884452e-06, 3.255205e-08, 3.323797e-08, 6.099639e-12, 5.590234e-08, 1.484138e-11, 4.002607e-09, 1.842364e-08, 2.246475e-12, 2.683433e-08, 3.468724e-03, 6.842855e-14, 4.959942e-10, 1.363410e-02, 4.664934e+00, 5.888864e+02, 5.919649e+02
1.011000e+00, 3.101911e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.767921e-01, 1.314957e-01, 1.628662e+04, 1.651288e+03, 2.501106e+04, 1.651288e+03, 4.700003e+06, 5.046101e-01, 9.597152e-06, 3.655096e-13, 1.503832e-07, 1.745248e-01, 2.253858e-07, 5.838374e-04, 2.860352e-01, 3.076425e-02, 1.199107e-07, 2.884831e-06, 3.261327e-08, 3.223057e-08, 5.900385e-12, 5.459323e-08, 1.445917e-11, 3.930078e-09, 1.817727e-08, 2.173673e-12, 2.683881e-08, 3.468692e-03, 6.651626e-14, 4.916661e-10, 1.363397e-02, 4.667271e+00, 5.842443e+02, 5.873221e+02
1.023000e+00, 3.145276e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.766534e-01, 1.314957e-01, -5.021189e+02, 1.650446e+03, 2.501106e+04, 1.650446e+03, 4.700003e+06, 5.046427e-01, 9.517753e-06, 3.586134e-13, 1.487567e-07, 1.744951e-01, 2.218214e-07, 5.794432e-04, 2.860132e-01, 3.078779e-02, 1.192426e-07, 2.885206e-06, 3.267702e-08, 3.127667e-08, 5.711758e-12, 5.334679e-08, 1.409532e-11, 3.860925e-09, 1.794000e-08, 2.104940e-12, 2.684328e-08, 3.468662e-03, 6.469272e-14, 4.875384e-10, 1.363385e-02, 4.669611e+00, 5.798420e+02, 5.829191e+02
1.035000e+00, 3.188662e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.765146e-01, 1.314957e-01, -2.587371e+04, 1.649604e+03, 2.501106e+04, 1.649604e+03, 4.700003e+06, 5.046749e-01, 9.438941e-06, 3.518425e-13, 1.471467e-07, 1.744656e-01, 2.183842e-07, 5.752773e-04, 2.859912e-01, 3.081140e-02, 1.185776e-07, 2.885579e-06, 3.274327e-08, 3.037337e-08, 5.533201e-12, 5.216194e-08, 1.374964e-11, 3.795081e-09, 1.771161e-08, 2.039989e-12, 2.684775e-08, 3.468633e-03, 6.296093e-14, 4.836068e-10, 1.363374e-02, 4.671955e+00, 5.756684e+02, 5.787448e+02
1.047000e+00, 3.232070e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.763757e-01, 1.314957e-01, -3.298134e+04, 1.648762e+03, 2.501106e+04, 1.648762e+03, 4.700003e+06, 5.047068e-01, 9.360368e-06, 3.451801e-13, 1.455479e-07, 1.744364e-01, 2.150688e-07, 5.713296e-04, 2.859689e-01, 3.083511e-02, 1.179109e-07, 2.885951e-06, 3.281180e-08, 2.951515e-08, 5.364262e-12, 5.103130e-08, 1.342162e-11, 3.731845e-09, 1.749201e-08, 1.978340e-12, 2.685221e-08, 3.468606e-03, 6.130709e-14, 4.798883e-10, 1.363363e-02, 4.674303e+00, 5.717133e+02, 5.747890e+02
1.059000e+00, 3.275500e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.762371e-01, 1.314957e-01, -1.135759e+04, 1.647923e+03, 2.501106e+04, 1.647923e+03, 4.700003e+06, 5.047383e-01, 9.282537e-06, 3.386558e-13, 1.439697e-07, 1.744073e-01, 2.118805e-07, 5.675902e-04, 2.859465e-01, 3.085889e-02, 1.172477e-07, 2.886328e-06, 3.288230e-08, 2.869146e-08, 5.202702e-12, 4.995572e-08, 1.310945e-11, 3.672508e-09, 1.728143e-08, 1.918853e-12, 2.685666e-08, 3.468580e-03, 5.977662e-14, 4.763720e-10, 1.363353e-02, 4.676648e+00, 5.679668e+02, 5.710418e+02
1.071000e+00, 3.318952e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.760989e-01, 1.314957e-01, 3.583930e+04, 1.647087e+03, 2.501106e+04, 1.647087e+03, 4.700003e+06, 5.047695e-01, 9.205538e-06, 3.322729e-13, 1.424133e-07, 1.743785e-01, 2.088143e-07, 5.640501e-04, 2.859240e-01, 3.088273e-02, 1.165890e-07, 2.886709e-06, 3.295465e-08, 2.790047e-08, 5.048028e-12, 4.893486e-08, 1.281249e-11, 3.617300e-09, 1.707944e-08, 1.861395e-12, 2.686110e-08, 3.468556e-03, 5.838126e-14, 4.730428e-10, 1.363343e-02, 4.678989e+00, 5.644198e+02, 5.674942e+02
1.083000e+00, 3.362426e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.759606e-01, 1.314957e-01, 1.887728e+04, 1.646251e+03, 2.501106e+04, 1.646251e+03, 4.700003e+06, 5.048003e-01, 9.129334e-06, 3.260093e-13, 1.408744e-07, 1.743499e-01, 2.058418e-07, 5.607001e-04, 2.859014e-01, 3.090658e-02, 1.159377e-07, 2.887076e-06, 3.302930e-08, 2.716008e-08, 4.902445e-12, 4.797122e-08, 1.253071e-11, 3.565308e-09, 1.688351e-08, 1.808105e-12, 2.686554e-08, 3.468533e-03, 5.707734e-14, 4.698270e-10, 1.363334e-02, 4.681334e+00, 5.610634e+02, 5.641371e+02
1.095000e+00, 3.405921e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.758224e-01, 1.314957e-01, -7.351960e+03, 1.645417e+03, 2.501106e+04, 1.645417e+03, 4.700003e+06, 5.048307e-01, 9.053895e-06, 3.198740e-13, 1.393543e-07, 1.743215e-01, 2.029702e-07, 5.575318e-04, 2.858787e-01, 3.093047e-02, 1.152918e-07, 2.887439e-06, 3.310604e-08, 2.645856e-08, 4.764231e-12, 4.705631e-08, 1.226249e-11, 3.516124e-09, 1.669442e-08, 1.757747e-12, 2.686996e-08, 3.468511e-03, 5.584629e-14, 4.667527e-10, 1.363326e-02, 4.683679e+00, 5.578888e+02, 5.609620e+02
1.107000e+00, 3.449438e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.756844e-01, 1.314957e-01, 1.148976e+04, 1.644584e+03, 2.501106e+04, 1.644584e+03, 4.700003e+06, 5.048609e-01, 8.979092e-06, 3.138702e-13, 1.378525e-07, 1.742934e-01, 2.002050e-07, 5.545368e-04, 2.858558e-01, 3.095442e-02, 1.146485e-07, 2.887805e-06, 3.318476e-08, 2.578552e-08, 4.631946e-12, 4.617957e-08, 1.200615e-11, 3.468848e-09, 1.651290e-08, 1.709260e-12, 2.687438e-08, 3.468490e-03, 5.464749e-14, 4.638501e-10, 1.363317e-02, 4.686024e+00, 5.548879e+02, 5.579605e+02
1.119000e+00, 3.492977e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.755464e-01, 1.314957e-01, 1.347817e+04, 1.643751e+03, 2.501106e+04, 1.643751e+03, 4.700003e+06, 5.048907e-01, 8.904815e-06, 3.079677e-13, 1.363652e-07, 1.742654e-01, 1.975270e-07, 5.517083e-04, 2.858329e-01, 3.097842e-02, 1.140077e-07, 2.888170e-06, 3.326519e-08, 2.514308e-08, 4.505889e-12, 4.534312e-08, 1.176154e-11, 3.424064e-09, 1.633756e-08, 1.663011e-12, 2.687879e-08, 3.468471e-03, 5.352841e-14, 4.610926e-10, 1.363310e-02, 4.688371e+00, 5.520537e+02, 5.551257e+02
1.131000e+00, 3.536538e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.754085e-01, 1.314957e-01, -6.825083e+02, 1.642920e+03, 2.501106e+04, 1.642920e+03, 4.700003e+06, 5.049203e-01, 8.831019e-06, 3.021613e-13, 1.348916e-07, 1.742376e-01, 1.949313e-07, 5.490386e-04, 2.858098e-01, 3.100250e-02, 1.133691e-07, 2.888534e-06, 3.334723e-08, 2.452844e-08, 4.385577e-12, 4.454377e-08, 1.152784e-11, 3.381606e-09, 1.616811e-08, 1.618778e-12, 2.688319e-08, 3.468452e-03, 5.248504e-14, 4.584764e-10, 1.363303e-02, 4.690719e+00, 5.493784e+02, 5.524499e+02
1.143000e+00, 3.580120e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.752706e-01, 1.314957e-01, -1.138023e+03, 1.642089e+03, 2.501106e+04, 1.642089e+03, 4.700003e+06, 5.049497e-01, 8.757923e-06, 2.964769e-13, 1.334358e-07, 1.742099e-01, 1.924221e-07, 5.465212e-04, 2.857866e-01, 3.102663e-02, 1.127350e-07, 2.888896e-06, 3.343116e-08, 2.394206e-08, 4.270708e-12, 4.378245e-08, 1.130476e-11, 3.341492e-09, 1.600459e-08, 1.576594e-12, 2.688758e-08, 3.468435e-03, 5.149740e-14, 4.559848e-10, 1.363296e-02, 4.693068e+00, 5.468558e+02, 5.499268e+02
1.155000e+00, 3.623725e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.751327e-01, 1.314957e-01, 3.814052e+03, 1.641259e+03, 2.501106e+04, 1.641259e+03, 4.700003e+06, 5.049788e-01, 8.685475e-06, 2.909057e-13, 1.319967e-07, 1.741824e-01, 1.899935e-07, 5.441495e-04, 2.857633e-01, 3.105081e-02, 1.121048e-07, 2.889256e-06, 3.351685e-08, 2.338173e-08, 4.160909e-12, 4.305632e-08, 1.109157e-11, 3.303574e-09, 1.584662e-08, 1.536295e-12, 2.689197e-08, 3.468419e-03, 5.056486e-14, 4.536137e-10, 1.363289e-02, 4.695420e+00, 5.444790e+02, 5.475495e+02
1.167000e+00, 3.667351e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.749950e-01, 1.314957e-01, 1.489275e+03, 1.640430e+03, 2.501106e+04, 1.640430e+03, 4.700003e+06, 5.050077e-01, 8.613609e-06, 2.854362e-13, 1.305728e-07, 1.741550e-01, 1.876395e-07, 5.419176e-04, 2.857399e-01, 3.107504e-02, 1.114780e-07, 2.889616e-06, 3.360414e-08, 2.284505e-08, 4.055813e-12, 4.236185e-08, 1.088747e-11, 3.267584e-09, 1.569390e-08, 1.497693e-12, 2.689635e-08, 3.468403e-03, 4.968317e-14, 4.513625e-10, 1.363283e-02, 4.697772e+00, 5.422422e+02, 5.453122e+02
1.179000e+00, 3.710999e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.748572e-01, 1.314957e-01, -1.070503e+03, 1.639601e+03, 2.501106e+04, 1.639601e+03, 4.700003e+06, 5.050363e-01, 8.542321e-06, 2.800690e-13, 1.291642e-07, 1.741277e-01, 1.853570e-07, 5.398195e-04, 2.857164e-01, 3.109933e-02, 1.108544e-07, 2.889975e-06, 3.369301e-08, 2.233089e-08, 3.955189e-12, 4.169762e-08, 1.069203e-11, 3.233455e-09, 1.554619e-08, 1.460714e-12, 2.690071e-08, 3.468389e-03, 4.885054e-14, 4.492255e-10, 1.363278e-02, 4.700126e+00, 5.401394e+02, 5.432089e+02
1.191000e+00, 3.754669e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.747196e-01, 1.314957e-01, 2.613096e+03, 1.638774e+03, 2.501106e+04, 1.638774e+03, 4.700003e+06, 5.050647e-01, 8.471584e-06, 2.748027e-13, 1.277704e-07, 1.741006e-01, 1.831428e-07, 5.378496e-04, 2.856928e-01, 3.112368e-02, 1.102337e-07, 2.890332e-06, 3.378338e-08, 2.183813e-08, 3.858852e-12, 4.106210e-08, 1.050485e-11, 3.201104e-09, 1.540327e-08, 1.425289e-12, 2.690508e-08, 3.468375e-03, 4.806675e-14, 4.471989e-10, 1.363272e-02, 4.702481e+00, 5.381650e+02, 5.412340e+02
1.203000e+00, 3.798361e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.745819e-01, 1.314957e-01, 5.833600e+03, 1.637947e+03, 2.501106e+04, 1.637947e+03, 4.700003e+06, 5.050930e-01, 8.401429e-06, 2.696357e-13, 1.263916e-07, 1.740736e-01, 1.809941e-07, 5.360029e-04, 2.856691e-01, 3.114807e-02, 1.096164e-07, 2.890689e-06, 3.387526e-08, 2.136544e-08, 3.766470e-12, 4.045378e-08, 1.032540e-11, 3.170460e-09, 1.526492e-08, 1.391310e-12, 2.690943e-08, 3.468363e-03, 4.732634e-14, 4.452762e-10, 1.363267e-02, 4.704838e+00, 5.363139e+02, 5.393825e+02
1.215000e+00, 3.842075e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.744444e-01, 1.314957e-01, 7.847495e+03, 1.637121e+03, 2.501106e+04, 1.637121e+03, 4.700003e+06, 5.051210e-01, 8.331861e-06, 2.645664e-13, 1.250279e-07, 1.740468e-01, 1.789082e-07, 5.342743e-04, 2.856453e-01, 3.117252e-02, 1.090027e-07, 2.891045e-06, 3.396862e-08, 2.091172e-08, 3.677803e-12, 3.987134e-08, 1.015325e-11, 3.141459e-09, 1.513095e-08, 1.358697e-12, 2.691377e-08, 3.468351e-03, 4.662630e-14, 4.434520e-10, 1.363263e-02, 4.707197e+00, 5.345811e+02, 5.376493e+02
1.227000e+00, 3.885810e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.743069e-01, 1.314957e-01, 4.312134e+03, 1.636295e+03, 2.501106e+04, 1.636295e+03, 4.700003e+06, 5.051489e-01, 8.262860e-06, 2.595910e-13, 1.236786e-07, 1.740200e-01, 1.768816e-07, 5.326593e-04, 2.856214e-01, 3.119703e-02, 1.083925e-07, 2.891400e-06, 3.406343e-08, 2.047575e-08, 3.592612e-12, 3.931303e-08, 9.987910e-12, 3.113977e-09, 1.500112e-08, 1.327356e-12, 2.691811e-08, 3.468340e-03, 4.596219e-14, 4.417219e-10, 1.363258e-02, 4.709557e+00, 5.329620e+02, 5.360297e+02
1.239000e+00, 3.929568e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.741694e-01, 1.314957e-01, -3.964593e+03, 1.635470e+03, 2.501106e+04, 1.635470e+03, 4.700003e+06, 5.051766e-01, 8.194419e-06, 2.547076e-13, 1.223436e-07, 1.739933e-01, 1.749116e-07, 5.311532e-04, 2.855974e-01, 3.122158e-02, 1.077857e-07, 2.891754e-06, 3.415966e-08, 2.005655e-08, 3.510707e-12, 3.877758e-08, 9.829011e-12, 3.087939e-09, 1.487524e-08, 1.297219e-12, 2.692243e-08, 3.468329e-03, 4.533193e-14, 4.400821e-10, 1.363254e-02, 4.711918e+00, 5.314520e+02, 5.345193e+02
1.251000e+00, 3.973348e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.740319e-01, 1.314957e-01, -1.002085e+04, 1.634645e+03, 2.501106e+04, 1.634645e+03, 4.700003e+06, 5.052041e-01, 8.126518e-06, 2.499153e-13, 1.210226e-07, 1.739667e-01, 1.729959e-07, 5.297517e-04, 2.855733e-01, 3.124619e-02, 1.071819e-07, 2.892108e-06, 3.425724e-08, 1.965330e-08, 3.431968e-12, 3.826377e-08, 9.676290e-12, 3.063264e-09, 1.475316e-08, 1.268233e-12, 2.692675e-08, 3.468320e-03, 4.473624e-14, 4.385309e-10, 1.363250e-02, 4.714282e+00, 5.300467e+02, 5.331136e+02
1.263000e+00, 4.017149e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.738945e-01, 1.314957e-01, -8.585328e+03, 1.633822e+03, 2.501106e+04, 1.633822e+03, 4.700003e+06, 5.052315e-01, 8.059132e-06, 2.452125e-13, 1.197154e-07, 1.739402e-01, 1.711320e-07, 5.284507e-04, 2.855491e-01, 3.127085e-02, 1.065807e-07, 2.892461e-06, 3.435608e-08, 1.926523e-08, 3.356284e-12, 3.777041e-08, 9.529484e-12, 3.039870e-09, 1.463472e-08, 1.240348e-12, 2.693106e-08, 3.468311e-03, 4.417527e-14, 4.370666e-10, 1.363247e-02, 4.716647e+00, 5.287420e+02, 5.318085e+02
1.275000e+00, 4.060973e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.737572e-01, 1.314957e-01, 4.641296e+03, 1.632998e+03, 2.501106e+04, 1.632998e+03, 4.700003e+06, 5.052588e-01, 7.992244e-06, 2.405977e-13, 1.184218e-07, 1.739138e-01, 1.693175e-07, 5.272462e-04, 2.855249e-01, 3.129556e-02, 1.059819e-07, 2.892813e-06, 3.445613e-08, 1.889159e-08, 3.283539e-12, 3.729643e-08, 9.388341e-12, 3.017686e-09, 1.451977e-08, 1.213517e-12, 2.693536e-08, 3.468303e-03, 4.364909e-14, 4.356873e-10, 1.363244e-02, 4.719013e+00, 5.275340e+02, 5.306001e+02
1.287000e+00, 4.104818e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.736199e-01, 1.314957e-01, 1.000217e+04, 1.632176e+03, 2.501106e+04, 1.632176e+03, 4.700003e+06, 5.052858e-01, 7.925910e-06, 2.360678e-13, 1.171420e-07, 1.738875e-01, 1.675505e-07, 5.261347e-04, 2.855006e-01, 3.132032e-02, 1.053866e-07, 2.893165e-06, 3.455750e-08, 1.853129e-08, 3.213366e-12, 3.684090e-08, 9.252316e-12, 2.996703e-09, 1.440813e-08, 1.187639e-12, 2.693965e-08, 3.468295e-03, 4.314856e-14, 4.343832e-10, 1.363241e-02, 4.721381e+00, 5.264190e+02, 5.294848e+02
1.299000e+00, 4.148685e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.734826e-01, 1.314957e-01, 1.326527e+04, 1.631354e+03, 2.501106e+04, 1.631354e+03, 4.700003e+06, 5.053128e-01, 7.860111e-06, 2.316219e-13, 1.158756e-07, 1.738613e-01, 1.658290e-07, 5.251126e-04, 2.854761e-01, 3.134513e-02, 1.047946e-07, 2.893516e-06, 3.466011e-08, 1.818374e-08, 3.145687e-12, 3.640292e-08, 9.121225e-12, 2.976863e-09, 1.429965e-08, 1.162678e-12, 2.694394e-08, 3.468288e-03, 4.267469e-14, 4.331530e-10, 1.363238e-02, 4.723751e+00, 5.253936e+02, 5.284590e+02
1.311000e+00, 4.192575e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.733454e-01, 1.314957e-01, 1.052799e+04, 1.630532e+03, 2.501106e+04, 1.630532e+03, 4.700003e+06, 5.053396e-01, 7.794860e-06, 2.272581e-13, 1.146227e-07, 1.738351e-01, 1.641513e-07, 5.241767e-04, 2.854516e-01, 3.136999e-02, 1.042061e-07, 2.893868e-06, 3.476397e-08, 1.784824e-08, 3.080329e-12, 3.598174e-08, 8.994778e-12, 2.958137e-09, 1.419422e-08, 1.138581e-12, 2.694821e-08, 3.468282e-03, 4.222490e-14, 4.319926e-10, 1.363235e-02, 4.726122e+00, 5.244545e+02, 5.275195e+02
1.323000e+00, 4.236486e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.732082e-01, 1.314957e-01, 7.675158e+03, 1.629711e+03, 2.501106e+04, 1.629711e+03, 4.700003e+06, 5.053663e-01, 7.730122e-06, 2.229758e-13, 1.133829e-07, 1.738090e-01, 1.625150e-07, 5.233236e-04, 2.854270e-01, 3.139490e-02, 1.036207e-07, 2.894218e-06, 3.486906e-08, 1.752432e-08, 3.017256e-12, 3.557637e-08, 8.872801e-12, 2.940439e-09, 1.409166e-08, 1.115318e-12, 2.695248e-08, 3.468276e-03, 4.179783e-14, 4.308994e-10, 1.363233e-02, 4.728496e+00, 5.235982e+02, 5.266629e+02
1.335000e+00, 4.280420e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.730710e-01, 1.314957e-01, 4.369985e+03, 1.628890e+03, 2.501106e+04, 1.628890e+03, 4.700003e+06, 5.053929e-01, 7.665889e-06, 2.187736e-13, 1.121560e-07, 1.737829e-01, 1.609185e-07, 5.225502e-04, 2.854024e-01, 3.141986e-02, 1.030383e-07, 2.894567e-06, 3.497538e-08, 1.721148e-08, 2.956364e-12, 3.518609e-08, 8.755082e-12, 2.923726e-09, 1.399183e-08, 1.092851e-12, 2.695674e-08, 3.468271e-03, 4.139120e-14, 4.298696e-10, 1.363231e-02, 4.730872e+00, 5.228218e+02, 5.258862e+02
