Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mole_fraction_N2_PFRC4_(), Mole_fraction_H2_PFRC4_(), Mole_fraction_H_PFRC4_(), Mole_fraction_O2_PFRC4_(), Mole_fraction_H2O_PFRC4_(), Mole_fraction_OH_PFRC4_(), Mole_fraction_CO_PFRC4_(), Mole_fraction_CO2_PFRC4_(), Mole_fraction_CH4_PFRC4_(), Mole_fraction_CH3_PFRC4_(), Mole_fraction_CH3OH_PFRC4_(), Mole_fraction_CH2O_PFRC4_(), Mole_fraction_HCO_PFRC4_(), Mole_fraction_HOCHO_PFRC4_(), Mole_fraction_C2H6_PFRC4_(), Mole_fraction_C2H5_PFRC4_(), Mole_fraction_C2H4_PFRC4_(), Mole_fraction_C2H3_PFRC4_(), Mole_fraction_CHCHO_PFRC4_(), Mole_fraction_C2H2_PFRC4_(), Mole_fraction_CH3CHO_PFRC4_(), Mole_fraction_C2H3OH_PFRC4_(), Mole_fraction_CH2CO_PFRC4_(), Mole_fraction_HCCOH_PFRC4_(), Mole_fraction_C3H6_PFRC4_(), Mole_fraction_C3H4-P_PFRC4_(), Mole_fraction_C3H4-A_PFRC4_(), Mole_fraction_C3H3_PFRC4_(), Mole_fraction_CCYCCO-T1_PFRC4_(), Mole_fraction_C4H4_PFRC4_(), Mole_fraction_C4H2_PFRC4_(), Mole_fraction_C6H6_PFRC4_(), Mole_fraction_OC5H7O_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
4.900000e-03, 2.870390e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704729e-01, 5.192596e-01, -4.758637e+06, 1.727267e+03, 2.501106e+04, 1.727267e+03, 4.699982e+06, 3.525171e-03, 4.806188e-01, 1.914610e-05, 9.380960e-09, 1.934570e-01, 4.922549e-07, 2.778463e-01, 3.170307e-02, 1.264491e-02, 1.032228e-05, 5.367411e-07, 2.960430e-06, 1.847938e-07, 1.570679e-07, 2.278862e-06, 1.384026e-08, 5.065222e-05, 1.755777e-08, 6.060007e-05, 5.632581e-05, 4.341711e-08, 2.929101e-08, 6.379624e-07, 7.559062e-09, 6.141757e-08, 1.516696e-07, 5.887531e-08, 7.583913e-09, 2.635530e-08, 5.140739e-09, 1.861726e-09, 2.668627e-10, 4.003488e-08, 1.393944e-02, 4.561918e+00, 1.287472e+04, 1.300150e+04
5.000000e-03, 2.929052e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704643e-01, 5.192596e-01, -4.695838e+06, 1.727047e+03, 2.501106e+04, 1.727047e+03, 4.699982e+06, 3.524899e-03, 4.806960e-01, 1.910953e-05, 9.355659e-09, 1.934039e-01, 4.908390e-07, 2.778655e-01, 3.169949e-02, 1.260669e-02, 1.026998e-05, 5.341980e-07, 2.959928e-06, 1.845740e-07, 1.570914e-07, 2.263536e-06, 1.372242e-08, 5.024589e-05, 1.737822e-08, 6.048994e-05, 5.577447e-05, 4.317182e-08, 2.902350e-08, 6.347904e-07, 7.474030e-09, 6.070348e-08, 1.496663e-07, 5.809446e-08, 7.472054e-09, 2.635327e-08, 5.049089e-09, 1.825410e-09, 2.569019e-10, 4.003131e-08, 1.393836e-02, 4.562147e+00, 1.283449e+04, 1.296103e+04
5.100000e-03, 2.987716e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704558e-01, 5.192596e-01, -4.684405e+06, 1.726828e+03, 2.501106e+04, 1.726828e+03, 4.699982e+06, 3.524629e-03, 4.807728e-01, 1.907321e-05, 9.330478e-09, 1.933510e-01, 4.894320e-07, 2.778845e-01, 3.169593e-02, 1.256869e-02, 1.021800e-05, 5.316701e-07, 2.959428e-06, 1.843557e-07, 1.571148e-07, 2.248314e-06, 1.360536e-08, 4.984240e-05, 1.719963e-08, 6.038022e-05, 5.522634e-05, 4.292808e-08, 2.875758e-08, 6.316368e-07, 7.389363e-09, 5.999278e-08, 1.476688e-07, 5.731582e-08, 7.360252e-09, 2.635125e-08, 4.957118e-09, 1.788808e-09, 2.512390e-10, 4.002777e-08, 1.393730e-02, 4.562375e+00, 1.279449e+04, 1.292080e+04
5.200000e-03, 3.046382e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704474e-01, 5.192596e-01, -4.672141e+06, 1.726611e+03, 2.501106e+04, 1.726611e+03, 4.699982e+06, 3.524361e-03, 4.808490e-01, 1.903723e-05, 9.305477e-09, 1.932986e-01, 4.880401e-07, 2.779034e-01, 3.169241e-02, 1.253100e-02, 1.016661e-05, 5.291702e-07, 2.958938e-06, 1.841394e-07, 1.571379e-07, 2.233278e-06, 1.349001e-08, 4.944455e-05, 1.702401e-08, 6.027100e-05, 5.468707e-05, 4.268747e-08, 2.849579e-08, 6.285202e-07, 7.306209e-09, 5.929456e-08, 1.457102e-07, 5.655236e-08, 7.250816e-09, 2.634924e-08, 4.867374e-09, 1.753157e-09, 2.456577e-10, 4.002425e-08, 1.393623e-02, 4.562602e+00, 1.275483e+04, 1.288091e+04
5.300000e-03, 3.105052e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704390e-01, 5.192596e-01, -4.657660e+06, 1.726395e+03, 2.501106e+04, 1.726395e+03, 4.699982e+06, 3.524095e-03, 4.809245e-01, 1.900161e-05, 9.280654e-09, 1.932467e-01, 4.866633e-07, 2.779221e-01, 3.168891e-02, 1.249361e-02, 1.011581e-05, 5.266986e-07, 2.958455e-06, 1.839250e-07, 1.571608e-07, 2.218428e-06, 1.337636e-08, 4.905235e-05, 1.685137e-08, 6.016229e-05, 5.415664e-05, 4.244998e-08, 2.823813e-08, 6.254407e-07, 7.224567e-09, 5.860884e-08, 1.437903e-07, 5.580408e-08, 7.143745e-09, 2.634725e-08, 4.779854e-09, 1.718458e-09, 2.401577e-10, 4.002075e-08, 1.393518e-02, 4.562827e+00, 1.271551e+04, 1.284136e+04
5.400000e-03, 3.163724e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704306e-01, 5.192596e-01, -4.639590e+06, 1.726182e+03, 2.501106e+04, 1.726182e+03, 4.699982e+06, 3.523831e-03, 4.809994e-01, 1.896634e-05, 9.256011e-09, 1.931952e-01, 4.853017e-07, 2.779406e-01, 3.168545e-02, 1.245654e-02, 1.006560e-05, 5.242551e-07, 2.957981e-06, 1.837126e-07, 1.571835e-07, 2.203765e-06, 1.326442e-08, 4.866579e-05, 1.668169e-08, 6.005410e-05, 5.363507e-05, 4.221561e-08, 2.798459e-08, 6.223983e-07, 7.144438e-09, 5.793560e-08, 1.419092e-07, 5.507096e-08, 7.039039e-09, 2.634528e-08, 4.694559e-09, 1.684711e-09, 2.347392e-10, 4.001729e-08, 1.393414e-02, 4.563050e+00, 1.267653e+04, 1.280216e+04
5.500000e-03, 3.222400e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704224e-01, 5.192596e-01, -4.616577e+06, 1.725970e+03, 2.501106e+04, 1.725970e+03, 4.699982e+06, 3.523570e-03, 4.810736e-01, 1.893142e-05, 9.231547e-09, 1.931441e-01, 4.839552e-07, 2.779590e-01, 3.168202e-02, 1.241978e-02, 1.001597e-05, 5.218398e-07, 2.957516e-06, 1.835021e-07, 1.572061e-07, 2.189287e-06, 1.315419e-08, 4.828487e-05, 1.651499e-08, 5.994641e-05, 5.312234e-05, 4.198437e-08, 2.773517e-08, 6.193930e-07, 7.065820e-09, 5.727484e-08, 1.400669e-07, 5.435300e-08, 6.936696e-09, 2.634333e-08, 4.611487e-09, 1.651915e-09, 2.294021e-10, 4.001385e-08, 1.393311e-02, 4.563271e+00, 1.263789e+04, 1.276329e+04
5.600000e-03, 3.281078e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704142e-01, 5.192596e-01, -4.587283e+06, 1.725760e+03, 2.501106e+04, 1.725760e+03, 4.699982e+06, 3.523311e-03, 4.811472e-01, 1.889686e-05, 9.207262e-09, 1.930935e-01, 4.826238e-07, 2.779772e-01, 3.167863e-02, 1.238332e-02, 9.966932e-06, 5.194526e-07, 2.957059e-06, 1.832936e-07, 1.572284e-07, 2.174996e-06, 1.304566e-08, 4.790958e-05, 1.635125e-08, 5.983923e-05, 5.261846e-05, 4.175624e-08, 2.748988e-08, 6.164247e-07, 6.988714e-09, 5.662655e-08, 1.382634e-07, 5.365021e-08, 6.836716e-09, 2.634139e-08, 4.530639e-09, 1.620070e-09, 2.241463e-10, 4.001044e-08, 1.393208e-02, 4.563491e+00, 1.259959e+04, 1.272477e+04
5.700000e-03, 3.339760e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.704060e-01, 5.192596e-01, -4.550383e+06, 1.725552e+03, 2.501106e+04, 1.725552e+03, 4.699982e+06, 3.523054e-03, 4.812202e-01, 1.886265e-05, 9.183156e-09, 1.930433e-01, 4.813075e-07, 2.779953e-01, 3.167527e-02, 1.234718e-02, 9.918482e-06, 5.170935e-07, 2.956611e-06, 1.830870e-07, 1.572505e-07, 2.160891e-06, 1.293884e-08, 4.753994e-05, 1.619049e-08, 5.973256e-05, 5.212341e-05, 4.153124e-08, 2.724871e-08, 6.134934e-07, 6.913118e-09, 5.599074e-08, 1.364986e-07, 5.296257e-08, 6.739099e-09, 2.633947e-08, 4.452012e-09, 1.589176e-09, 2.189718e-10, 4.000705e-08, 1.393107e-02, 4.563709e+00, 1.256163e+04, 1.268658e+04
5.800000e-03, 3.398444e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703979e-01, 5.192596e-01, -4.504569e+06, 1.725345e+03, 2.501106e+04, 1.725345e+03, 4.699982e+06, 3.522799e-03, 4.812925e-01, 1.882879e-05, 9.159230e-09, 1.929936e-01, 4.800063e-07, 2.780131e-01, 3.167194e-02, 1.231135e-02, 9.870620e-06, 5.147625e-07, 2.956171e-06, 1.828824e-07, 1.572724e-07, 2.146971e-06, 1.283372e-08, 4.717592e-05, 1.603269e-08, 5.962640e-05, 5.163721e-05, 4.130935e-08, 2.701165e-08, 6.105991e-07, 6.839032e-09, 5.536740e-08, 1.347726e-07, 5.229009e-08, 6.643843e-09, 2.633757e-08, 4.375608e-09, 1.559232e-09, 2.138787e-10, 4.000369e-08, 1.393006e-02, 4.563926e+00, 1.252401e+04, 1.264874e+04
5.900000e-03, 3.457131e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703899e-01, 5.192596e-01, -4.448549e+06, 1.725140e+03, 2.501106e+04, 1.725140e+03, 4.699982e+06, 3.522547e-03, 4.813642e-01, 1.879529e-05, 9.135481e-09, 1.929443e-01, 4.787202e-07, 2.780309e-01, 3.166864e-02, 1.227582e-02, 9.823345e-06, 5.124597e-07, 2.955739e-06, 1.826797e-07, 1.572941e-07, 2.133237e-06, 1.273031e-08, 4.681754e-05, 1.587786e-08, 5.952075e-05, 5.115984e-05, 4.109059e-08, 2.677871e-08, 6.077419e-07, 6.766456e-09, 5.475652e-08, 1.330853e-07, 5.163275e-08, 6.550948e-09, 2.633568e-08, 4.301425e-09, 1.530238e-09, 2.088668e-10, 4.000036e-08, 1.392906e-02, 4.564140e+00, 1.248673e+04, 1.261124e+04
6.000000e-03, 3.515821e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703820e-01, 5.192596e-01, -4.381043e+06, 1.724937e+03, 2.501106e+04, 1.724937e+03, 4.699982e+06, 3.522297e-03, 4.814353e-01, 1.876213e-05, 9.111912e-09, 1.928955e-01, 4.774492e-07, 2.780484e-01, 3.166538e-02, 1.224061e-02, 9.776658e-06, 5.101849e-07, 2.955316e-06, 1.824790e-07, 1.573156e-07, 2.119689e-06, 1.262860e-08, 4.646478e-05, 1.572600e-08, 5.941561e-05, 5.069130e-05, 4.087493e-08, 2.654989e-08, 6.049216e-07, 6.695389e-09, 5.415810e-08, 1.314367e-07, 5.099055e-08, 6.460413e-09, 2.633381e-08, 4.229462e-09, 1.502194e-09, 2.039361e-10, 3.999706e-08, 1.392807e-02, 4.564353e+00, 1.244978e+04, 1.257407e+04
6.100000e-03, 3.574514e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703740e-01, 5.192595e-01, -4.367280e+06, 1.724735e+03, 2.501106e+04, 1.724735e+03, 4.699982e+06, 3.522047e-03, 4.815061e-01, 1.872907e-05, 9.088411e-09, 1.928468e-01, 4.761813e-07, 2.780659e-01, 3.166212e-02, 1.220550e-02, 9.730080e-06, 5.079159e-07, 2.954894e-06, 1.822789e-07, 1.573371e-07, 2.106172e-06, 1.252696e-08, 4.611242e-05, 1.557403e-08, 5.931073e-05, 5.022259e-05, 4.065959e-08, 2.632110e-08, 6.021067e-07, 6.624197e-09, 5.355894e-08, 1.297833e-07, 5.034641e-08, 6.369458e-09, 2.633195e-08, 4.156850e-09, 1.473835e-09, 1.994032e-10, 3.999377e-08, 1.392709e-02, 4.564566e+00, 1.241295e+04, 1.253702e+04
6.200000e-03, 3.633208e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703662e-01, 5.192595e-01, -4.359798e+06, 1.724534e+03, 2.501106e+04, 1.724534e+03, 4.699982e+06, 3.521800e-03, 4.815765e-01, 1.869627e-05, 9.065055e-09, 1.927984e-01, 4.749249e-07, 2.780832e-01, 3.165889e-02, 1.217064e-02, 9.683949e-06, 5.056683e-07, 2.954477e-06, 1.820802e-07, 1.573584e-07, 2.092795e-06, 1.242655e-08, 4.576414e-05, 1.542411e-08, 5.920630e-05, 4.976004e-05, 4.044653e-08, 2.609522e-08, 5.993195e-07, 6.554030e-09, 5.296835e-08, 1.281557e-07, 4.971237e-08, 6.280039e-09, 2.633009e-08, 4.085609e-09, 1.446052e-09, 1.950451e-10, 3.999049e-08, 1.392611e-02, 4.564777e+00, 1.237639e+04, 1.250024e+04
6.300000e-03, 3.691906e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703583e-01, 5.192595e-01, -4.350869e+06, 1.724334e+03, 2.501106e+04, 1.724334e+03, 4.699982e+06, 3.521554e-03, 4.816462e-01, 1.866378e-05, 9.041856e-09, 1.927505e-01, 4.736812e-07, 2.781005e-01, 3.165569e-02, 1.213606e-02, 9.638311e-06, 5.034445e-07, 2.954068e-06, 1.818832e-07, 1.573795e-07, 2.079573e-06, 1.232753e-08, 4.542045e-05, 1.527656e-08, 5.910232e-05, 4.930457e-05, 4.023603e-08, 2.587265e-08, 5.965631e-07, 6.485053e-09, 5.238763e-08, 1.265582e-07, 4.909012e-08, 6.192437e-09, 2.632826e-08, 4.016027e-09, 1.418971e-09, 1.908299e-10, 3.998725e-08, 1.392514e-02, 4.564987e+00, 1.234012e+04, 1.246376e+04
6.400000e-03, 3.750606e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703506e-01, 5.192595e-01, -4.339422e+06, 1.724136e+03, 2.501106e+04, 1.724136e+03, 4.699982e+06, 3.521311e-03, 4.817155e-01, 1.863159e-05, 9.018814e-09, 1.927029e-01, 4.724503e-07, 2.781175e-01, 3.165252e-02, 1.210174e-02, 9.593167e-06, 5.012443e-07, 2.953665e-06, 1.816879e-07, 1.574005e-07, 2.066506e-06, 1.222989e-08, 4.508137e-05, 1.513137e-08, 5.899881e-05, 4.885616e-05, 4.002810e-08, 2.565339e-08, 5.938375e-07, 6.417264e-09, 5.181679e-08, 1.249910e-07, 4.847967e-08, 6.106650e-09, 2.632644e-08, 3.948104e-09, 1.392592e-09, 1.867575e-10, 3.998402e-08, 1.392417e-02, 4.565195e+00, 1.230415e+04, 1.242757e+04
6.500000e-03, 3.809309e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703429e-01, 5.192595e-01, -4.324392e+06, 1.723940e+03, 2.501106e+04, 1.723940e+03, 4.699982e+06, 3.521069e-03, 4.817841e-01, 1.859970e-05, 8.995929e-09, 1.926557e-01, 4.712320e-07, 2.781345e-01, 3.164938e-02, 1.206769e-02, 9.548517e-06, 4.990679e-07, 2.953269e-06, 1.814943e-07, 1.574213e-07, 2.053594e-06, 1.213363e-08, 4.474689e-05, 1.498855e-08, 5.889575e-05, 4.841481e-05, 3.982273e-08, 2.543746e-08, 5.911426e-07, 6.350664e-09, 5.125582e-08, 1.234539e-07, 4.788102e-08, 6.022677e-09, 2.632463e-08, 3.881839e-09, 1.366915e-09, 1.828281e-10, 3.998082e-08, 1.392322e-02, 4.565402e+00, 1.226847e+04, 1.239167e+04
6.600000e-03, 3.868015e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703352e-01, 5.192595e-01, -4.304730e+06, 1.723745e+03, 2.501106e+04, 1.723745e+03, 4.699982e+06, 3.520829e-03, 4.818523e-01, 1.856810e-05, 8.973200e-09, 1.926089e-01, 4.700265e-07, 2.781512e-01, 3.164626e-02, 1.203391e-02, 9.504359e-06, 4.969151e-07, 2.952881e-06, 1.813024e-07, 1.574419e-07, 2.040838e-06, 1.203875e-08, 4.441701e-05, 1.484808e-08, 5.879316e-05, 4.798053e-05, 3.961992e-08, 2.522483e-08, 5.884785e-07, 6.285252e-09, 5.070471e-08, 1.219469e-07, 4.729414e-08, 5.940519e-09, 2.632284e-08, 3.817231e-09, 1.341940e-09, 1.790414e-10, 3.997764e-08, 1.392227e-02, 4.565607e+00, 1.223309e+04, 1.235608e+04
6.700000e-03, 3.926723e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703276e-01, 5.192595e-01, -4.279396e+06, 1.723552e+03, 2.501106e+04, 1.723552e+03, 4.699982e+06, 3.520592e-03, 4.819198e-01, 1.853681e-05, 8.950628e-09, 1.925625e-01, 4.688338e-07, 2.781679e-01, 3.164317e-02, 1.200040e-02, 9.460694e-06, 4.947860e-07, 2.952499e-06, 1.811121e-07, 1.574624e-07, 2.028237e-06, 1.194526e-08, 4.409172e-05, 1.470998e-08, 5.869103e-05, 4.755330e-05, 3.941968e-08, 2.501551e-08, 5.858452e-07, 6.221028e-09, 5.016347e-08, 1.204702e-07, 4.671906e-08, 5.860175e-09, 2.632106e-08, 3.754280e-09, 1.317666e-09, 1.753976e-10, 3.997449e-08, 1.392133e-02, 4.565811e+00, 1.219800e+04, 1.232077e+04
6.800000e-03, 3.985434e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703201e-01, 5.192595e-01, -4.247362e+06, 1.723360e+03, 2.501106e+04, 1.723360e+03, 4.699982e+06, 3.520356e-03, 4.819868e-01, 1.850582e-05, 8.928213e-09, 1.925165e-01, 4.676537e-07, 2.781844e-01, 3.164011e-02, 1.196716e-02, 9.417522e-06, 4.926806e-07, 2.952123e-06, 1.809235e-07, 1.574826e-07, 2.015791e-06, 1.185316e-08, 4.377103e-05, 1.457424e-08, 5.858935e-05, 4.713313e-05, 3.922200e-08, 2.480951e-08, 5.832426e-07, 6.157991e-09, 4.963210e-08, 1.190235e-07, 4.615575e-08, 5.781643e-09, 2.631930e-08, 3.692986e-09, 1.294094e-09, 1.718965e-10, 3.997136e-08, 1.392040e-02, 4.566014e+00, 1.216320e+04, 1.228576e+04
6.900000e-03, 4.044148e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703126e-01, 5.192595e-01, -4.207611e+06, 1.723170e+03, 2.501106e+04, 1.723170e+03, 4.699982e+06, 3.520122e-03, 4.820533e-01, 1.847512e-05, 8.905954e-09, 1.924708e-01, 4.664863e-07, 2.782007e-01, 3.163708e-02, 1.193419e-02, 9.374842e-06, 4.905988e-07, 2.951755e-06, 1.807365e-07, 1.575027e-07, 2.003500e-06, 1.176243e-08, 4.345493e-05, 1.444085e-08, 5.848814e-05, 4.672002e-05, 3.902687e-08, 2.460681e-08, 5.806708e-07, 6.096141e-09, 4.911058e-08, 1.176070e-07, 4.560423e-08, 5.704925e-09, 2.631755e-08, 3.633348e-09, 1.271223e-09, 1.685381e-10, 3.996825e-08, 1.391947e-02, 4.566215e+00, 1.212869e+04, 1.225104e+04
7.000000e-03, 4.102865e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.703051e-01, 5.192595e-01, -4.159136e+06, 1.722981e+03, 2.501106e+04, 1.722981e+03, 4.699982e+06, 3.519890e-03, 4.821192e-01, 1.844473e-05, 8.883852e-09, 1.924255e-01, 4.653316e-07, 2.782169e-01, 3.163408e-02, 1.190149e-02, 9.332655e-06, 4.885407e-07, 2.951394e-06, 1.805512e-07, 1.575227e-07, 1.991363e-06, 1.167308e-08, 4.314342e-05, 1.430983e-08, 5.838738e-05, 4.631396e-05, 3.883431e-08, 2.440743e-08, 5.781296e-07, 6.035477e-09, 4.859892e-08, 1.162206e-07, 4.506448e-08, 5.630019e-09, 2.631582e-08, 3.575366e-09, 1.249054e-09, 1.653224e-10, 3.996517e-08, 1.391856e-02, 4.566414e+00, 1.209448e+04, 1.221662e+04
7.100000e-03, 4.161584e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702977e-01, 5.192595e-01, -4.124078e+06, 1.722793e+03, 2.501106e+04, 1.722793e+03, 4.699982e+06, 3.519660e-03, 4.821847e-01, 1.841453e-05, 8.861862e-09, 1.923805e-01, 4.641851e-07, 2.782330e-01, 3.163109e-02, 1.186898e-02, 9.290783e-06, 4.864978e-07, 2.951037e-06, 1.803670e-07, 1.575425e-07, 1.979325e-06, 1.158455e-08, 4.283465e-05, 1.418010e-08, 5.828699e-05, 4.591184e-05, 3.864329e-08, 2.420993e-08, 5.756077e-07, 5.975444e-09, 4.809261e-08, 1.148496e-07, 4.453072e-08, 5.555979e-09, 2.631409e-08, 3.518113e-09, 1.227166e-09, 1.621119e-10, 3.996210e-08, 1.391765e-02, 4.566612e+00, 1.206047e+04, 1.218240e+04
7.200000e-03, 4.220305e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702904e-01, 5.192595e-01, -4.115524e+06, 1.722606e+03, 2.501106e+04, 1.722606e+03, 4.699982e+06, 3.519430e-03, 4.822500e-01, 1.838447e-05, 8.839958e-09, 1.923357e-01, 4.630441e-07, 2.782491e-01, 3.162812e-02, 1.183661e-02, 9.249121e-06, 4.844651e-07, 2.950682e-06, 1.801836e-07, 1.575623e-07, 1.967349e-06, 1.149648e-08, 4.252749e-05, 1.405105e-08, 5.818690e-05, 4.551181e-05, 3.845323e-08, 2.401347e-08, 5.730981e-07, 5.915709e-09, 4.758900e-08, 1.134853e-07, 4.399954e-08, 5.482247e-09, 2.631238e-08, 3.461039e-09, 1.205312e-09, 1.588249e-10, 3.995905e-08, 1.391674e-02, 4.566810e+00, 1.202661e+04, 1.214833e+04
7.300000e-03, 4.279028e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702830e-01, 5.192595e-01, -4.105608e+06, 1.722421e+03, 2.501106e+04, 1.722421e+03, 4.699982e+06, 3.519202e-03, 4.823148e-01, 1.835466e-05, 8.818192e-09, 1.922913e-01, 4.619138e-07, 2.782650e-01, 3.162518e-02, 1.180447e-02, 9.207876e-06, 4.824525e-07, 2.950332e-06, 1.800017e-07, 1.575819e-07, 1.955503e-06, 1.140956e-08, 4.222414e-05, 1.392392e-08, 5.808722e-05, 4.511752e-05, 3.826530e-08, 2.381972e-08, 5.706143e-07, 5.856927e-09, 4.709335e-08, 1.121448e-07, 4.347771e-08, 5.409928e-09, 2.631067e-08, 3.405230e-09, 1.183982e-09, 1.556229e-10, 3.995601e-08, 1.391584e-02, 4.567007e+00, 1.199301e+04, 1.211452e+04
7.400000e-03, 4.337755e-02, 2.896647e+00, 6.677000e-01, 2.896647e+00, 1.702758e-01, 5.192595e-01, -4.093483e+06, 1.722236e+03, 2.501106e+04, 1.722236e+03, 4.699982e+06, 3.518976e-03, 4.823790e-01, 1.832511e-05, 8.796564e-09, 1.922471e-01, 4.607944e-07, 2.782808e-01, 3.162226e-02, 1.177257e-02, 9.167049e-06, 4.804600e-07, 2.949989e-06, 1.798211e-07, 1.576014e-07, 1.943789e-06, 1.132378e-08, 4.192459e-05, 1.379869e-08, 5.798797e-05, 4.472896e-05, 3.807950e-08, 2.362868e-08, 5.681564e-07, 5.799096e-09, 4.660566e-08, 1.108283e-07, 4.296521e-08, 5.339024e-09, 2.630898e-08, 3.350687e-09, 1.163177e-09, 1.525056e-10, 3.995300e-08, 1.391494e-02, 4.567202e+00, 1.195965e+04, 1.208096e+04
