Distance_PFRC9_(m), Plug_flow_residence_time_PFRC9_(sec), Internal_surface_area_per_unit_distance_PFRC9_(m), Cross-section_area_PFRC9_(m2), External_surface_area_per_unit_distance_PFRC9_(m), Velocity_PFRC9_(m/sec), Exit_mass_flow_rate_PFRC9_(kg/sec), Volumetric_heat_production_rate_PFRC9_(J/m3-sec), Surface_temperature_PFRC9_(K), Heat_loss_rate_PFRC9_(J/m-sec), Temperature_PFRC9_(K), Pressure_PFRC9_(Pa), Mass_fraction_H2_PFRC9_(), Mass_fraction_H_PFRC9_(), Mass_fraction_OH_PFRC9_(), Mass_fraction_H2O_PFRC9_(), Mass_fraction_CH3_PFRC9_(), Mass_fraction_CH4_PFRC9_(), Mass_fraction_CO_PFRC9_(), Mass_fraction_CO2_PFRC9_(), Mass_fraction_HCO_PFRC9_(), Mass_fraction_CH2O_PFRC9_(), Mass_fraction_CH3OH_PFRC9_(), Mass_fraction_C2H2_PFRC9_(), Mass_fraction_C2H3_PFRC9_(), Mass_fraction_C2H4_PFRC9_(), Mass_fraction_C2H5_PFRC9_(), Mass_fraction_C2H6_PFRC9_(), Mass_fraction_CH2CO_PFRC9_(), Mass_fraction_HCCOH_PFRC9_(), Mass_fraction_N2_PFRC9_(), Mass_fraction_C3H8_PFRC9_(), Mass_fraction_CH3CHO_PFRC9_(), Molecular_weight_PFRC9_(kg/mole), Mass_density_PFRC9_(kg/m3), Unburned_hydrocarbons_PFRC9_(ppm), Volatile_organic_compounds_PFRC9_(ppm)
6.600000e-01, 7.294723e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.921561e+00, 1.081631e-01, -2.209372e+05, 1.604914e+03, 2.057880e+04, 1.604914e+03, 4.700009e+06, 6.395510e-02, 3.975443e-07, 1.207948e-07, 2.593157e-01, 7.941625e-06, 3.357545e-02, 5.149905e-01, 1.206942e-01, 1.546846e-07, 5.317826e-06, 4.537019e-07, 9.169134e-05, 1.439628e-08, 2.230074e-04, 5.066669e-08, 2.081172e-05, 2.027726e-06, 9.075814e-09, 7.116943e-03, 2.569825e-08, 6.595658e-08, 1.436635e-02, 5.060095e+00, 3.042357e+04, 3.042783e+04
6.700000e-01, 7.406835e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.917750e+00, 1.081631e-01, -2.131897e+05, 1.604205e+03, 2.057880e+04, 1.604205e+03, 4.700009e+06, 6.396139e-02, 3.946155e-07, 1.196253e-07, 2.592756e-01, 7.880954e-06, 3.356974e-02, 5.149606e-01, 1.207667e-01, 1.539155e-07, 5.316873e-06, 4.513583e-07, 9.043346e-05, 1.416884e-08, 2.213233e-04, 5.018079e-08, 2.075326e-05, 2.016380e-06, 8.915991e-09, 7.116943e-03, 2.556357e-08, 6.586843e-08, 1.436614e-02, 5.062257e+00, 3.041479e+04, 3.041904e+04
6.800000e-01, 7.518995e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.913940e+00, 1.081631e-01, -2.055815e+05, 1.603497e+03, 2.057880e+04, 1.603497e+03, 4.700010e+06, 6.396764e-02, 3.917078e-07, 1.184671e-07, 2.592356e-01, 7.820765e-06, 3.356413e-02, 5.149305e-01, 1.208393e-01, 1.531500e-07, 5.315929e-06, 4.490333e-07, 8.919343e-05, 1.394506e-08, 2.196534e-04, 4.969987e-08, 2.069511e-05, 2.005107e-06, 8.759046e-09, 7.116943e-03, 2.542985e-08, 6.578068e-08, 1.436594e-02, 5.064421e+00, 3.040614e+04, 3.041038e+04
6.900000e-01, 7.631203e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.910131e+00, 1.081631e-01, -1.981065e+05, 1.602790e+03, 2.057880e+04, 1.602790e+03, 4.700010e+06, 6.397385e-02, 3.888210e-07, 1.173200e-07, 2.591957e-01, 7.761053e-06, 3.355862e-02, 5.149000e-01, 1.209120e-01, 1.523881e-07, 5.314995e-06, 4.467267e-07, 8.797096e-05, 1.372490e-08, 2.179975e-04, 4.922385e-08, 2.063726e-05, 1.993906e-06, 8.604924e-09, 7.116943e-03, 2.529710e-08, 6.569334e-08, 1.436574e-02, 5.066586e+00, 3.039763e+04, 3.040186e+04
7.000000e-01, 7.743459e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.906323e+00, 1.081631e-01, -1.907352e+05, 1.602083e+03, 2.057880e+04, 1.602083e+03, 4.700010e+06, 6.398002e-02, 3.859550e-07, 1.161839e-07, 2.591559e-01, 7.701812e-06, 3.355322e-02, 5.148693e-01, 1.209847e-01, 1.516298e-07, 5.314070e-06, 4.444382e-07, 8.676577e-05, 1.350829e-08, 2.163555e-04, 4.875268e-08, 2.057970e-05, 1.982776e-06, 8.453570e-09, 7.116943e-03, 2.516528e-08, 6.560639e-08, 1.436554e-02, 5.068752e+00, 3.038925e+04, 3.039347e+04
7.100000e-01, 7.855763e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.902515e+00, 1.081631e-01, -1.834698e+05, 1.601376e+03, 2.057880e+04, 1.601376e+03, 4.700010e+06, 6.398614e-02, 3.831095e-07, 1.150587e-07, 2.591162e-01, 7.643038e-06, 3.354791e-02, 5.148382e-01, 1.210575e-01, 1.508750e-07, 5.313154e-06, 4.421677e-07, 8.557760e-05, 1.329516e-08, 2.147272e-04, 4.828628e-08, 2.052244e-05, 1.971717e-06, 8.304933e-09, 7.116943e-03, 2.503440e-08, 6.551983e-08, 1.436535e-02, 5.070920e+00, 3.038100e+04, 3.038521e+04
7.200000e-01, 7.968114e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.898708e+00, 1.081631e-01, -1.763147e+05, 1.600670e+03, 2.057880e+04, 1.600670e+03, 4.700010e+06, 6.399222e-02, 3.802844e-07, 1.139444e-07, 2.590767e-01, 7.584726e-06, 3.354270e-02, 5.148069e-01, 1.211304e-01, 1.501237e-07, 5.312247e-06, 4.399151e-07, 8.440616e-05, 1.308546e-08, 2.131124e-04, 4.782460e-08, 2.046547e-05, 1.960727e-06, 8.158958e-09, 7.116943e-03, 2.490445e-08, 6.543366e-08, 1.436515e-02, 5.073089e+00, 3.037288e+04, 3.037708e+04
7.300000e-01, 8.080514e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.894902e+00, 1.081631e-01, -1.692763e+05, 1.599965e+03, 2.057880e+04, 1.599965e+03, 4.700010e+06, 6.399826e-02, 3.774796e-07, 1.128407e-07, 2.590373e-01, 7.526871e-06, 3.353760e-02, 5.147753e-01, 1.212034e-01, 1.493760e-07, 5.311350e-06, 4.376801e-07, 8.325120e-05, 1.287912e-08, 2.115109e-04, 4.736759e-08, 2.040878e-05, 1.949807e-06, 8.015595e-09, 7.116943e-03, 2.477539e-08, 6.534786e-08, 1.436497e-02, 5.075260e+00, 3.036488e+04, 3.036907e+04
7.400000e-01, 8.192962e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.891097e+00, 1.081631e-01, -1.623643e+05, 1.599260e+03, 2.057880e+04, 1.599260e+03, 4.700011e+06, 6.400426e-02, 3.746948e-07, 1.117476e-07, 2.589980e-01, 7.469469e-06, 3.353258e-02, 5.147434e-01, 1.212764e-01, 1.486317e-07, 5.310462e-06, 4.354627e-07, 8.211245e-05, 1.267609e-08, 2.099227e-04, 4.691517e-08, 2.035237e-05, 1.938954e-06, 7.874793e-09, 7.116943e-03, 2.464724e-08, 6.526242e-08, 1.436478e-02, 5.077432e+00, 3.035701e+04, 3.036119e+04
7.500000e-01, 8.305458e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.887293e+00, 1.081631e-01, -1.555912e+05, 1.598555e+03, 2.057880e+04, 1.598555e+03, 4.700011e+06, 6.401022e-02, 3.719298e-07, 1.106650e-07, 2.589589e-01, 7.412514e-06, 3.352766e-02, 5.147112e-01, 1.213496e-01, 1.478909e-07, 5.309583e-06, 4.332626e-07, 8.098967e-05, 1.247631e-08, 2.083475e-04, 4.646730e-08, 2.029624e-05, 1.928169e-06, 7.736502e-09, 7.116943e-03, 2.451996e-08, 6.517736e-08, 1.436460e-02, 5.079606e+00, 3.034926e+04, 3.035343e+04
7.600000e-01, 8.418003e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.883489e+00, 1.081631e-01, -1.489728e+05, 1.597851e+03, 2.057880e+04, 1.597851e+03, 4.700011e+06, 6.401614e-02, 3.691847e-07, 1.095926e-07, 2.589198e-01, 7.356003e-06, 3.352283e-02, 5.146788e-01, 1.214228e-01, 1.471536e-07, 5.308713e-06, 4.310797e-07, 7.988259e-05, 1.227973e-08, 2.067853e-04, 4.602391e-08, 2.024037e-05, 1.917451e-06, 7.600674e-09, 7.116943e-03, 2.439356e-08, 6.509264e-08, 1.436442e-02, 5.081781e+00, 3.034163e+04, 3.034579e+04
7.700000e-01, 8.530595e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.879686e+00, 1.081631e-01, -1.425290e+05, 1.597148e+03, 2.057880e+04, 1.597148e+03, 4.700011e+06, 6.402202e-02, 3.664590e-07, 1.085306e-07, 2.588809e-01, 7.299931e-06, 3.351810e-02, 5.146461e-01, 1.214960e-01, 1.464196e-07, 5.307852e-06, 4.289138e-07, 7.879098e-05, 1.208628e-08, 2.052358e-04, 4.558496e-08, 2.018478e-05, 1.906799e-06, 7.467261e-09, 7.116943e-03, 2.426801e-08, 6.500828e-08, 1.436425e-02, 5.083957e+00, 3.033412e+04, 3.033827e+04
7.800000e-01, 8.643236e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.875884e+00, 1.081631e-01, -1.362200e+05, 1.596445e+03, 2.057880e+04, 1.596445e+03, 4.700011e+06, 6.402787e-02, 3.637528e-07, 1.074786e-07, 2.588420e-01, 7.244294e-06, 3.351345e-02, 5.146132e-01, 1.215694e-01, 1.456891e-07, 5.307000e-06, 4.267648e-07, 7.771459e-05, 1.189591e-08, 2.036988e-04, 4.515038e-08, 2.012945e-05, 1.896212e-06, 7.336219e-09, 7.116943e-03, 2.414332e-08, 6.492425e-08, 1.436407e-02, 5.086135e+00, 3.032672e+04, 3.033087e+04
7.900000e-01, 8.755925e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.872082e+00, 1.081631e-01, -1.298614e+05, 1.595742e+03, 2.057880e+04, 1.595742e+03, 4.700011e+06, 6.403368e-02, 3.610658e-07, 1.064367e-07, 2.588033e-01, 7.189086e-06, 3.350889e-02, 5.145800e-01, 1.216428e-01, 1.449619e-07, 5.306156e-06, 4.246325e-07, 7.665321e-05, 1.170858e-08, 2.021744e-04, 4.472012e-08, 2.007438e-05, 1.885690e-06, 7.207510e-09, 7.116943e-03, 2.401946e-08, 6.484057e-08, 1.436390e-02, 5.088314e+00, 3.031944e+04, 3.032358e+04
8.000000e-01, 8.868662e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.868281e+00, 1.081631e-01, -1.236044e+05, 1.595040e+03, 2.057880e+04, 1.595040e+03, 4.700012e+06, 6.403945e-02, 3.583979e-07, 1.054046e-07, 2.587647e-01, 7.134305e-06, 3.350442e-02, 5.145465e-01, 1.217162e-01, 1.442381e-07, 5.305322e-06, 4.225169e-07, 7.560659e-05, 1.152423e-08, 2.006623e-04, 4.429413e-08, 2.001957e-05, 1.875232e-06, 7.081085e-09, 7.116943e-03, 2.389643e-08, 6.475722e-08, 1.436373e-02, 5.090495e+00, 3.031228e+04, 3.031641e+04
8.100000e-01, 8.981448e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.864481e+00, 1.081631e-01, -1.174492e+05, 1.594338e+03, 2.057880e+04, 1.594338e+03, 4.700012e+06, 6.404518e-02, 3.557489e-07, 1.043824e-07, 2.587261e-01, 7.079945e-06, 3.350003e-02, 5.145128e-01, 1.217898e-01, 1.435177e-07, 5.304496e-06, 4.204176e-07, 7.457451e-05, 1.134281e-08, 1.991623e-04, 4.387235e-08, 1.996501e-05, 1.864838e-06, 6.956900e-09, 7.116943e-03, 2.377422e-08, 6.467420e-08, 1.436357e-02, 5.092678e+00, 3.030522e+04, 3.030934e+04
8.200000e-01, 9.094282e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.860681e+00, 1.081631e-01, -1.113970e+05, 1.593637e+03, 2.057880e+04, 1.593637e+03, 4.700012e+06, 6.405088e-02, 3.531186e-07, 1.033699e-07, 2.586877e-01, 7.026003e-06, 3.349573e-02, 5.144789e-01, 1.218634e-01, 1.428005e-07, 5.303679e-06, 4.183347e-07, 7.355674e-05, 1.116427e-08, 1.976744e-04, 4.345473e-08, 1.991070e-05, 1.854506e-06, 6.834913e-09, 7.116943e-03, 2.365281e-08, 6.459150e-08, 1.436341e-02, 5.094861e+00, 3.029828e+04, 3.030239e+04
8.300000e-01, 9.207164e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.856882e+00, 1.081631e-01, -1.054502e+05, 1.592936e+03, 2.057880e+04, 1.592936e+03, 4.700012e+06, 6.405654e-02, 3.505070e-07, 1.023669e-07, 2.586494e-01, 6.972474e-06, 3.349151e-02, 5.144447e-01, 1.219371e-01, 1.420867e-07, 5.302871e-06, 4.162679e-07, 7.255306e-05, 1.098855e-08, 1.961984e-04, 4.304123e-08, 1.985664e-05, 1.844236e-06, 6.715083e-09, 7.116943e-03, 2.353219e-08, 6.450911e-08, 1.436325e-02, 5.097047e+00, 3.029144e+04, 3.029554e+04
8.400000e-01, 9.320095e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.853083e+00, 1.081631e-01, -9.961196e+04, 1.592235e+03, 2.057880e+04, 1.592235e+03, 4.700012e+06, 6.406217e-02, 3.479138e-07, 1.013735e-07, 2.586112e-01, 6.919355e-06, 3.348737e-02, 5.144102e-01, 1.220108e-01, 1.413761e-07, 5.302071e-06, 4.142171e-07, 7.156326e-05, 1.081562e-08, 1.947341e-04, 4.263180e-08, 1.980282e-05, 1.834028e-06, 6.597369e-09, 7.116943e-03, 2.341236e-08, 6.442703e-08, 1.436309e-02, 5.099234e+00, 3.028471e+04, 3.028880e+04
8.500000e-01, 9.433074e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.849285e+00, 1.081631e-01, -9.388706e+04, 1.591535e+03, 2.057880e+04, 1.591535e+03, 4.700012e+06, 6.406777e-02, 3.453390e-07, 1.003895e-07, 2.585731e-01, 6.866640e-06, 3.348331e-02, 5.143755e-01, 1.220846e-01, 1.406688e-07, 5.301280e-06, 4.121823e-07, 7.058713e-05, 1.064542e-08, 1.932815e-04, 4.222637e-08, 1.974924e-05, 1.823880e-06, 6.481731e-09, 7.116943e-03, 2.329330e-08, 6.434526e-08, 1.436294e-02, 5.101422e+00, 3.027808e+04, 3.028216e+04
8.600000e-01, 9.546102e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.845488e+00, 1.081631e-01, -8.828181e+04, 1.590836e+03, 2.057880e+04, 1.590836e+03, 4.700013e+06, 6.407333e-02, 3.427823e-07, 9.941477e-08, 2.585350e-01, 6.814328e-06, 3.347933e-02, 5.143406e-01, 1.221585e-01, 1.399647e-07, 5.300497e-06, 4.101631e-07, 6.962445e-05, 1.047791e-08, 1.918404e-04, 4.182491e-08, 1.969590e-05, 1.813793e-06, 6.368130e-09, 7.116943e-03, 2.317501e-08, 6.426378e-08, 1.436279e-02, 5.103612e+00, 3.027156e+04, 3.027563e+04
8.700000e-01, 9.659178e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.841691e+00, 1.081631e-01, -8.280431e+04, 1.590136e+03, 2.057880e+04, 1.590136e+03, 4.700013e+06, 6.407886e-02, 3.402436e-07, 9.844926e-08, 2.584971e-01, 6.762413e-06, 3.347542e-02, 5.143055e-01, 1.222324e-01, 1.392638e-07, 5.299723e-06, 4.081596e-07, 6.867502e-05, 1.031304e-08, 1.904107e-04, 4.142736e-08, 1.964279e-05, 1.803766e-06, 6.256527e-09, 7.116943e-03, 2.305747e-08, 6.418260e-08, 1.436264e-02, 5.105804e+00, 3.026513e+04, 3.026920e+04
8.800000e-01, 9.772303e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.837895e+00, 1.081631e-01, -7.746472e+04, 1.589437e+03, 2.057880e+04, 1.589437e+03, 4.700013e+06, 6.408436e-02, 3.377228e-07, 9.749286e-08, 2.584593e-01, 6.710891e-06, 3.347159e-02, 5.142702e-01, 1.223064e-01, 1.385662e-07, 5.298957e-06, 4.061716e-07, 6.773863e-05, 1.015076e-08, 1.889922e-04, 4.103368e-08, 1.958991e-05, 1.793797e-06, 6.146886e-09, 7.116943e-03, 2.294068e-08, 6.410171e-08, 1.436249e-02, 5.107997e+00, 3.025881e+04, 3.026287e+04
8.900000e-01, 9.885476e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.834100e+00, 1.081631e-01, -7.209867e+04, 1.588739e+03, 2.057880e+04, 1.588739e+03, 4.700013e+06, 6.408982e-02, 3.352198e-07, 9.654549e-08, 2.584215e-01, 6.659761e-06, 3.346784e-02, 5.142346e-01, 1.223805e-01, 1.378717e-07, 5.298200e-06, 4.041990e-07, 6.681514e-05, 9.991049e-09, 1.875849e-04, 4.064384e-08, 1.953725e-05, 1.783887e-06, 6.039178e-09, 7.116943e-03, 2.282463e-08, 6.402110e-08, 1.436234e-02, 5.110192e+00, 3.025259e+04, 3.025663e+04
9.000000e-01, 9.998698e-02, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.830304e+00, 1.081631e-01, -6.674674e+04, 1.588041e+03, 2.057880e+04, 1.588041e+03, 4.700013e+06, 6.409526e-02, 3.327344e-07, 9.560706e-08, 2.583838e-01, 6.609017e-06, 3.346416e-02, 5.141988e-01, 1.224547e-01, 1.371804e-07, 5.297451e-06, 4.022416e-07, 6.590434e-05, 9.833856e-09, 1.861887e-04, 4.025779e-08, 1.948482e-05, 1.774035e-06, 5.933366e-09, 7.116943e-03, 2.270931e-08, 6.394077e-08, 1.436220e-02, 5.112388e+00, 3.024646e+04, 3.025050e+04
9.100000e-01, 1.011197e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.826510e+00, 1.081631e-01, -6.145074e+04, 1.587343e+03, 2.057880e+04, 1.587343e+03, 4.700013e+06, 6.410066e-02, 3.302664e-07, 9.467747e-08, 2.583463e-01, 6.558657e-06, 3.346055e-02, 5.141628e-01, 1.225289e-01, 1.364922e-07, 5.296710e-06, 4.002993e-07, 6.500603e-05, 9.679136e-09, 1.848033e-04, 3.987548e-08, 1.943262e-05, 1.764241e-06, 5.829412e-09, 7.116943e-03, 2.259471e-08, 6.386071e-08, 1.436206e-02, 5.114586e+00, 3.024042e+04, 3.024446e+04
9.200000e-01, 1.022529e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.822716e+00, 1.081631e-01, -5.620493e+04, 1.586645e+03, 2.057880e+04, 1.586645e+03, 4.700014e+06, 6.410604e-02, 3.278158e-07, 9.375663e-08, 2.583088e-01, 6.508676e-06, 3.345701e-02, 5.141265e-01, 1.226031e-01, 1.358072e-07, 5.295977e-06, 3.983721e-07, 6.412003e-05, 9.526848e-09, 1.834287e-04, 3.949686e-08, 1.938063e-05, 1.754504e-06, 5.727282e-09, 7.116943e-03, 2.248082e-08, 6.378093e-08, 1.436192e-02, 5.116785e+00, 3.023448e+04, 3.023851e+04
9.300000e-01, 1.033866e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.818922e+00, 1.081631e-01, -5.100377e+04, 1.585948e+03, 2.057880e+04, 1.585948e+03, 4.700014e+06, 6.411138e-02, 3.253824e-07, 9.284446e-08, 2.582714e-01, 6.459071e-06, 3.345354e-02, 5.140901e-01, 1.226774e-01, 1.351253e-07, 5.295253e-06, 3.964597e-07, 6.324614e-05, 9.376951e-09, 1.820649e-04, 3.912190e-08, 1.932886e-05, 1.744823e-06, 5.626943e-09, 7.116943e-03, 2.236763e-08, 6.370141e-08, 1.436179e-02, 5.118986e+00, 3.022864e+04, 3.023265e+04
9.400000e-01, 1.045207e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.815129e+00, 1.081631e-01, -4.584206e+04, 1.585251e+03, 2.057880e+04, 1.585251e+03, 4.700014e+06, 6.411670e-02, 3.229660e-07, 9.194086e-08, 2.582341e-01, 6.409838e-06, 3.345015e-02, 5.140534e-01, 1.227518e-01, 1.344464e-07, 5.294536e-06, 3.945621e-07, 6.238420e-05, 9.229407e-09, 1.807115e-04, 3.875055e-08, 1.927730e-05, 1.735198e-06, 5.528361e-09, 7.116943e-03, 2.225514e-08, 6.362215e-08, 1.436166e-02, 5.121189e+00, 3.022288e+04, 3.022689e+04
9.500000e-01, 1.056554e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.811336e+00, 1.081631e-01, -4.071505e+04, 1.584555e+03, 2.057880e+04, 1.584555e+03, 4.700014e+06, 6.412198e-02, 3.205666e-07, 9.104576e-08, 2.581968e-01, 6.360975e-06, 3.344682e-02, 5.140166e-01, 1.228263e-01, 1.337707e-07, 5.293828e-06, 3.926792e-07, 6.153402e-05, 9.084175e-09, 1.793687e-04, 3.838277e-08, 1.922595e-05, 1.725628e-06, 5.431506e-09, 7.116943e-03, 2.214333e-08, 6.354315e-08, 1.436152e-02, 5.123393e+00, 3.021722e+04, 3.022121e+04
9.600000e-01, 1.067905e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.807544e+00, 1.081631e-01, -3.561861e+04, 1.583859e+03, 2.057880e+04, 1.583859e+03, 4.700014e+06, 6.412724e-02, 3.181839e-07, 9.015905e-08, 2.581597e-01, 6.312477e-06, 3.344355e-02, 5.139795e-01, 1.229008e-01, 1.330980e-07, 5.293128e-06, 3.908108e-07, 6.069544e-05, 8.941218e-09, 1.780362e-04, 3.801852e-08, 1.917481e-05, 1.716113e-06, 5.336344e-09, 7.116943e-03, 2.203220e-08, 6.346440e-08, 1.436140e-02, 5.125599e+00, 3.021164e+04, 3.021563e+04
9.700000e-01, 1.079262e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.803753e+00, 1.081631e-01, -3.054933e+04, 1.583163e+03, 2.057880e+04, 1.583163e+03, 4.700015e+06, 6.413247e-02, 3.158180e-07, 8.928067e-08, 2.581226e-01, 6.264342e-06, 3.344035e-02, 5.139423e-01, 1.229753e-01, 1.324283e-07, 5.292436e-06, 3.889569e-07, 5.986827e-05, 8.800498e-09, 1.767139e-04, 3.765776e-08, 1.912388e-05, 1.706652e-06, 5.242845e-09, 7.116943e-03, 2.192175e-08, 6.338590e-08, 1.436127e-02, 5.127807e+00, 3.020615e+04, 3.021013e+04
9.800000e-01, 1.090623e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.799961e+00, 1.081631e-01, -2.550475e+04, 1.582468e+03, 2.057880e+04, 1.582468e+03, 4.700015e+06, 6.413767e-02, 3.134685e-07, 8.841053e-08, 2.580856e-01, 6.216565e-06, 3.343722e-02, 5.139048e-01, 1.230499e-01, 1.317617e-07, 5.291752e-06, 3.871173e-07, 5.905236e-05, 8.661978e-09, 1.754018e-04, 3.730045e-08, 1.907315e-05, 1.697245e-06, 5.150978e-09, 7.116943e-03, 2.181196e-08, 6.330765e-08, 1.436114e-02, 5.130016e+00, 3.020074e+04, 3.020471e+04
9.900000e-01, 1.101989e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.796170e+00, 1.081631e-01, -2.075806e+04, 1.581773e+03, 2.057880e+04, 1.581773e+03, 4.700015e+06, 6.414285e-02, 3.111355e-07, 8.754854e-08, 2.580487e-01, 6.169145e-06, 3.343415e-02, 5.138672e-01, 1.231246e-01, 1.310981e-07, 5.291076e-06, 3.852919e-07, 5.824751e-05, 8.525618e-09, 1.740997e-04, 3.694655e-08, 1.902262e-05, 1.687892e-06, 5.060717e-09, 7.116943e-03, 2.170282e-08, 6.322964e-08, 1.436102e-02, 5.132227e+00, 3.019542e+04, 3.019938e+04
1.000000e+00, 1.113360e-01, 1.735181e-01, 2.395960e-03, 1.735181e-01, 8.792380e+00, 1.081631e-01, -1.713821e+04, 1.581078e+03, 2.057880e+04, 1.581078e+03, 4.700015e+06, 6.414800e-02, 3.088190e-07, 8.669461e-08, 2.580118e-01, 6.122080e-06, 3.343114e-02, 5.138294e-01, 1.231994e-01, 1.304375e-07, 5.290408e-06, 3.834808e-07, 5.745352e-05, 8.391371e-09, 1.728076e-04, 3.659605e-08, 1.897230e-05, 1.678593e-06, 4.972042e-09, 7.116943e-03, 2.159433e-08, 6.315191e-08, 1.436090e-02, 5.134439e+00, 3.019018e+04, 3.019414e+04
