Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mass_fraction_H2_PFRC2_(), Mass_fraction_H_PFRC2_(), Mass_fraction_O2_PFRC2_(), Mass_fraction_OH_PFRC2_(), Mass_fraction_H2O_PFRC2_(), Mass_fraction_HO2_PFRC2_(), Mass_fraction_H2O2_PFRC2_(), Mass_fraction_CH3_PFRC2_(), Mass_fraction_CH4_PFRC2_(), Mass_fraction_CO_PFRC2_(), Mass_fraction_CO2_PFRC2_(), Mass_fraction_HCO_PFRC2_(), Mass_fraction_CH2O_PFRC2_(), Mass_fraction_CH3OH_PFRC2_(), Mass_fraction_C2H2_PFRC2_(), Mass_fraction_C2H3_PFRC2_(), Mass_fraction_C2H4_PFRC2_(), Mass_fraction_C2H5_PFRC2_(), Mass_fraction_C2H6_PFRC2_(), Mass_fraction_CH2CO_PFRC2_(), Mass_fraction_N2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
0.000000e+00, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.621438e-01, 1.317000e-01, 1.243330e+08, 1.445342e+03, 0.000000e+00, 1.445342e+03, 4.700000e+06, 8.038381e-03, 2.023110e-08, 7.749638e-04, 4.862211e-08, 4.193547e-01, 5.251848e-07, 1.569092e-07, 1.644256e-05, 1.734607e-01, 7.332793e-02, 2.584455e-01, 3.927743e-09, 6.258793e-05, 1.673924e-05, 1.870603e-02, 8.145426e-07, 3.917272e-02, 2.504177e-06, 2.368566e-03, 2.822574e-05, 6.222399e-03, 2.040319e-02, 7.979773e+00, 3.101395e+05, 3.102201e+05
1.734973e-05, 1.069801e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.622083e-01, 1.317000e-01, 9.681484e+07, 1.445878e+03, -3.276450e+05, 1.445878e+03, 4.700002e+06, 8.041256e-03, 2.002118e-08, 6.393448e-04, 4.785341e-08, 4.194385e-01, 4.278172e-07, 1.277309e-07, 1.625521e-05, 1.734087e-01, 7.335035e-02, 2.585146e-01, 3.792592e-09, 5.962766e-05, 1.650140e-05, 1.871264e-02, 8.066013e-07, 3.918506e-02, 2.468213e-06, 2.362644e-03, 2.817812e-05, 6.222399e-03, 2.040263e-02, 7.976600e+00, 3.100849e+05, 3.101632e+05
1.168758e-04, 7.201108e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.624029e-01, 1.317000e-01, 2.010836e+07, 1.447322e+03, -3.276450e+05, 1.447322e+03, 4.700002e+06, 8.063458e-03, 1.909903e-08, 2.204528e-04, 4.482259e-08, 4.196816e-01, 1.397215e-07, 4.151461e-08, 1.544579e-05, 1.732399e-01, 7.344480e-02, 2.587474e-01, 3.117047e-09, 2.696047e-05, 1.251526e-05, 1.877321e-02, 7.708314e-07, 3.924513e-02, 2.315516e-06, 2.276505e-03, 2.687475e-05, 6.222399e-03, 2.039854e-02, 7.967042e+00, 3.098719e+05, 3.099243e+05
3.307553e-04, 2.036627e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.624844e-01, 1.317000e-01, -5.735180e+06, 1.447606e+03, -3.276450e+05, 1.447606e+03, 4.700002e+06, 8.102308e-03, 1.842270e-08, 2.499596e-05, 4.269557e-08, 4.197385e-01, 1.528878e-08, 4.536777e-09, 1.482328e-05, 1.731154e-01, 7.349923e-02, 2.589227e-01, 2.741030e-09, 6.805944e-06, 8.784836e-06, 1.890507e-02, 7.424150e-07, 3.924279e-02, 2.206383e-06, 2.168551e-03, 2.460900e-05, 6.222399e-03, 2.039230e-02, 7.963046e+00, 3.096746e+05, 3.097087e+05
9.084273e-04, 5.591576e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.625116e-01, 1.317000e-01, -3.730792e+06, 1.447272e+03, -3.276450e+05, 1.447272e+03, 4.700002e+06, 8.167059e-03, 1.838446e-08, 7.972059e-08, 4.218515e-08, 4.195666e-01, 1.553917e-10, 1.698763e-10, 1.466614e-05, 1.729464e-01, 7.352686e-02, 2.591480e-01, 2.700189e-09, 4.126043e-06, 8.108397e-06, 1.904667e-02, 7.360414e-07, 3.916833e-02, 2.197070e-06, 2.153691e-03, 2.390362e-05, 6.222399e-03, 2.038419e-02, 7.961713e+00, 3.094298e+05, 3.094610e+05
2.195019e-03, 1.350614e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.626145e-01, 1.317000e-01, -2.195571e+06, 1.447434e+03, -3.276450e+05, 1.447434e+03, 4.700002e+06, 8.267601e-03, 1.870725e-08, 2.080083e-12, 4.240765e-08, 4.191724e-01, 2.870633e-15, 5.899735e-13, 1.472424e-05, 1.726684e-01, 7.361299e-02, 2.595621e-01, 2.751426e-09, 4.103262e-06, 8.054409e-06, 1.901697e-02, 7.424607e-07, 3.924932e-02, 2.234570e-06, 2.173989e-03, 2.384081e-05, 6.222399e-03, 2.037357e-02, 7.956677e+00, 3.090144e+05, 3.090455e+05
1.184932e-02, 7.270059e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.635973e-01, 1.317000e-01, -1.375338e+06, 1.451775e+03, -3.276450e+05, 1.451775e+03, 4.700002e+06, 8.769577e-03, 2.080211e-08, 6.364737e-13, 4.496422e-08, 4.168477e-01, 2.163473e-15, 6.261988e-13, 1.539578e-05, 1.720500e-01, 7.540989e-02, 2.609905e-01, 3.065948e-09, 4.101851e-06, 7.921234e-06, 1.862972e-02, 7.755936e-07, 3.884399e-02, 2.352197e-06, 2.182478e-03, 2.314587e-05, 6.222399e-03, 2.031190e-02, 7.908876e+00, 3.061176e+05, 3.061478e+05
1.200000e-02, 7.362162e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.636132e-01, 1.317000e-01, -1.375625e+06, 1.451850e+03, -3.276450e+05, 1.451850e+03, 4.700002e+06, 8.776063e-03, 2.083148e-08, 6.359181e-13, 4.500377e-08, 4.168171e-01, 2.166983e-15, 6.266846e-13, 1.540610e-05, 1.720480e-01, 7.544922e-02, 2.609970e-01, 3.070731e-09, 4.102144e-06, 7.920086e-06, 1.862497e-02, 7.759202e-07, 3.882970e-02, 2.352896e-06, 2.181808e-03, 2.313681e-05, 6.222399e-03, 2.031098e-02, 7.908106e+00, 3.060722e+05, 3.061024e+05
2.400000e-02, 1.466834e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.648741e-01, 1.317000e-01, -1.522835e+06, 1.457647e+03, -3.276450e+05, 1.457647e+03, 4.700002e+06, 9.265462e-03, 2.310611e-08, 6.792227e-13, 4.804130e-08, 4.146267e-01, 2.376741e-15, 6.623216e-13, 1.618776e-05, 1.719502e-01, 7.920855e-02, 2.607195e-01, 3.474088e-09, 4.123964e-06, 7.833458e-06, 1.823795e-02, 7.964003e-07, 3.759610e-02, 2.387014e-06, 2.119300e-03, 2.246755e-05, 6.222399e-03, 2.023613e-02, 7.847628e+00, 3.023566e+05, 3.023860e+05
3.600000e-02, 2.191921e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.661217e-01, 1.317000e-01, -1.636298e+06, 1.462974e+03, -3.276450e+05, 1.462974e+03, 4.700002e+06, 9.747526e-03, 2.540140e-08, 7.214948e-13, 5.092570e-08, 4.126401e-01, 2.568844e-15, 6.944792e-13, 1.691249e-05, 1.718208e-01, 8.371629e-02, 2.596052e-01, 3.929141e-09, 4.135675e-06, 7.733081e-06, 1.779863e-02, 8.109563e-07, 3.633870e-02, 2.406850e-06, 2.056421e-03, 2.182184e-05, 6.222399e-03, 2.015754e-02, 7.788691e+00, 2.984496e+05, 2.984781e+05
4.800000e-02, 2.911582e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.673709e-01, 1.317000e-01, -1.709176e+06, 1.468003e+03, -3.276450e+05, 1.468003e+03, 4.700002e+06, 1.024283e-02, 2.779830e-08, 7.587271e-13, 5.373227e-08, 4.106558e-01, 2.757538e-15, 7.242701e-13, 1.760568e-05, 1.716597e-01, 8.861099e-02, 2.581841e-01, 4.435568e-09, 4.137455e-06, 7.615730e-06, 1.730519e-02, 8.213083e-07, 3.507012e-02, 2.419063e-06, 1.995004e-03, 2.115703e-05, 6.222399e-03, 2.007589e-02, 7.730562e+00, 2.943814e+05, 2.944091e+05
6.000000e-02, 3.625879e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.686266e-01, 1.317000e-01, -1.770860e+06, 1.472813e+03, -3.276450e+05, 1.472813e+03, 4.700002e+06, 1.075602e-02, 3.031782e-08, 7.896345e-13, 5.647782e-08, 4.086142e-01, 2.898257e-15, 7.517896e-13, 1.827409e-05, 1.714763e-01, 9.375973e-02, 2.566335e-01, 4.993093e-09, 4.130510e-06, 7.483314e-06, 1.676454e-02, 8.277161e-07, 3.378543e-02, 2.423887e-06, 1.934266e-03, 2.046744e-05, 6.222399e-03, 1.999167e-02, 7.672991e+00, 2.901768e+05, 2.902037e+05
7.200000e-02, 4.334863e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.698885e-01, 1.317000e-01, -1.833599e+06, 1.477419e+03, -3.276450e+05, 1.477419e+03, 4.700002e+06, 1.128769e-02, 3.296024e-08, 8.256689e-13, 5.915204e-08, 4.065063e-01, 3.094308e-15, 7.769121e-13, 1.891593e-05, 1.712670e-01, 9.910873e-02, 2.550065e-01, 5.602015e-09, 4.115753e-06, 7.337763e-06, 1.618441e-02, 8.302525e-07, 3.248938e-02, 2.421385e-06, 1.874088e-03, 1.975877e-05, 6.222399e-03, 1.990523e-02, 7.615998e+00, 2.858576e+05, 2.858836e+05
8.400000e-02, 5.038591e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.711542e-01, 1.317000e-01, -1.896951e+06, 1.481818e+03, -3.276450e+05, 1.481818e+03, 4.700002e+06, 1.183698e-02, 3.571733e-08, 8.517404e-13, 6.173692e-08, 4.043399e-01, 3.247410e-15, 7.994314e-13, 1.952698e-05, 1.710250e-01, 1.046287e-01, 2.533166e-01, 6.262364e-09, 4.094074e-06, 7.181164e-06, 1.557294e-02, 8.290037e-07, 3.118974e-02, 2.411716e-06, 1.814517e-03, 1.903987e-05, 6.222399e-03, 1.981686e-02, 7.559679e+00, 2.814449e+05, 2.814700e+05
9.600000e-02, 5.737132e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.724208e-01, 1.317000e-01, -1.962187e+06, 1.486004e+03, -3.276450e+05, 1.486004e+03, 4.700002e+06, 1.240247e-02, 3.857730e-08, 8.752706e-13, 6.421455e-08, 4.021278e-01, 3.391650e-15, 8.192206e-13, 2.010284e-05, 1.707425e-01, 1.102952e-01, 2.515675e-01, 6.973530e-09, 4.066419e-06, 7.015574e-06, 1.493861e-02, 8.241300e-07, 2.989495e-02, 2.395163e-06, 1.755693e-03, 1.831994e-05, 6.222399e-03, 1.972686e-02, 7.504147e+00, 2.769608e+05, 2.769850e+05
1.080000e-01, 6.430563e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.736854e-01, 1.317000e-01, -2.028285e+06, 1.489975e+03, -3.276450e+05, 1.489975e+03, 4.700002e+06, 1.298255e-02, 4.152686e-08, 8.947883e-13, 6.656994e-08, 3.998836e-01, 3.522770e-15, 8.362149e-13, 2.063980e-05, 1.704127e-01, 1.160842e-01, 2.497615e-01, 7.734233e-09, 4.033778e-06, 6.843069e-06, 1.428980e-02, 8.158717e-07, 2.861307e-02, 2.372132e-06, 1.697743e-03, 1.760747e-05, 6.222399e-03, 1.963555e-02, 7.449506e+00, 2.724273e+05, 2.724506e+05
1.200000e-01, 7.118972e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.749457e-01, 1.317000e-01, -2.094638e+06, 1.493731e+03, -3.276450e+05, 1.493731e+03, 4.700002e+06, 1.357550e-02, 4.455225e-08, 9.103007e-13, 6.879195e-08, 3.976201e-01, 3.639889e-15, 8.504254e-13, 2.113508e-05, 1.700299e-01, 1.219717e-01, 2.479016e-01, 8.542585e-09, 3.997156e-06, 6.665639e-06, 1.363452e-02, 8.045400e-07, 2.735154e-02, 2.343145e-06, 1.640794e-03, 1.690990e-05, 6.222399e-03, 1.954325e-02, 7.395842e+00, 2.678656e+05, 2.678880e+05
1.320000e-01, 7.802452e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.761991e-01, 1.317000e-01, -2.157087e+06, 1.497276e+03, -3.276450e+05, 1.497276e+03, 4.700002e+06, 1.417956e-02, 4.764007e-08, 9.218885e-13, 7.087373e-08, 3.953495e-01, 3.742544e-15, 8.619334e-13, 2.158695e-05, 1.695894e-01, 1.279334e-01, 2.459921e-01, 9.396210e-09, 3.957549e-06, 6.485174e-06, 1.298022e-02, 7.904980e-07, 2.611702e-02, 2.308808e-06, 1.584960e-03, 1.623353e-05, 6.222399e-03, 1.945026e-02, 7.343229e+00, 2.632961e+05, 2.633176e+05
1.440000e-01, 8.481102e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.774439e-01, 1.317000e-01, -2.219720e+06, 1.500615e+03, -3.276450e+05, 1.500615e+03, 4.700002e+06, 1.479302e-02, 5.077763e-08, 9.297925e-13, 7.281277e-08, 3.930825e-01, 3.830833e-15, 8.708851e-13, 2.199477e-05, 1.690880e-01, 1.339460e-01, 2.440382e-01, 1.029233e-08, 3.915907e-06, 6.303384e-06, 1.233350e-02, 7.741486e-07, 2.491519e-02, 2.269793e-06, 1.530345e-03, 1.558324e-05, 6.222399e-03, 1.935690e-02, 7.291716e+00, 2.587373e+05, 2.587580e+05
1.560000e-01, 9.155027e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.786784e-01, 1.317000e-01, -2.276385e+06, 1.503759e+03, -3.276450e+05, 1.503759e+03, 4.700002e+06, 1.541425e-02, 5.395384e-08, 9.342989e-13, 7.461046e-08, 3.908284e-01, 3.905230e-15, 8.774725e-13, 2.235887e-05, 1.685234e-01, 1.399875e-01, 2.420457e-01, 1.122800e-08, 3.873120e-06, 6.121817e-06, 1.170013e-02, 7.559044e-07, 2.375082e-02, 2.226804e-06, 1.477038e-03, 1.496281e-05, 6.222399e-03, 1.926343e-02, 7.241337e+00, 2.542060e+05, 2.542258e+05
1.680000e-01, 9.824333e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.799014e-01, 1.317000e-01, -2.335348e+06, 1.506718e+03, -3.276450e+05, 1.506718e+03, 4.700002e+06, 1.604169e-02, 5.715889e-08, 9.357630e-13, 7.627139e-08, 3.885950e-01, 3.966551e-15, 8.819233e-13, 2.268039e-05, 1.678945e-01, 1.460379e-01, 2.400209e-01, 1.220018e-08, 3.829994e-06, 5.941812e-06, 1.108484e-02, 7.361810e-07, 2.262770e-02, 2.180562e-06, 1.425121e-03, 1.437479e-05, 6.222399e-03, 1.917012e-02, 7.192108e+00, 2.497164e+05, 2.497355e+05
1.800000e-01, 1.048913e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.811121e-01, 1.316999e-01, -2.381256e+06, 1.509505e+03, -3.276450e+05, 1.509505e+03, 4.700002e+06, 1.667391e-02, 6.038533e-08, 9.345757e-13, 7.780336e-08, 3.863889e-01, 4.015900e-15, 8.844869e-13, 2.296129e-05, 1.672015e-01, 1.520793e-01, 2.379700e-01, 1.320596e-08, 3.787243e-06, 5.764511e-06, 1.049145e-02, 7.153670e-07, 2.154863e-02, 2.131750e-06, 1.374648e-03, 1.382071e-05, 6.222399e-03, 1.907719e-02, 7.144031e+00, 2.452809e+05, 2.452993e+05
1.920000e-01, 1.114951e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.823099e-01, 1.316999e-01, -2.439839e+06, 1.512133e+03, -3.276450e+05, 1.512133e+03, 4.700002e+06, 1.730965e-02, 6.362705e-08, 9.311442e-13, 7.921608e-08, 3.842148e-01, 4.054558e-15, 8.854273e-13, 2.320403e-05, 1.664450e-01, 1.580962e-01, 2.358990e-01, 1.424249e-08, 3.745495e-06, 5.590866e-06, 9.922771e-03, 6.938402e-07, 2.051563e-02, 2.081069e-06, 1.325683e-03, 1.330122e-05, 6.222399e-03, 1.898484e-02, 7.097093e+00, 2.409094e+05, 2.409271e+05
2.040000e-01, 1.180560e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.834947e-01, 1.316999e-01, -2.460841e+06, 1.514616e+03, -3.276450e+05, 1.514616e+03, 4.700002e+06, 1.794778e-02, 6.688067e-08, 9.258636e-13, 8.052055e-08, 3.820766e-01, 4.083856e-15, 8.849906e-13, 2.341135e-05, 1.656266e-01, 1.640757e-01, 2.338138e-01, 1.530745e-08, 3.705251e-06, 5.421604e-06, 9.380883e-03, 6.719079e-07, 1.952979e-02, 2.029053e-06, 1.278238e-03, 1.281624e-05, 6.222399e-03, 1.889324e-02, 7.051269e+00, 2.366095e+05, 2.366265e+05
2.160000e-01, 1.245749e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.846665e-01, 1.316999e-01, -2.511686e+06, 1.516968e+03, -3.276450e+05, 1.516968e+03, 4.700002e+06, 1.858728e-02, 7.014371e-08, 9.191362e-13, 8.172986e-08, 3.799767e-01, 4.105300e-15, 8.834486e-13, 2.358669e-05, 1.647487e-01, 1.700068e-01, 2.317196e-01, 1.639842e-08, 3.666982e-06, 5.257370e-06, 8.866925e-03, 6.498872e-07, 1.859158e-02, 1.976372e-06, 1.232362e-03, 1.236512e-05, 6.222399e-03, 1.880251e-02, 7.006527e+00, 2.323872e+05, 2.324036e+05
2.280000e-01, 1.310528e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.858254e-01, 1.316999e-01, -2.544111e+06, 1.519204e+03, -3.276450e+05, 1.519204e+03, 4.700002e+06, 1.922733e-02, 7.341607e-08, 9.113036e-13, 8.285603e-08, 3.779167e-01, 4.120197e-15, 8.810190e-13, 2.373307e-05, 1.638137e-01, 1.758812e-01, 2.296213e-01, 1.751376e-08, 3.630992e-06, 5.098535e-06, 8.381486e-03, 6.279991e-07, 1.770076e-02, 1.923429e-06, 1.188046e-03, 1.194664e-05, 6.222399e-03, 1.871278e-02, 6.962828e+00, 2.282463e+05, 2.282622e+05
2.400000e-01, 1.374906e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.869721e-01, 1.316999e-01, -2.572932e+06, 1.521336e+03, -3.276450e+05, 1.521336e+03, 4.700002e+06, 1.986724e-02, 7.669853e-08, 9.026840e-13, 8.391154e-08, 3.758970e-01, 4.129854e-15, 8.779162e-13, 2.385374e-05, 1.628246e-01, 1.816929e-01, 2.275230e-01, 1.865198e-08, 3.597544e-06, 4.945383e-06, 7.924504e-03, 6.064458e-07, 1.685654e-02, 1.870662e-06, 1.145289e-03, 1.155930e-05, 6.222399e-03, 1.862412e-02, 6.920127e+00, 2.241892e+05, 2.242046e+05
2.520000e-01, 1.438892e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.881070e-01, 1.316999e-01, -2.599250e+06, 1.523377e+03, -3.276450e+05, 1.523377e+03, 4.700002e+06, 2.050642e-02, 7.999333e-08, 8.935661e-13, 8.490878e-08, 3.739175e-01, 4.135505e-15, 8.743339e-13, 2.395191e-05, 1.617847e-01, 1.874369e-01, 2.254286e-01, 1.981197e-08, 3.566830e-06, 4.798086e-06, 7.495539e-03, 5.853874e-07, 1.605775e-02, 1.818421e-06, 1.104076e-03, 1.120139e-05, 6.222399e-03, 1.853660e-02, 6.878376e+00, 2.202170e+05, 2.202318e+05
2.640000e-01, 1.502496e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.892307e-01, 1.316999e-01, -2.621466e+06, 1.525340e+03, -3.276450e+05, 1.525340e+03, 4.700002e+06, 2.114440e-02, 8.330366e-08, 8.841954e-13, 8.585935e-08, 3.719777e-01, 4.138259e-15, 8.704414e-13, 2.403057e-05, 1.606971e-01, 1.931104e-01, 2.233413e-01, 2.099297e-08, 3.538975e-06, 4.656712e-06, 7.093821e-03, 5.649470e-07, 1.530293e-02, 1.766993e-06, 1.064385e-03, 1.087110e-05, 6.222399e-03, 1.845026e-02, 6.837528e+00, 2.163296e+05, 2.163440e+05
2.760000e-01, 1.565724e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.903441e-01, 1.316999e-01, -2.640774e+06, 1.527235e+03, -3.276450e+05, 1.527235e+03, 4.700002e+06, 2.178081e-02, 8.663357e-08, 8.747823e-13, 8.677432e-08, 3.700764e-01, 4.139120e-15, 8.663878e-13, 2.409259e-05, 1.595652e-01, 1.987114e-01, 2.212637e-01, 2.219455e-08, 3.514056e-06, 4.521253e-06, 6.718307e-03, 5.452157e-07, 1.459039e-02, 1.716615e-06, 1.026188e-03, 1.056657e-05, 6.222399e-03, 1.836512e-02, 6.797534e+00, 2.125264e+05, 2.125404e+05
2.880000e-01, 1.628586e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.914478e-01, 1.316999e-01, -2.656898e+06, 1.529071e+03, -3.276450e+05, 1.529071e+03, 4.700002e+06, 2.241537e-02, 8.998724e-08, 8.654982e-13, 8.766322e-08, 3.682122e-01, 4.138921e-15, 8.622940e-13, 2.414046e-05, 1.583922e-01, 2.042394e-01, 2.191982e-01, 2.341650e-08, 3.492101e-06, 4.391620e-06, 6.367786e-03, 5.262543e-07, 1.391820e-02, 1.667450e-06, 9.894430e-04, 1.028585e-05, 6.222399e-03, 1.828120e-02, 6.758346e+00, 2.088057e+05, 2.088193e+05
3.000000e-01, 1.691087e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.925427e-01, 1.316999e-01, -2.671250e+06, 1.530859e+03, -3.276450e+05, 1.530859e+03, 4.700002e+06, 2.304790e-02, 9.336975e-08, 8.564795e-13, 8.853513e-08, 3.663833e-01, 4.138409e-15, 8.582641e-13, 2.417652e-05, 1.571813e-01, 2.096950e-01, 2.171465e-01, 2.465891e-08, 3.473096e-06, 4.267671e-06, 6.040865e-03, 5.080984e-07, 1.328435e-02, 1.619635e-06, 9.541131e-04, 1.002712e-05, 6.222399e-03, 1.819850e-02, 6.719916e+00, 2.051653e+05, 2.051785e+05
3.120000e-01, 1.753236e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.936294e-01, 1.316999e-01, -2.682566e+06, 1.532606e+03, -3.276450e+05, 1.532606e+03, 4.700002e+06, 2.367825e-02, 9.678622e-08, 8.478418e-13, 8.939806e-08, 3.645879e-01, 4.138212e-15, 8.543835e-13, 2.420283e-05, 1.559354e-01, 2.150791e-01, 2.151100e-01, 2.592206e-08, 3.457006e-06, 4.149232e-06, 5.736154e-03, 4.907656e-07, 1.268671e-02, 1.573251e-06, 9.201453e-04, 9.788504e-06, 6.222399e-03, 1.811701e-02, 6.682200e+00, 2.016028e+05, 2.016157e+05
3.240000e-01, 1.815037e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.947088e-01, 1.316999e-01, -2.692340e+06, 1.534318e+03, -3.276450e+05, 1.534318e+03, 4.700002e+06, 2.430636e-02, 1.002415e-07, 8.396642e-13, 9.025858e-08, 3.628239e-01, 4.138825e-15, 8.507165e-13, 2.422111e-05, 1.546575e-01, 2.203934e-01, 2.130900e-01, 2.720632e-08, 3.443767e-06, 4.036090e-06, 5.452212e-03, 4.742567e-07, 1.212326e-02, 1.528349e-06, 8.874960e-04, 9.568388e-06, 6.222399e-03, 1.803671e-02, 6.645157e+00, 1.981154e+05, 1.981279e+05
