Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mass_fraction_H2_PFRC2_(), Mass_fraction_H_PFRC2_(), Mass_fraction_O2_PFRC2_(), Mass_fraction_OH_PFRC2_(), Mass_fraction_H2O_PFRC2_(), Mass_fraction_HO2_PFRC2_(), Mass_fraction_H2O2_PFRC2_(), Mass_fraction_CH3_PFRC2_(), Mass_fraction_CH4_PFRC2_(), Mass_fraction_CO_PFRC2_(), Mass_fraction_CO2_PFRC2_(), Mass_fraction_HCO_PFRC2_(), Mass_fraction_CH2O_PFRC2_(), Mass_fraction_CH3OH_PFRC2_(), Mass_fraction_C2H2_PFRC2_(), Mass_fraction_C2H3_PFRC2_(), Mass_fraction_C2H4_PFRC2_(), Mass_fraction_C2H5_PFRC2_(), Mass_fraction_C2H6_PFRC2_(), Mass_fraction_CH2CO_PFRC2_(), Mass_fraction_N2_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
7.680000e-01, 3.895038e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.333259e-01, 1.316999e-01, -2.676088e+06, 1.595495e+03, -3.276450e+05, 1.595495e+03, 4.700002e+06, 4.660960e-02, 2.937718e-07, 9.066946e-13, 1.408660e-07, 3.065985e-01, 5.775372e-15, 9.365331e-13, 2.349759e-05, 9.798525e-02, 3.875496e-01, 1.504522e-01, 9.694903e-08, 4.167467e-06, 1.815015e-06, 1.387380e-03, 1.892071e-07, 2.925442e-03, 5.766329e-07, 2.325070e-04, 6.264287e-06, 6.222399e-03, 1.565165e-02, 5.545337e+00, 1.007944e+05, 1.008021e+05
7.800000e-01, 3.946353e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.343830e-01, 1.316999e-01, -2.673433e+06, 1.597256e+03, -3.276450e+05, 1.597256e+03, 4.700002e+06, 4.720164e-02, 3.017467e-07, 9.169287e-13, 1.429423e-07, 3.051441e-01, 5.870362e-15, 9.438849e-13, 2.343767e-05, 9.635878e-02, 3.916121e-01, 1.490374e-01, 9.965613e-08, 4.205236e-06, 1.779694e-06, 1.345056e-03, 1.852749e-07, 2.818288e-03, 5.610406e-07, 2.234088e-04, 6.208414e-06, 6.222399e-03, 1.559826e-02, 5.520327e+00, 9.868975e+04, 9.869746e+04
7.920000e-01, 3.997435e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.354420e-01, 1.316999e-01, -2.669896e+06, 1.599027e+03, -3.276450e+05, 1.599027e+03, 4.700002e+06, 4.779329e-02, 3.099295e-07, 9.276424e-13, 1.450686e-07, 3.036898e-01, 5.968875e-15, 9.515064e-13, 2.337416e-05, 9.473123e-02, 3.956590e-01, 1.476344e-01, 1.024206e-07, 4.243532e-06, 1.744954e-06, 1.303997e-03, 1.814106e-07, 2.714458e-03, 5.457184e-07, 2.145778e-04, 6.152286e-06, 6.222399e-03, 1.554531e-02, 5.495497e+00, 9.660440e+04, 9.661205e+04
8.040000e-01, 4.048289e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.365030e-01, 1.316999e-01, -2.666777e+06, 1.600809e+03, -3.276450e+05, 1.600809e+03, 4.700002e+06, 4.838453e-02, 3.183273e-07, 9.388517e-13, 1.472467e-07, 3.022359e-01, 6.071059e-15, 9.594053e-13, 2.330693e-05, 9.310277e-02, 3.996905e-01, 1.462433e-01, 1.052438e-07, 4.282334e-06, 1.710773e-06, 1.264140e-03, 1.776101e-07, 2.613823e-03, 5.306581e-07, 2.060085e-04, 6.095839e-06, 6.222399e-03, 1.549281e-02, 5.470842e+00, 9.453804e+04, 9.454562e+04
8.160000e-01, 4.098915e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.375661e-01, 1.316999e-01, -2.663523e+06, 1.602601e+03, -3.276450e+05, 1.602601e+03, 4.700002e+06, 4.897535e-02, 3.269476e-07, 9.505740e-13, 1.494782e-07, 3.007821e-01, 6.177070e-15, 9.675901e-13, 2.323589e-05, 9.147361e-02, 4.037069e-01, 1.448637e-01, 1.081273e-07, 4.321623e-06, 1.677127e-06, 1.225425e-03, 1.738697e-07, 2.516261e-03, 5.158520e-07, 1.976928e-04, 6.039022e-06, 6.222399e-03, 1.544075e-02, 5.446361e+00, 9.249040e+04, 9.249793e+04
8.280000e-01, 4.149314e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.386312e-01, 1.316999e-01, -2.659960e+06, 1.604404e+03, -3.276450e+05, 1.604404e+03, 4.700002e+06, 4.956570e-02, 3.357980e-07, 9.628285e-13, 1.517654e-07, 2.993287e-01, 6.287078e-15, 9.760703e-13, 2.316089e-05, 8.984391e-02, 4.077081e-01, 1.434956e-01, 1.110727e-07, 4.361382e-06, 1.643997e-06, 1.187798e-03, 1.701858e-07, 2.421653e-03, 5.012927e-07, 1.896237e-04, 5.981783e-06, 6.222399e-03, 1.538913e-02, 5.422050e+00, 9.046127e+04, 9.046873e+04
8.400000e-01, 4.199489e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.396986e-01, 1.316999e-01, -2.656195e+06, 1.606219e+03, -3.276450e+05, 1.606219e+03, 4.700002e+06, 5.015556e-02, 3.448867e-07, 9.756360e-13, 1.541104e-07, 2.978757e-01, 6.401266e-15, 9.848563e-13, 2.308183e-05, 8.821387e-02, 4.116945e-01, 1.421389e-01, 1.140816e-07, 4.401591e-06, 1.611361e-06, 1.151207e-03, 1.665551e-07, 2.329891e-03, 4.869737e-07, 1.817948e-04, 5.924072e-06, 6.222399e-03, 1.533793e-02, 5.397906e+00, 8.845040e+04, 8.845780e+04
8.520000e-01, 4.249440e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.407682e-01, 1.316999e-01, -2.652482e+06, 1.608047e+03, -3.276450e+05, 1.608047e+03, 4.700002e+06, 5.074490e-02, 3.542223e-07, 9.890193e-13, 1.565153e-07, 2.964230e-01, 6.519831e-15, 9.939592e-13, 2.299857e-05, 8.658366e-02, 4.156659e-01, 1.407932e-01, 1.171559e-07, 4.442232e-06, 1.579201e-06, 1.115602e-03, 1.629745e-07, 2.240872e-03, 4.728887e-07, 1.742000e-04, 5.865843e-06, 6.222399e-03, 1.528716e-02, 5.373926e+00, 8.645760e+04, 8.646494e+04
8.640000e-01, 4.299170e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.418401e-01, 1.316999e-01, -2.648813e+06, 1.609887e+03, -3.276450e+05, 1.609887e+03, 4.700002e+06, 5.133369e-02, 3.638139e-07, 1.003003e-12, 1.589827e-07, 2.949709e-01, 6.642987e-15, 1.003391e-12, 2.291100e-05, 8.495348e-02, 4.196226e-01, 1.394586e-01, 1.202972e-07, 4.483288e-06, 1.547500e-06, 1.080939e-03, 1.594411e-07, 2.154500e-03, 4.590319e-07, 1.668335e-04, 5.807049e-06, 6.222399e-03, 1.523682e-02, 5.350107e+00, 8.448266e+04, 8.448995e+04
8.760000e-01, 4.348680e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.429144e-01, 1.316999e-01, -2.644283e+06, 1.611740e+03, -3.276450e+05, 1.611740e+03, 4.700002e+06, 5.192187e-02, 3.736708e-07, 1.017614e-12, 1.615152e-07, 2.935193e-01, 6.770963e-15, 1.013166e-12, 2.281898e-05, 8.332350e-02, 4.235646e-01, 1.381349e-01, 1.235075e-07, 4.524741e-06, 1.516240e-06, 1.047176e-03, 1.559521e-07, 2.070681e-03, 4.453981e-07, 1.596883e-04, 5.747651e-06, 6.222399e-03, 1.518690e-02, 5.326447e+00, 8.252542e+04, 8.253265e+04
8.880000e-01, 4.397971e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.439911e-01, 1.316999e-01, -2.638363e+06, 1.613607e+03, -3.276450e+05, 1.613607e+03, 4.700002e+06, 5.250942e-02, 3.838032e-07, 1.032882e-12, 1.641155e-07, 2.920684e-01, 6.904007e-15, 1.023299e-12, 2.272240e-05, 8.169392e-02, 4.274919e-01, 1.368218e-01, 1.267888e-07, 4.566575e-06, 1.485407e-06, 1.014273e-03, 1.525051e-07, 1.989329e-03, 4.319821e-07, 1.527584e-04, 5.687609e-06, 6.222399e-03, 1.513740e-02, 5.302942e+00, 8.058571e+04, 8.059287e+04
9.000000e-01, 4.447045e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.450703e-01, 1.316999e-01, -2.637169e+06, 1.615489e+03, -3.276450e+05, 1.615489e+03, 4.700002e+06, 5.309629e-02, 3.942214e-07, 1.048837e-12, 1.667865e-07, 2.906182e-01, 7.042375e-15, 1.033802e-12, 2.262107e-05, 8.006492e-02, 4.314046e-01, 1.355194e-01, 1.301432e-07, 4.608768e-06, 1.454978e-06, 9.821879e-04, 1.490971e-07, 1.910364e-03, 4.187795e-07, 1.460451e-04, 5.626868e-06, 6.222399e-03, 1.508832e-02, 5.279590e+00, 7.866336e+04, 7.867047e+04
9.120000e-01, 4.495903e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.461520e-01, 1.316999e-01, -2.630812e+06, 1.617386e+03, -3.276450e+05, 1.617386e+03, 4.700002e+06, 5.368244e-02, 4.049365e-07, 1.065513e-12, 1.695314e-07, 2.891689e-01, 7.186360e-15, 1.044695e-12, 2.251493e-05, 7.843669e-02, 4.353025e-01, 1.342275e-01, 1.335727e-07, 4.651308e-06, 1.424949e-06, 9.508928e-04, 1.457264e-07, 1.833706e-03, 4.057858e-07, 1.395328e-04, 5.565412e-06, 6.222399e-03, 1.503965e-02, 5.256388e+00, 7.675825e+04, 7.676530e+04
9.240000e-01, 4.544546e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.472364e-01, 1.316999e-01, -2.625760e+06, 1.619299e+03, -3.276450e+05, 1.619299e+03, 4.700002e+06, 5.426781e-02, 4.159606e-07, 1.082949e-12, 1.723536e-07, 2.877206e-01, 7.336276e-15, 1.055995e-12, 2.240380e-05, 7.680942e-02, 4.391857e-01, 1.329459e-01, 1.370799e-07, 4.694176e-06, 1.395299e-06, 9.203509e-04, 1.423906e-07, 1.759284e-03, 3.929976e-07, 1.332234e-04, 5.503193e-06, 6.222399e-03, 1.499140e-02, 5.233333e+00, 7.487024e+04, 7.487724e+04
9.360000e-01, 4.592976e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.483235e-01, 1.316999e-01, -2.620463e+06, 1.621228e+03, -3.276450e+05, 1.621228e+03, 4.700002e+06, 5.485236e-02, 4.273060e-07, 1.101183e-12, 1.752567e-07, 2.862735e-01, 7.492455e-15, 1.067723e-12, 2.228754e-05, 7.518330e-02, 4.430542e-01, 1.316745e-01, 1.406670e-07, 4.737354e-06, 1.366017e-06, 8.905325e-04, 1.390878e-07, 1.687030e-03, 3.804113e-07, 1.271108e-04, 5.440176e-06, 6.222399e-03, 1.494355e-02, 5.210422e+00, 7.299921e+04, 7.300614e+04
9.480000e-01, 4.641195e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.494134e-01, 1.316999e-01, -2.614913e+06, 1.623175e+03, -3.276450e+05, 1.623175e+03, 4.700002e+06, 5.543604e-02, 4.389860e-07, 1.120261e-12, 1.782445e-07, 2.848276e-01, 7.655263e-15, 1.079900e-12, 2.216601e-05, 7.355854e-02, 4.469078e-01, 1.304132e-01, 1.443366e-07, 4.780826e-06, 1.337088e-06, 8.614064e-04, 1.358159e-07, 1.616874e-03, 3.680231e-07, 1.211900e-04, 5.376326e-06, 6.222399e-03, 1.489611e-02, 5.187654e+00, 7.114505e+04, 7.115192e+04
9.600000e-01, 4.689203e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.505062e-01, 1.316999e-01, -2.609478e+06, 1.625140e+03, -3.276450e+05, 1.625140e+03, 4.700002e+06, 5.601878e-02, 4.510143e-07, 1.140227e-12, 1.813211e-07, 2.833831e-01, 7.825079e-15, 1.092547e-12, 2.203906e-05, 7.193533e-02, 4.507466e-01, 1.291619e-01, 1.480914e-07, 4.824574e-06, 1.308501e-06, 8.329464e-04, 1.325730e-07, 1.548759e-03, 3.558306e-07, 1.154572e-04, 5.311610e-06, 6.222399e-03, 1.484909e-02, 5.165024e+00, 6.930766e+04, 6.931448e+04
9.720000e-01, 4.737001e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.516019e-01, 1.316999e-01, -2.603578e+06, 1.627123e+03, -3.276450e+05, 1.627123e+03, 4.700002e+06, 5.660053e-02, 4.634056e-07, 1.161133e-12, 1.844908e-07, 2.819402e-01, 8.002323e-15, 1.105690e-12, 2.190650e-05, 7.031389e-02, 4.545703e-01, 1.279205e-01, 1.519341e-07, 4.868581e-06, 1.280243e-06, 8.051253e-04, 1.293574e-07, 1.482621e-03, 3.438305e-07, 1.099076e-04, 5.245991e-06, 6.222399e-03, 1.480246e-02, 5.142531e+00, 6.748695e+04, 6.749372e+04
9.840000e-01, 4.784592e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.527006e-01, 1.316999e-01, -2.597488e+06, 1.629126e+03, -3.276450e+05, 1.629126e+03, 4.700002e+06, 5.718124e-02, 4.761754e-07, 1.183031e-12, 1.877583e-07, 2.804990e-01, 8.187446e-15, 1.119353e-12, 2.176819e-05, 6.869443e-02, 4.583788e-01, 1.266889e-01, 1.558677e-07, 4.912828e-06, 1.252303e-06, 7.779189e-04, 1.261675e-07, 1.418407e-03, 3.320204e-07, 1.045375e-04, 5.179437e-06, 6.222399e-03, 1.475625e-02, 5.120172e+00, 6.568287e+04, 6.568957e+04
9.960000e-01, 4.831976e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.538024e-01, 1.316999e-01, -2.590834e+06, 1.631150e+03, -3.276450e+05, 1.631150e+03, 4.700002e+06, 5.776082e-02, 4.893405e-07, 1.205984e-12, 1.911285e-07, 2.790598e-01, 8.380950e-15, 1.133566e-12, 2.162395e-05, 6.707717e-02, 4.621720e-01, 1.254669e-01, 1.598953e-07, 4.957297e-06, 1.224668e-06, 7.513047e-04, 1.230016e-07, 1.356064e-03, 3.203984e-07, 9.934273e-05, 5.111916e-06, 6.222399e-03, 1.471044e-02, 5.097944e+00, 6.389534e+04, 6.390199e+04
1.008000e+00, 4.879154e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.549074e-01, 1.316999e-01, -2.584274e+06, 1.633195e+03, -3.276450e+05, 1.633195e+03, 4.700002e+06, 5.833921e-02, 5.029186e-07, 1.230057e-12, 1.946071e-07, 2.776227e-01, 8.583370e-15, 1.148361e-12, 2.147362e-05, 6.546234e-02, 4.659497e-01, 1.242545e-01, 1.640203e-07, 5.001972e-06, 1.197330e-06, 7.252617e-04, 1.198586e-07, 1.295544e-03, 3.089626e-07, 9.431984e-05, 5.043398e-06, 6.222399e-03, 1.466503e-02, 5.075845e+00, 6.212431e+04, 6.213090e+04
1.020000e+00, 4.926128e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.560157e-01, 1.316999e-01, -2.576999e+06, 1.635262e+03, -3.276450e+05, 1.635262e+03, 4.700002e+06, 5.891634e-02, 5.169285e-07, 1.255319e-12, 1.981996e-07, 2.761880e-01, 8.795295e-15, 1.163770e-12, 2.131701e-05, 6.385016e-02, 4.697117e-01, 1.230516e-01, 1.682460e-07, 5.046833e-06, 1.170277e-06, 6.997690e-04, 1.167369e-07, 1.236797e-03, 2.977113e-07, 8.946500e-05, 4.973851e-06, 6.222399e-03, 1.462003e-02, 5.053872e+00, 6.036975e+04, 6.037629e+04
1.032000e+00, 4.972898e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.571274e-01, 1.316999e-01, -2.569859e+06, 1.637353e+03, -3.276450e+05, 1.637353e+03, 4.700002e+06, 5.949214e-02, 5.313893e-07, 1.281845e-12, 2.019120e-07, 2.747558e-01, 9.017325e-15, 1.179828e-12, 2.115392e-05, 6.224089e-02, 4.734578e-01, 1.218580e-01, 1.725761e-07, 5.091861e-06, 1.143497e-06, 6.748066e-04, 1.136351e-07, 1.179779e-03, 2.866427e-07, 8.477462e-05, 4.903239e-06, 6.222399e-03, 1.457543e-02, 5.032022e+00, 5.863162e+04, 5.863810e+04
1.044000e+00, 5.019467e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.582425e-01, 1.316999e-01, -2.562714e+06, 1.639467e+03, -3.276450e+05, 1.639467e+03, 4.700002e+06, 6.006652e-02, 5.463219e-07, 1.309714e-12, 2.057507e-07, 2.733264e-01, 9.250130e-15, 1.196571e-12, 2.098413e-05, 6.063477e-02, 4.771877e-01, 1.206738e-01, 1.770143e-07, 5.137037e-06, 1.116981e-06, 6.503558e-04, 1.105519e-07, 1.124445e-03, 2.757555e-07, 8.024535e-05, 4.831530e-06, 6.222399e-03, 1.453124e-02, 5.010293e+00, 5.690992e+04, 5.691634e+04
1.056000e+00, 5.065835e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.593612e-01, 1.316999e-01, -2.554710e+06, 1.641608e+03, -3.276450e+05, 1.641608e+03, 4.700002e+06, 6.063939e-02, 5.617492e-07, 1.339020e-12, 2.097229e-07, 2.719000e-01, 9.494475e-15, 1.214041e-12, 2.080744e-05, 5.903208e-02, 4.809010e-01, 1.194989e-01, 1.815647e-07, 5.182339e-06, 1.090718e-06, 6.264006e-04, 1.074861e-07, 1.070759e-03, 2.650488e-07, 7.587392e-05, 4.758692e-06, 6.222399e-03, 1.448745e-02, 4.988683e+00, 5.520464e+04, 5.521101e+04
1.068000e+00, 5.112002e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.604834e-01, 1.316999e-01, -2.546922e+06, 1.643774e+03, -3.276450e+05, 1.643774e+03, 4.700002e+06, 6.121066e-02, 5.776944e-07, 1.369857e-12, 2.138360e-07, 2.704770e-01, 9.751138e-15, 1.232283e-12, 2.062364e-05, 5.743309e-02, 4.845976e-01, 1.183331e-01, 1.862315e-07, 5.227749e-06, 1.064699e-06, 6.029248e-04, 1.044368e-07, 1.018679e-03, 2.545218e-07, 7.165710e-05, 4.684695e-06, 6.222399e-03, 1.444407e-02, 4.967189e+00, 5.351580e+04, 5.352211e+04
1.080000e+00, 5.157971e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.616095e-01, 1.316999e-01, -2.539001e+06, 1.645969e+03, -3.276450e+05, 1.645969e+03, 4.700002e+06, 6.178023e-02, 5.941835e-07, 1.402335e-12, 2.180984e-07, 2.690575e-01, 1.002102e-14, 1.251347e-12, 2.043250e-05, 5.583809e-02, 4.882770e-01, 1.171765e-01, 1.910194e-07, 5.273246e-06, 1.038916e-06, 5.799140e-04, 1.014029e-07, 9.681722e-04, 2.441741e-07, 6.759185e-05, 4.609509e-06, 6.222399e-03, 1.440110e-02, 4.945809e+00, 5.184344e+04, 5.184969e+04
1.092000e+00, 5.203742e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.627394e-01, 1.316999e-01, -2.529584e+06, 1.648193e+03, -3.276450e+05, 1.648193e+03, 4.700002e+06, 6.234801e-02, 6.112449e-07, 1.436577e-12, 2.225193e-07, 2.676419e-01, 1.030515e-14, 1.271288e-12, 2.023381e-05, 5.424739e-02, 4.919387e-01, 1.160288e-01, 1.959334e-07, 5.318807e-06, 1.013359e-06, 5.573561e-04, 9.838390e-08, 9.192054e-04, 2.340058e-07, 6.367522e-05, 4.533106e-06, 6.222399e-03, 1.435854e-02, 4.924539e+00, 5.018760e+04, 5.019379e+04
1.104000e+00, 5.249317e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.638734e-01, 1.316999e-01, -2.520558e+06, 1.650447e+03, -3.276450e+05, 1.650447e+03, 4.700002e+06, 6.291387e-02, 6.289083e-07, 1.472713e-12, 2.271085e-07, 2.662305e-01, 1.060458e-14, 1.292166e-12, 2.002737e-05, 5.266129e-02, 4.955826e-01, 1.148902e-01, 2.009789e-07, 5.364412e-06, 9.880205e-07, 5.352397e-04, 9.537927e-08, 8.717470e-04, 2.240171e-07, 5.990426e-05, 4.455463e-06, 6.222399e-03, 1.431639e-02, 4.903377e+00, 4.854832e+04, 4.855445e+04
1.116000e+00, 5.294695e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.650116e-01, 1.316999e-01, -2.508980e+06, 1.652734e+03, -3.276450e+05, 1.652734e+03, 4.700002e+06, 6.347773e-02, 6.472120e-07, 1.510917e-12, 2.318793e-07, 2.648237e-01, 1.092073e-14, 1.314065e-12, 1.981306e-05, 5.108009e-02, 4.992081e-01, 1.137604e-01, 2.061627e-07, 5.410040e-06, 9.628977e-07, 5.135596e-04, 9.238963e-08, 8.257723e-04, 2.142097e-07, 5.627629e-05, 4.376569e-06, 6.222399e-03, 1.427466e-02, 4.882318e+00, 4.692567e+04, 4.693175e+04
1.128000e+00, 5.339879e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.661542e-01, 1.316999e-01, -2.497270e+06, 1.655055e+03, -3.276450e+05, 1.655055e+03, 4.700002e+06, 6.403944e-02, 6.661881e-07, 1.551341e-12, 2.368423e-07, 2.634218e-01, 1.125485e-14, 1.337048e-12, 1.959058e-05, 4.950414e-02, 5.028148e-01, 1.126393e-01, 2.114903e-07, 5.455670e-06, 9.379790e-07, 4.923029e-04, 8.941396e-08, 7.812512e-04, 2.045839e-07, 5.278847e-05, 4.296387e-06, 6.222399e-03, 1.423334e-02, 4.861358e+00, 4.531972e+04, 4.532574e+04
1.140000e+00, 5.384869e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.673013e-01, 1.316999e-01, -2.486379e+06, 1.657412e+03, -3.276450e+05, 1.657412e+03, 4.700002e+06, 6.459890e-02, 6.858730e-07, 1.594157e-12, 2.420098e-07, 2.620252e-01, 1.160836e-14, 1.361189e-12, 1.935965e-05, 4.793378e-02, 5.064022e-01, 1.115270e-01, 2.169679e-07, 5.501277e-06, 9.132550e-07, 4.714585e-04, 8.645159e-08, 7.381555e-04, 1.951401e-07, 4.943808e-05, 4.214886e-06, 6.222399e-03, 1.419244e-02, 4.840495e+00, 4.373056e+04, 4.373652e+04
1.152000e+00, 5.429666e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.684531e-01, 1.316999e-01, -2.474780e+06, 1.659807e+03, -3.276450e+05, 1.659807e+03, 4.700002e+06, 6.515596e-02, 7.063047e-07, 1.639546e-12, 2.473941e-07, 2.606342e-01, 1.198276e-14, 1.386566e-12, 1.911991e-05, 4.636940e-02, 5.099698e-01, 1.104235e-01, 2.226021e-07, 5.546832e-06, 8.887153e-07, 4.510145e-04, 8.350149e-08, 6.964563e-04, 1.858779e-07, 4.622244e-05, 4.132023e-06, 6.222399e-03, 1.415196e-02, 4.819728e+00, 4.215831e+04, 4.216421e+04
1.164000e+00, 5.474270e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.696096e-01, 1.316999e-01, -2.463278e+06, 1.662240e+03, -3.276450e+05, 1.662240e+03, 4.700002e+06, 6.571049e-02, 7.275263e-07, 1.687725e-12, 2.530103e-07, 2.592493e-01, 1.237985e-14, 1.413272e-12, 1.887109e-05, 4.481140e-02, 5.135168e-01, 1.093286e-01, 2.284001e-07, 5.592309e-06, 8.643518e-07, 4.309640e-04, 8.056348e-08, 6.561323e-04, 1.767988e-07, 4.313906e-05, 4.047771e-06, 6.222399e-03, 1.411192e-02, 4.799053e+00, 4.060311e+04, 4.060894e+04
1.176000e+00, 5.518684e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.707711e-01, 1.316999e-01, -2.451334e+06, 1.664715e+03, -3.276450e+05, 1.664715e+03, 4.700002e+06, 6.626232e-02, 7.495837e-07, 1.738927e-12, 2.588740e-07, 2.578709e-01, 1.280154e-14, 1.441406e-12, 1.861286e-05, 4.326023e-02, 5.170426e-01, 1.082424e-01, 2.343696e-07, 5.637681e-06, 8.401555e-07, 4.112990e-04, 7.763713e-08, 6.171599e-04, 1.679038e-07, 4.018544e-05, 3.962098e-06, 6.222399e-03, 1.407230e-02, 4.778467e+00, 3.906513e+04, 3.907090e+04
1.188000e+00, 5.562907e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.719376e-01, 1.316999e-01, -2.436080e+06, 1.667232e+03, -3.276450e+05, 1.667232e+03, 4.700002e+06, 6.681129e-02, 7.725275e-07, 1.793421e-12, 2.650031e-07, 2.564995e-01, 1.325006e-14, 1.471078e-12, 1.834488e-05, 4.171636e-02, 5.205465e-01, 1.071649e-01, 2.405189e-07, 5.682914e-06, 8.161169e-07, 3.920108e-04, 7.472212e-08, 5.795146e-04, 1.591938e-07, 3.735911e-05, 3.874968e-06, 6.222399e-03, 1.403312e-02, 4.757969e+00, 3.754456e+04, 3.755028e+04
1.200000e+00, 5.606940e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.731095e-01, 1.316999e-01, -2.420640e+06, 1.669795e+03, -3.276450e+05, 1.669795e+03, 4.700002e+06, 6.735722e-02, 7.964141e-07, 1.851507e-12, 2.714177e-07, 2.551356e-01, 1.372789e-14, 1.502421e-12, 1.806692e-05, 4.018027e-02, 5.240277e-01, 1.060960e-01, 2.468576e-07, 5.727983e-06, 7.922330e-07, 3.731013e-04, 7.181945e-08, 5.431876e-04, 1.506728e-07, 3.465799e-05, 3.786376e-06, 6.222399e-03, 1.399439e-02, 4.737552e+00, 3.604164e+04, 3.604730e+04
